,Job Function,Industry,Seniority,Job Description
69,Purchasing,Retail,Entry level,"Essential Job Functions




Responsible for cutting and merchandising of all fresh meat.
Assist in ordering, receiving and displaying all product.
Grind meat.
Slice meat.
Assist in organizing cooler arrangement and stocking of cooler.
Responsible for rotation of product.
Maintain neat and clean appearance of all display cases.
Maintain good code dates on all product in display cases.
Keep work station and area around work station neat and clean.
Department is to be sanitized and disinfected twice a day.
Provide efficient and courteous service to customers.
Assist in enforcing and maintaining the company HACCP program. Qualifications:
Must be 18 years of age or older
Meat cutting experience a plus, but not required
Ability to meet standard Physical, Mental, and Visual demands
Ability to understand and follow verbal and/or written instructions, perform routine and repetitive tasks and have constant contact/interaction with various levels of individuals on a daily basis
Ability to attend on-site work during scheduled shifts to adhere to company time and attendance policies Benefits of working for Food City: 401(k) with company match, Employee Stock Ownership Plan, Weekly Pay Checks with Direct Deposit, Company paid Life and Disability Insurance, Medical Plan with wellness benefits, Dental Plan, Paid Holidays, Paid Vacations, Associate Offers, and so much more! About Food City: Food City is a privately held, family-owned company with a driving mission to ""run the best store in town."" Dedicated to giving back to the communities we serve, we encourage our associates to get involved with their local civic organizations. We consider our associates to be our greatest asset. Over 13% of the company is currently owned by our associates through our employee stock ownership plan, promoting tremendous pride in the services and products we provide. Whether your passion is baking, accounting, or trucking, Food City has a promising career opportunity for you. We offer flexible schedules to ensure our associates have ample time to spend with family and friends. If you're looking for a great career or the opportunity to try something different, consider becoming part of the Food City family.
Show less "
70,Purchasing,Retail,Entry level,"Essential Job Functions




Responsible for cutting and merchandising of all fresh meat.
Assist in ordering, receiving and displaying all product.
Grind meat.
Slice meat.
Assist in organizing cooler arrangement and stocking of cooler.
Responsible for rotation of product.
Maintain neat and clean appearance of all display cases.
Maintain good code dates on all product in display cases.
Keep work station and area around work station neat and clean.
Department is to be sanitized and disinfected twice a day.
Provide efficient and courteous service to customers.
Assist in enforcing and maintaining the company HACCP program. Qualifications:
Must be 18 years of age or older
Meat cutting experience a plus, but not required
Ability to meet standard Physical, Mental, and Visual demands
Ability to understand and follow verbal and/or written instructions, perform routine and repetitive tasks and have constant contact/interaction with various levels of individuals on a daily basis
Ability to attend on-site work during scheduled shifts to adhere to company time and attendance policies Benefits of working for Food City: 401(k) with company match, Employee Stock Ownership Plan, Weekly Pay Checks with Direct Deposit, Company paid Life and Disability Insurance, Medical Plan with wellness benefits, Dental Plan, Paid Holidays, Paid Vacations, Associate Offers, and so much more! About Food City: Food City is a privately held, family-owned company with a driving mission to ""run the best store in town."" Dedicated to giving back to the communities we serve, we encourage our associates to get involved with their local civic organizations. We consider our associates to be our greatest asset. Over 13% of the company is currently owned by our associates through our employee stock ownership plan, promoting tremendous pride in the services and products we provide. Whether your passion is baking, accounting, or trucking, Food City has a promising career opportunity for you. We offer flexible schedules to ensure our associates have ample time to spend with family and friends. If you're looking for a great career or the opportunity to try something different, consider becoming part of the Food City family.
Show less "
71,Purchasing,Retail,Entry level,"Wage Rate $17.30/Hour Overview Are you looking for a career with premium benefits and the potential for growth? At Trinity Services Group, we have created something special, a better place to work and grow. Many employees start just expecting a paycheck but end up with a rewarding career. We provide exceptional training and a clear career path. We also offer a $250 bonus for completing our Rookie's Fast Track Program within the first 60 days! We are proud to be a military and veteran friendly employer. About This Position We are looking for a Food Service Worker to Join us at the Pierce County Jail in Tacoma, WA. Wage Rate: $17.30/Hour - $17.75/Hour Available Schedule: 10:00 am to 6:30 pm Responsibilities




Prepare & assist team members in the preparation of quality foods according to the planned menu, recipes, and work instructions in a timely manner.
The duties of the Food Service Worker include, but are not limited to, cleaning as you go, maintaining a neat and food safe workstation, pulling trash, sweeping, mopping, and any other duties assigned within the facility.
Serve food during planned meal schedules and according to department policies and procedures.
Utilize kitchen utensils/equipment to cook, prepare and serve food according to recipes. Use proper utensils to serve menued portions and as appropriate to meet clients' nutritional needs.
Abide by all food safety regulations pertaining to sanitation, food handling and storage.
Maintain a clean work area/environment that includes cleaning of refrigerators/freezers, cooking equipment, and serving equipment.
Function in a fast-paced environment, perform routine kitchen tasks, while being organized and clean.
Keep up with garbage collection and keep kitchen floors clean from excess food/trash.
This role includes physical demands such as lifting, bending, pushing, kneeling, walking, and standing for extended periods of time.
Be able to stand and be on your feet for much of the scheduled shift.
Perform other related duties as assigned. Our ideal Food Service Worker excels at the following:
Passionate about food and service
Has a solid understanding of food handling regulations
Desire to always learn more
Ability to work as a team member, as well as independently
Ability to multi-task and adapt to changes quickly
Dependable and flexible What You'll Need
Required:
High School Diploma or Equivalent, and you must be at least 18 years of age
Ability to pass pre-employment (post offer) Company or Facility background check and drug screening and/or any other screenings required by the Facility
Preferred:
Prior institutional food service or restaurant experience is a plus Benefits Trinity Services Group (TSG) offers comprehensive benefits to all regular-full time employees:
Medical w/prescription coverage
Benefit Credit received when enrolled in a TKC medical plan, to help offset your benefit costs. Benefit Credit of $750 annually, will be divided evenly among your paychecks throughout the Plan Year.
Dental
Vision
Basic Life and Basic Accidental Death and Dismemberment Insurance
Short Term Disability
Long Term Disability
Voluntary benefits that can be selected to create the right package for you TSG also understands the importance of work life balance and planning for the future. To help with both of these, employees are eligible for:
Paid Time Off
Company Match for the 401(k) Retirement Savings Plan EEO Statement We are proud to be an EEO/AA employer M/F/D/V. We maintain a drug-free workplace and perform pre-employment substance abuse testing. A copy of our Privacy Policy and CA Employee Privacy Notice can be found here: https://tkcholdings.com/privacy-policy-108 Responsibilities We are looking for a Food Service Worker to Join us at the Pierce County Jail in Tacoma, WA. Wage Rate: $17.30/Hour - $17.75/Hour Available Schedule: 10:00 am to 6:30 pm Responsibilities
Prepare & assist team members in the preparation of quality foods according to the planned menu, recipes, and work instructions in a timely manner.
The duties of the Food Service Worker include, but are not limited to, cleaning as you go, maintaining a neat and food safe workstation, pulling trash, sweeping, mopping, and any other duties assigned within the facility.
Serve food during planned meal schedules and according to department policies and procedures.
Utilize kitchen utensils/equipment to cook, prepare and serve food according to recipes. Use proper utensils to serve menued portions and as appropriate to meet clients' nutritional needs.
Abide by all food safety regulations pertaining to sanitation, food handling and storage.
Maintain a clean work area/environment that includes cleaning of refrigerators/freezers, cooking equipment, and serving equipment.
Function in a fast-paced environment, perform routine kitchen tasks, while being organized and clean.
Keep up with garbage collection and keep kitchen floors clean from excess food/trash.
This role includes physical demands such as lifting, bending, pushing, kneeling, walking, and standing for extended periods of time.
Be able to stand and be on your feet for much of the scheduled shift.
Perform other related duties as assigned. Our ideal Food Service Worker excels at the following:
Passionate about food and service
Has a solid understanding of food handling regulations
Desire to always learn more
Ability to work as a team member, as well as independently
Ability to multi-task and adapt to changes quickly
Dependable and flexible
Show less "
72,Sales and Business Development,Retail,Mid-Senior level,"Job Details

Description

AT SHOE PALACE WE RUN. WE SELL. WE HAVE FUN.

DO YOU HAVE WHAT IT TAKES?

The Role

Do you usually find yourself leading the way, being an integral member of the team, keeping the team working together, and reaching goals? Are you looking for a career in a challenging and exciting environment? The ideal candidate will be goal-oriented, data-savvy, and open to constant growth! You are the person making all the business decisions and taking on full responsibility to ensure the store is successful at all times. We need a driven leader, do you have what it takes?

Here’s what a day at work may look like…

Hire, manage and motivate your team to operate at a high level
Drive and create sales by delivering exceptional customer service and meeting sales goals.
Make sure customers are receiving the ultimate experience from your team
Lead by example; Follow all policies and procedures at all times.

About You…

High School or equivalent
1-3 years of retail management.
Make sure you understand Shoe Palace is full of opportunities and changes
You have the people skills to grow your team
A desire to work hard and be successful
Computer savvy
Honesty and loyalty, we have a strong team so we need someone even stronger to lead it

It would be great but not completely necessary to have…

Experience in selling Athletic Shoes a plus.
Experience working with a growing company

What We Bring To The Table...

Growth!
Benefits
You like discounts? We got you!
An open mind for new ideas
Exciting work environment

WE ARE LOOKING FOR ASSISTANT MANAGERS AND MANAGERS

Shoe Palace is one of the most-trusted athletic footwear and apparel retail chains in the United States. What began as a small, family business in 1993 has now grown into an extremely popular chain of stores and an online retail site — shoepalace.com.

We are seeking self-motivated individuals who are dynamic thinkers and outstanding communicators who will thrive in an entrepreneurial environment and want to grow with Shoe Palace Corporation. Our team members are bright, professional, enthusiastic, and able to quickly apply their skills to diverse situations
Show less "
73,Other,Retail Groceries,Entry level,"About Us

Join our Winning Team today and start your ownership journey!

WinCo Foods is a rapidly growing family of over 135 grocery stores, complete with our own distribution centers and transportation network. We’re proud to operate across 10 states west of the Rockies with more than 20,000 employee owners.

At WinCo Foods we act like owners – because we are! We believe, as the Low Price Grocery Leader, that we make the lives of the communities where we operate better by giving them the best possible prices to feed their families and by focusing on the success, well-being and diversity of our employee owners.

Currently, WinCo is the third largest Employee-Owned company in the United States. WinCo has more than 500 millionaire employee-owners in our Employee Stock Ownership Plan (ESOP). Once eligible, you can start your journey to ownership with an annual gift of stock equaling 20% of what you make each year. (ESOP available at most locations and subject to vesting)

WinCo Foods offers the very best benefits in the industry, with low cost, high quality medical benefits with rates as low as $40 a month , enrollment in our ESOP after 6 months, eligible for 6 paid holidays after 6 months, sick leave, and paid vacation after one year (amount based on hours worked), career advancement opportunities, competitive wages, employee assistance program, discount program – and even voluntary benefits like Pet Insurance!

Overview

Job Summary

Consistently provides friendly, courteous customer service to internal and external customers by processing customer orders in an efficient, accurate, safe and courteous manner at a two aisle check stand, a multi station self-check-out lane, or customer service desk as assigned. Performs other related work.

Typical Duties And Responsibilities

Seeks opportunities to welcome, engage, serve and thank customers. Maintains an atmosphere of friendly, enthusiastic customer service with an emphasis of taking care of the customer.
Maintains an atmosphere of enthusiastic customer awareness with an emphasis on fast, friendly customer service.
Operates check stand equipment such as a cash register, scanner and scale to process customer orders using two aisles to check customers.
Engages in suggestive selling and other sales techniques.
Processes monetary transactions (i.e., giving and receiving change, etc.) including cash, checks, gift certificates, travelers checks, food stamps, processing coupons, and refunds.
Maintains knowledge of current product location, monitors UPC codes and ensures proper pricing.
Maintains clean, neat and properly stocked check stand and ensures safe and secure work area.
Stocks, prices and rotates merchandise.
May be assigned to a multi station self-check-out lane as needed.
May be assigned to the customer service counter as needed.
Performs other duties as assigned or needed.

Requirements

Ability to:

Consistently provide friendly, courteous service to internal and external customers.
Work varied shifts between 5:00 am and 1:00 am in a 24/7 operation; including night, weekends and holidays.
Perform friendly, courteous, tactful relations with customers and co-workers with composure.
Communicate (hearing and speech) to perform customer relation skills.
Complete written forms.
Conduct visual inspection, read information on merchandise, etc.
Lift and maneuver objects of varying dimensions and weights up to 20 lbs. frequently and perform repetitious work accurately.
Lift up to 50 lbs. occasionally.
Operate check stand equipment such as cash registers, scanners, and scales.
Stand for long periods of time, walk rapidly, bend, stoop, twist, and turn frequently for long periods of time.
Must be 16 years of age or older.
Manual dexterity and good hand/eye coordination.
Learn and memorize a considerable amount of information including PLU codes, location of products, check stand and keyboard procedures and company policies.
Ensure accuracy in recording sales and handling monetary transactions with mental alertness and basic math skills (add, subtract, multiply and divide).
Climb and balance on ladders when stocking shelves.
Use blades for box cutting.
Work in a cooler and freezer.
Use household cleaners to maintain work area (i.e., waxes, glass cleaner, etc.).
Work in varying weather conditions for performance of outdoor duties.
Perform primary duties efficiently and accurately.

Additional Requirements

Food Handlers Certification (Per State Laws).

Machines And Equipment Operated

Fork lift, electric and manual pallet jacks, hand truck, garbage and card board compactor.
Box knife

For minors hired, hours may differ as well as machines and equipment operated.

The above statements are intended to describe the general nature of work performed by the employees assigned to this job. All employees must comply with Company policies and applicable laws. The responsibilities, duties and qualifications required of personnel may vary.

EEO/Inclusivity

As WinCo Foods continues to grow, our diversity—from our variety of perspectives and wide range of experiences—is essential to our strategy and success. We are committed to continue to cultivate and celebrate an inclusive environment in which all employees are valued and respected regardless of their race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status.
Show less "
74,,,Full-time,"Site Merchandising Manager




At HATCH Collective, our company is to empower women before, during and after pregnancy with thoughtful, solution-based offerings. We are an advocate for them and provide women with content, community, and companionship as the trusted home base in the next phase of a women’s journey.




As a team, we are all together in building our brand. We are each other’s community. We laugh a lot. We think differently. We love to collaborate with one another, and we get results. We believe in our mission, and we work hard every day to achieve it.




We are looking to grow our team with a dynamic, passionate Site Merchandising Manager to work on our DTC maternity websites!




The Site Merchandising Manager reports to the Senior Director of Site Merchandising. This role is responsible for ensuring a first-class customer shopping experience by executing the online merchandising and assortment strategies for our proprietary brand sites by using website analytics, industry trends and competitive research. The Site Merchandising Manager will be a key role on the Site Merchandising team in achieving sales plans, conversion goals, usability performance and corporate objectives. This role is responsible for the execution of all digital merchandising strategies related to visual merchandising, production activation and attribution, product copy, marketing content and curation, navigation, taxonomy, onsite search optimization and promotional pricing.




Job Responsibilities

Promotions & Pricing

Maintain all pricing at SKU level in Shopify, including changes, markups and markdowns
Set up, test and own promotional code set up process
Advise on best practices of promo functionality on website
Execute promotions in a timely manner for flash sales and marketing events
Maintain and coordinate promotional calendar for DTC websites 

Product Launches

Product management and visual merchandising for proprietary brand websites, including site catalog management, new product activation, quality assurance, product attribution for search and navigation and website shop-ability.
Attend product line meetings and sample turnover meetings to view upcoming assortment, discuss photography needs and ideate marketing campaigns and merchandising strategies
Help to define digital product sample turnover process and set up touchpoints for XFT. 
Own the management of product launches, ensuring new products are published in Shopify and optimized for conversion
Publishing of products from PIM system to Shopify
Setting up products to go live, including: uploading photography and swatches, setting prices, entering copy, categorizing, tagging for attribution and visually merchandising the collections on the web store
Responsible for set up and execution of site search strategies to increase conversion rates and overall site profitability. 
Manage and review merchandise presentation on the company websites to ensure the categorization, imagery, color, copy, pricing, and promotional tags are accurate and meet internal guidelines.
Performs other adhoc tasks to support day-to-day web merchandising, marketing projects and overall ecommerce business operations

Website Content & Campaign Schedule

Collaborate with Marketing, Creative and Merchandising teams to craft brand appropriate stories, categories, marquee moments, promotions and featured products. 
Participate in the testing of all site content and email creative in coordination with daily site refreshes, promotions and new functionality releases.
Identify process and/or system inefficiencies on a regular basis.

Reporting

Monthly/Quarterly hindsight reporting
Focus on optimizing and increasing revenue per visit, and also increasing funnel progression from PLPs to PDPs
Conduct competitive market analysis to understand the current eCommerce maternity market and landscape
Use data analysis to identify and recommend improvements to the shopping experience to improve customer engagement, drive revenue, and increase conversion

Visual Merchandising

Custom build product collections to support editorial and email marketing/
Assist in ensuring all products are beautifully and strategically merchandised across the site in appropriate category listing pages, designer listing pages, and trend pages etc.
Daily monitoring of incoming product to ensure the above listing pages are maintained and updated.
Regular auditing of available product online to ensure it is appropriately represented with the customer in mind.
Monitor stock levels and key deliveries to ensure products are attractively presented across prime product locations. 




Skills Required: 

Minimum two years of online merchandising/digital product management experience
Competency with web-based product, content, or catalog management applications, Shopify experience preferred.
Experience with a product information management (PIM) system and Enterprise Resource Planning (ERP) system
Candidates should be able to prioritize and maintain a high level of accuracy managing multiple projects with tight deadlines in a fast paced, dynamic environment
Strong capacity for organization, attention to detail and working independently
Demonstrate knowledge of women’s apparel industry and fashion trends
Understanding of global e-commerce website experiences 
Proficient enough in technology to answer questions about or troubleshoot problems with the website
Proficient in Google Analytics or similar digital analytics tools, pulling reports and interpreting basic website analytics
Proficient in Microsoft Excel
Bachelor’s Degree in a related field
Show less "
75,Management and Manufacturing,Retail,Entry level,"TX - McAllen - Palms Crossing - 2311

Job Summary

Barnes & Noble has a special place in the community, and this holds true whether you shop in our bookstores or in our Cafes. Baristas make the experience special by welcoming each guest and creating the perfect handcrafted beverages. They are also the first to try and experiment with new roasts and blends. A barista is the first step to a wonderful career, and we have plenty of opportunities for you to grow with us. If you enjoy sharing your love for coffee, then this could be the perfect position for you.

As a barista, you provide first class service to our customers with every drink you create and every cookie you bake, ensuring their experience is your top priority. You make the customer experience pleasurable and provide the perfect complement to any book. Your passion for coffee, creating inspiring drinks and your knowledge of the Cafe ensures that customers are delighted by the handcrafted beverages you serve and look forward to coming into the Cafe again and again.

What You Do

Deliver the perfect beverage that exceeds customer expectations with your ability to engage, build rapport, listen, and provide friendly, fast service as you go through a tailored order creating approach.
Make relevant beverage and food recommendations ensuring an engaging experience with the customers that connects them with the right products to meet their needs.
Ensure that the Cafe is welcoming to all customers by having a stocked bake case and neatly displayed merchandise.
Take pride in the Cafe and place a priority on ensuring a clean and tidy environment knowing that cleanliness encompasses all aspects of the customer experience.
Execute all operational standards correctly, in a timely manner and in accordance with the cafe standards, safety and health codes.
Protect company assets by adhering to all processes and working efficiently to control waste and shrink.
Recognize and offer to help both customers and employees with urgency and care.
Work in the Cafe which requires physical activity (i.e., prolonged standing, repetitive bending, lifting, climbing, operating espresso machines), and sales floor when needed.

Knowledge & Experience

Passionate about the products we serve.
Positive and can-do attitude.
Enjoy working with people.
Listen to people and enjoy solving problems.
Make correct recommendations for handcrafted beverages and food items that satisfy the customer.
Well-organized, efficient, and able to multi-task.
Can clearly and respectfully communicate and express oneself.

Expected Behaviors

Treat customers as the first priority at all times.
Take initiative and consistently grow and expands cafe knowledge.
Enjoy making recommendations and engaging with others.
Exhibit and demonstrate initiative.
Support company goals and initiatives and is a team player.
Show respect and kindness to fellow employees and customers.
Accept responsibility and execute all assignments correctly and with care.
Accept coaching and feedback from others openly.
Flexible and can adapt to an ever-changing environment.

Auto req ID

65684BR

Employment Type

Part-Time

City

McAllen

State

Texas

EEO Statement

Barnes & Noble is an equal opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to age, race, color, ancestry, national origin, citizenship status, military or veteran status, religion, creed, disability, sex, sexual orientation, marital status, medical condition as defined by applicable law, genetic information, gender, gender identity, gender expression, hairstyle, pregnancy, childbirth and related medical conditions, reproductive health decisions, or any other characteristic protected by applicable federal, state, or local laws and ordinances. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format using a sign language interpreter, or using specialized equipment. Contact (800) 799-5335.
Show less "
76,Management and Manufacturing,Retail,Entry level,"The Reach Truck Operator position is responsible to operate a high reach truck to move palletized material throughout the Distribution Center. This position is required to communicate with other Associate consistently to ensure materials and product are paced in proper location positions.

Responsibilities

Inspect equipment and complete inspection sheets to ensure that equipment is safe and operable for the daily assignment.
Provide support to all departments by responding to radio requests for assistance.
Work within the assigned zone to remove or replace pallets of merchandise.
Use AS400 onboard monitor to determine movement and placement of pallets.
Use RF guns to properly scan product out of and into correct locations.
Correct location errors when observed.
Follow all safety and housekeeping procedures.
Meet minimum productivity standards.
Complete any additional responsibilities and/or duties as assigned.

Qualifications

High School diploma or equivalent preferred, not required.
Ability to work independently and self-motivated to seek work.
Ability to prioritize work and plan movements ahead to maximize movements.
Efficient planning, prioritization and implementation of detailed instructions.
Ability to work a flexible schedule, including nights, weekends, and holidays

Physical Requirements

Duties may frequently involve the use of ladders and stairs.
Ability to lift and carry up to 50 pounds.
Depth perception and hand/eye coordination to operate equipment at ceiling level.
Ability to stand for extended periods.
Ability to bend and twist frequently.
Ability to grip, reach, and pinch with arms and hands frequently.
Ability to squat, kneel, balance, and climb occasionally.
Ability to see, hear, and speak regularly.
Physical ability to stand for extended periods and to move and handle boxes of merchandise and fixtures.

Ollie’s is an equal opportunity employer. In compliance with Federal and State Equal Opportunity Laws, qualified applicants are considered for all positions applied for without regard to race, color, religion, sex, sexual orientation and identity, national origin, age, veteran’s status, disability, or any other legally protected status.
Show less "
77,Management and Manufacturing,Retail,Entry level,"MA - Hingham - Hingham - 2194

Job Summary

Barnes & Noble has a special place in the community, and this holds true whether you shop in our bookstores or in our Cafes. Baristas make the experience special by welcoming each guest and creating the perfect handcrafted beverages. They are also the first to try and experiment with new roasts and blends. A barista is the first step to a wonderful career, and we have plenty of opportunities for you to grow with us. If you enjoy sharing your love for coffee, then this could be the perfect position for you.

As a barista, you provide first class service to our customers with every drink you create and every cookie you bake, ensuring their experience is your top priority. You make the customer experience pleasurable and provide the perfect complement to any book. Your passion for coffee, creating inspiring drinks and your knowledge of the Cafe ensures that customers are delighted by the handcrafted beverages you serve and look forward to coming into the Cafe again and again.

What You Do

Deliver the perfect beverage that exceeds customer expectations with your ability to engage, build rapport, listen, and provide friendly, fast service as you go through a tailored order creating approach.
Make relevant beverage and food recommendations ensuring an engaging experience with the customers that connects them with the right products to meet their needs.
Ensure that the Cafe is welcoming to all customers by having a stocked bake case and neatly displayed merchandise.
Take pride in the Cafe and place a priority on ensuring a clean and tidy environment knowing that cleanliness encompasses all aspects of the customer experience.
Execute all operational standards correctly, in a timely manner and in accordance with the cafe standards, safety and health codes.
Protect company assets by adhering to all processes and working efficiently to control waste and shrink.
Recognize and offer to help both customers and employees with urgency and care.
Work in the Cafe which requires physical activity (i.e., prolonged standing, repetitive bending, lifting, climbing, operating espresso machines), and sales floor when needed.

Knowledge & Experience

Passionate about the products we serve.
Positive and can-do attitude.
Enjoy working with people.
Listen to people and enjoy solving problems.
Make correct recommendations for handcrafted beverages and food items that satisfy the customer.
Well-organized, efficient, and able to multi-task.
Can clearly and respectfully communicate and express oneself.

Expected Behaviors

Treat customers as the first priority at all times.
Take initiative and consistently grow and expands cafe knowledge.
Enjoy making recommendations and engaging with others.
Exhibit and demonstrate initiative.
Support company goals and initiatives and is a team player.
Show respect and kindness to fellow employees and customers.
Accept responsibility and execute all assignments correctly and with care.
Accept coaching and feedback from others openly.
Flexible and can adapt to an ever-changing environment.

Auto req ID

65856BR

Employment Type

Part-Time

City

Hingham

State

Massachusetts

EEO Statement

Barnes & Noble is an equal opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to age, race, color, ancestry, national origin, citizenship status, military or veteran status, religion, creed, disability, sex, sexual orientation, marital status, medical condition as defined by applicable law, genetic information, gender, gender identity, gender expression, hairstyle, pregnancy, childbirth and related medical conditions, reproductive health decisions, or any other characteristic protected by applicable federal, state, or local laws and ordinances. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format using a sign language interpreter, or using specialized equipment. Contact (800) 799-5335.
Show less "
78,Management and Manufacturing,Retail,Entry level,"CA - Irvine - Spectrum - 2141

Job Summary

Barnes & Noble has a special place in the community, and this holds true whether you shop in our bookstores or in our Cafes. Baristas make the experience special by welcoming each guest and creating the perfect handcrafted beverages. They are also the first to try and experiment with new roasts and blends. A barista is the first step to a wonderful career, and we have plenty of opportunities for you to grow with us. If you enjoy sharing your love for coffee, then this could be the perfect position for you.

As a barista, you provide first class service to our customers with every drink you create and every cookie you bake, ensuring their experience is your top priority. You make the customer experience pleasurable and provide the perfect complement to any book. Your passion for coffee, creating inspiring drinks and your knowledge of the Cafe ensures that customers are delighted by the handcrafted beverages you serve and look forward to coming into the Cafe again and again. An employee in this position can expect an hourly rate starting at $15.50.

What You Do

Deliver the perfect beverage that exceeds customer expectations with your ability to engage, build rapport, listen, and provide friendly, fast service as you go through a tailored order creating approach.
Make relevant beverage and food recommendations ensuring an engaging experience with the customers that connects them with the right products to meet their needs.
Ensure that the Cafe is welcoming to all customers by having a stocked bake case and neatly displayed merchandise.
Take pride in the Cafe and place a priority on ensuring a clean and tidy environment knowing that cleanliness encompasses all aspects of the customer experience.
Execute all operational standards correctly, in a timely manner and in accordance with the cafe standards, safety and health codes.
Protect company assets by adhering to all processes and working efficiently to control waste and shrink.
Recognize and offer to help both customers and employees with urgency and care.
Work in the Cafe which requires physical activity (i.e., prolonged standing, repetitive bending, lifting, climbing, operating espresso machines), and sales floor when needed.

Knowledge & Experience

Passionate about the products we serve.
Positive and can-do attitude.
Enjoy working with people.
Listen to people and enjoy solving problems.
Make correct recommendations for handcrafted beverages and food items that satisfy the customer.
Well-organized, efficient, and able to multi-task.
Can clearly and respectfully communicate and express oneself.

Expected Behaviors

Treat customers as the first priority at all times.
Take initiative and consistently grow and expands cafe knowledge.
Enjoy making recommendations and engaging with others.
Exhibit and demonstrate initiative.
Support company goals and initiatives and is a team player.
Show respect and kindness to fellow employees and customers.
Accept responsibility and execute all assignments correctly and with care.
Accept coaching and feedback from others openly.
Flexible and can adapt to an ever-changing environment.

Auto req ID

65882BR

Employment Type

Part-Time

City

Irvine

State

California

EEO Statement

Barnes & Noble is an equal opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to age, race, color, ancestry, national origin, citizenship status, military or veteran status, religion, creed, disability, sex, sexual orientation, marital status, medical condition as defined by applicable law, genetic information, gender, gender identity, gender expression, hairstyle, pregnancy, childbirth and related medical conditions, reproductive health decisions, or any other characteristic protected by applicable federal, state, or local laws and ordinances. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format using a sign language interpreter, or using specialized equipment. Contact (800) 799-5335.
Show less "
