,Job Function,Industry,Seniority,Job Description
195,Human Resources,Staffing and Recruiting,Mid-Senior level,"NextPath Career Partners is currently seeking a HR Assistant Manager to join our client’s team in Orlando, FL. This is a 100% on-site, direct hire position.




SALARY: $50-60K + bonus (depending on experience)




Requirements




Solid general HR Experience
Experience with Open Enrollment, General HR duties (including employee relations/issues)
Experience working with legal/contracts/etc
Must be flexible and be able to wear many hats
Leadership experience




Nextpath Career Partners




NextPath is a candidate centric recruiting firm focused on your career goals to help you find your next path! Our team of professional recruiters have over 80 years of combined experience to help you navigate a job change. Our clients span local and national with roles in sales, creative, marketing, and staffing on a direct, contract-to-perm, and contract (project) basis.




If the position above doesn’t appear to fit, we do have a host of clients with roles that could be a match and not every position will be posted. Feel free to reach out to find a better match by emailing your resume to apply@nextpathcp.com for a recruiter to engage.




We are an Equal Opportunity Employer




View all open jobs: http://www.nextpathcp.com




Apply Now
More Info




The post HR Assistant Manager (2988) appeared first on NextPath Career Partners.




Show less "
196,"Other, Information Technology, and Management",Security and Investigations,Entry level,"Overview




Join one of the fastest growing and largest privately held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments while being recognized by Forbes as one of America’s Best Employers in 2021. At Sunstates Security, we're committed to hiring, developing and retaining a diverse and exceptionally qualified workforce.




As a result, our employees are skilled, knowledgeable and dedicated to providing clients with flawless security service and the peace of mind that comes with it. We work hard to recruit and to retain the best and the brightest people for each client and every site location. We instill in our employees the Sunstates promise to provide a safe, disciplined and friendly work environment with an opportunity for career advancement.




If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.




Job Skills / Requirements




HIRING IMMEDIATELY




Sunstates Security is currently hiring for a Part-Time Unarmed Security Officer in the El Paso, TX area. This position will be for 3rd Shift on the weekends. This position has a pay rate of $14.50/Hr, paid weekly.




Requirements




Full Proof of Covid-19 Vaccine
Texas Level II Non-Commissioned Guard card in hand
1 year of unarmed Security experience
2 years of customer service experience
Reliable means of transportation
Reliable means of communication
Must pass a criminal background check, drug screen and DMV screen
Must have open availability and able to work overtime as needed.




A Security Officer may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Officer will read and become extremely knowledgeable of Post Orders and SOP, and will be able to act quickly and efficiently according to such directives. Sun123




Education Requirements (Any)




High School diploma or equivalent




Certification Requirements (All)




Level II Texas Security License




Additional Information / Benefits




Only candidates who meet our rigorous employment standards and who are excellent matches for open positions(as personally verified by Site Managers) are invited to join our security team.




We are proud to be an Equal Opportunity Employer and supporter of our military veterans!




Benefits: Paid Vacation, Educational Assistance
Show less "
197,Management and Manufacturing,Hospitals and Health Care,Entry level,"Transitions Healthcare North Huntingdon is currently seeking a Housekeeping and Laundry Aide to join our team of talented caregivers.

Transitions Healthcare North Huntingdon’s goal is to provide our employees with the resources, incentives, and flexibility they need to enjoy success in their role. Our communities provide challenging and gratifying work, recognize achievement, and promote career growth - in a professional and motivated environment.

Transitions Healthcare, North Huntingdon offers competitive wages with an option to be paid on-demand, a suite of comprehensive benefits, and the opportunity to work for a healthcare team that shares a commitment to improving the health and well-being of all people in the communities we serve.

Housekeeping and Laundry Aide Responsibility Highlights include:

This position is responsible for always maintaining a neat facility as well as providing laundry services to our residents.


Housekeeping and Laundry Aide Minimum Qualifications:

Practical knowledge of day-to-day cleaning in an Assisted Living/Nursing Facility.
Willingness to perform a variety of repetitive tasks.
Function independently, and have flexibility, personal integrity, and the ability to work effectively with residents, personnel, and support agencies.
Possess and display a genuine caring for, and interest in, maintaining and enhancing a positive physical, emotional, and psychological environment for residents, visitors, and staff. Relate to and work with the ill, disabled, elderly, emotionally unstable, and/or violate patients of the facility.


Eoe

#THCNH
Show less "
198,Customer Service,Advertising Services,Associate,"Company Description

Vericast is a premier marketing solutions company that accelerates profitable revenue growth for the thousands of businesses it serves directly by influencing consumer purchasing and transaction behavior at scale while engaging with over 120 million households daily. We are recognized as leading providers of incentives, advertising, marketing services, transaction solutions, customer data and cross-channel campaign management, and intelligent media delivery that create millions of customer touch points annually for their clients. For more information, visit http://www.vericast.com or follow Vericast on LinkedIn.

Job Description

Account Management is the core of our customer’s experience. This team provides consultative solutions that maximize value and results for their business and growth for our company. Through strategic planning of additional new products and targeting, they scale existing accounts and ensure seamless and continuous support/guidance that deliver as expected.

The Account Manager I position oversees the development and implementation of the post-sale Digital campaign process (from insertion order to invoice), while contributing to its strategic direction. This includes daily Account Management tasks and a focus on upsell/resell and overall client health.

Key Duties/Responsibilities

Account Growth

Demonstrates a solid understanding of the Client's business and actively seeks opportunities for further account development.
Performs strategic account planning, based on insights, client objectives/KPIs and Valassis' product suite and capabilities.
Participates in the development and delivery of campaign insights, recommendations, and additional budget opportunities to clients.
Develops overall Client Strategy through collaboration with Sales, Media Strategy and Operations colleagues.

Executional Excellence & Client Service

Single point of contact for Client, Sales, & Operations.
Accountable for seamless campaign execution.
Provides internal focus responsibilities such as ensuring campaigns, reports and projects are functioning properly – escalate improvements to tools and process as needed.
Maintains solid knowledge of Company capabilities; is at ease answering questions from Sales team and Clients regarding capabilities and product offerings.

Team/Employee Development

Participates in role and team trainings, proactively shares feedback/ideas for the betterment of the AM role.
Communicates with Account Supervisor to manage bandwidth and workload, ensuring tasks and assignment deadlines are always 100% met.
Actively participates in helping to drive incremental revenue in order to meet team and company revenue goals and sharing successes across team members.

Qualifications

EXPERIENCE

1-2+ years of experience in strategic Account Management. Digital Media industry experience, including digital display, measurement and strategic account planning experience is a plus.

Knowledge/Skills/Abilities

Excellent communications skills, including the ability to produce exceptional work (written, PowerPoint, Excel, etc.) independently and efficiently.
Ability to excel in a highly dynamic, fast-paced environment that requires a fast learner and flexible thinker.
Detail-oriented and diligent work ethic with excellent organizational, project/time management, and problem-solving skills
Strong team player

Additional Information

Base Salary: $60,000-$80,000

Position is eligible for a 10% annual bonus incentive program.

The ultimate compensation offered for the position will depend upon several factors such as skill level, cost of living, experience, and responsibilities.

Vericast offers a generous total rewards benefits package that includes medical, dental and vision coverage, 401K and generous PTO allowance. A wide variety of additional benefits like life insurance, employee assistance and pet insurance are also available, not to mention smart and friendly coworkers!

At Vericast, we don’t just accept differences - we celebrate them, we support them, and we thrive on them for the benefit of our employees, our clients, and our community. As an Equal Opportunity employer, Vericast considers applicants for all positions without regard to race, color, creed, religion, national origin or ancestry, sex, sexual orientation, gender identity, age, disability, genetic information, veteran status, or any other classifications protected by law. Applicants who have disabilities may request that accommodations be made in order to complete the selection process by contacting our Talent Acquisition team at talentacquisition@vericast.com. EEO is the law. To review your rights under Equal Employment Opportunity please visit: www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf.


Show less "
199,Supply Chain,"Technology, Information and Internet",Mid-Senior level,"Big M Transportation is seeking a Fleet Driver Manager to effectively manage fleets of trucks by building positive relationships and coaching drivers for success. The Fleet Driver Manager will serve as driver's supervisor and work to achieve optimum driver and customer satisfaction.

Fleet Driver Manager Summary Of Key Responsibilities

Responsibilities and essential job functions include, but are not limited to the following:

Directs, coordinates and supervises the activities of drivers to ensure productivity of both drivers and equipment
Responsible for assigned fleet of tractors and drivers including ensuring optimum overall performance
Ensure on-time pickup and delivery performance, hours of service compliance and cost control
Ensure drivers have an adequate understanding of all details of customer and company expectations on every load at point of dispatch
Daily accounting of all assigned tractors and drivers
Maintain a positive work atmosphere by acting and communicating in a manner which facilitates the success of business operations in order to meet company demands and expectations


Requirements

Knowledge, Skills, And Abilities

Knowledge of transportation industry standards and Federal Motor Carrier Safety Regulations
Ability to manage others, problem solve and work in and remain calm in high-pressure situations
Ability to communicate effectively with all levels of internal and external staff and business partners
Ability to multitask in a fast paced environment with rapidly changing priorities
Intermediate computer skills required including Microsoft Outlook, Word, and Excel
Prefer previous experience with McLeod Software
Ability to read, write and speak English fluently


Summary Of Fleet Manager Experience And Education

High School Diploma or GED required
Two-five years of driver and/or fleet management experience preferred


Benefits

Family Owned & Operated
401(k)
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Show less "
200,Management and Manufacturing,Construction,Entry level,"For over 20 years, we've consistently hired reliable, customer service-focused employees who are both knowledgeable and skilled. They are experienced in many areas of handyman repair and they know the value of building relationships with our clients. Our team of qualified experts live our code of values of Respect, Integrity, and Customer Focus while having fun in the process!




As Handyman/Carpenter, you are a key member of our team responsible for quality repairs, remodeling, and home improvement projects. You will build customer relationships and uphold our standard for excellent customer service. Exemplifying our code of values, you show respect and courtesy to all customers and employees.




You have a strong background of skilled tradesman experience and have proven communication skills with supervisors, employees, and customers. You are self-motivated, thrive in fast moving environments, and able to manage time to effectively meet deadlines.




Specific Responsibilities




Complete small to medium repairs, remodeling, and home improvement projects
Communicate with customers about scope of work and cost estimates
Insure the efficient use of materials and maintain adequate stock of necessary equipment
Collect payment and/or payment information from customers for work performed
Keep company vehicle and equipment properly serviced, clean, and in good working order and condition
Complete invoices, daily route sheets, and weekly reports as required
Perform other duties as needed which may include cross-training in related positions




Benefits: Benefits package varies by location




We are actively interviewing for this position - Apply today and our hiring manager will follow-up!




Compensation: $27.00 - $31.00 per hour




For over 20 years, Mr. Handyman® franchisees have consistently hired reliable, customer focused team members who are both knowledgeable and skilled. They are experienced in many areas of home improvement, maintenance and repair and they know the value of building relationships with clients. Those select individuals who make the cut are offered a competitive work environment with the ability to have more control over your earnings and your future.




Notice




Mr. Handyman International LLC is the franchisor of the Mr. Handyman® franchised system. Each Mr. Handyman® franchised location is independently-owned and operated by an independent franchisee performing services. As a service to its independent franchisees, Mr. Handyman International LLC lists employment opportunities available throughout the franchised network so those employment opportunities may be conveniently found by interested parties at one central location for brand management purposes only. Mr. Handyman International LLC is NOT the employer seeking help. The only employer is the independent franchisee who has listed its available positions on this website.




Acknowledgement




I acknowledge that each independent Mr. Handyman® franchisee hires and determines the terms and conditions of employment for its own employees. Any employment benefits, compensation and employment practices vary by location. Neither Mr. Handyman International LLC (“Franchisor”) nor its affiliates have the power to: (1) hire, fire or modify the employment condition of franchisee’s employees; (2) supervise and control franchisee’s employee work schedule or conditions of employment; (3) determine the rate and method of payment; or (4) accept, review or maintain franchisee employment records. Mr. Handyman International LLC is NOT the employer and/or joint employer for: (i) any of the job opportunities listed on this website; (ii) any of the independent franchisees; and, (iii) any of the employees of the independent franchisees.
Show less "
201,"Other, Information Technology, and Management",Security and Investigations,Entry level,"Overview




Join one of the fastest-growing and largest privately-held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments while being recognized by Forbes as one of America’s Best Employers in 2021 and 2022.




At Sunstates Security, we're committed to hiring, developing and retaining a diverse and exceptionally qualified workforce. As a result, our employees are skilled, knowledgeable and dedicated to providing clients with flawless security service and the peace of mind that comes with it.




We work hard to recruit and to retain the best and the brightest people for each client and every site location. We instill in our employees the Sunstates promise to provide a safe, disciplined and friendly work environment with an opportunity for career advancement.




If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.




Job Skills / Requirements




HIRING IMMEDIATELY




Sunstates Security is currently hiring a full-time Security Officers - shift need is listed below. This position starts at $16.00/hr, paid weekly.




Part Time 3rd Shift




Requirements




Security experience
Good customer service skills
Good communication skills
Attention to detail
Good work ethic with a positive attitude
Professional appearance
Solid report writing skills




Candidates must also attend our licensing class on a Tuesday and Wednesday in Raleigh, if not currently in possession of a state PPSB-issued security license.




A Security Officer may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Officer will read and become extremely knowledgeable of Post Orders and SOP, and will be able to act quickly and efficiently according to such directives. Sun123




Education Requirements (Any)




High School diploma or equivalent




Additional Information / Benefits




Only candidates who meet our rigorous employment standards and who are excellent matches for open positions (as personally verified by Site Managers) are invited to join our security team.




We are proud to be an Equal Opportunity Employer and supporter of our military veterans!




Benefits: 401K/403b Plan
Show less "
202,Education and Training,Civic and Social Organizations,Entry level,"Missions




Finalité du poste :




Au sein de l’équipe pluridisciplinaire et rattaché(e) Chef de Service et au Directeur, vous mettez en oeuvre la dynamique impulsée par le projet personnalisé d’accompagnement et de soins du résidant (PPAS) et plus globalement par le projet institutionnel de l’établissement.




Vous travaillez ainsi en lien avec tous les professionnels de l’équipe pluridisciplinaire et paramédicale.




Le FAM est, avant tout, le lieu de vie des résidents. Chaleureux et accueillant, il défend des valeurs d’inclusion et de technicité dans la prise en charge de nos résidents. La mission du futur Educateur Spécialisé s’inscrira dans ces objectifs : garantir un accompagnement à la vie quotidienne adapté aux besoins de chacun, un accompagnement à la santé personnalisée, un planning individualisé d'activités, dans le respect des recommandations de bonnes pratiques.




Principales Missions




 Participation à l’élaboration, la coordination, au suivi des projets et du parcours des résidants




 Participation à la coordination des activités individuelles et collectives et à l’intervention des professionnels : activités, ateliers, sorties, RDV extérieurs




 Apporter son expertise et soutenir les équipes de vie quotidienne dans l’accompagnement des résidents et le développement d’une communication et d’outils adaptés et alternatifs




 Participation au développement de partenariats et du réseau visant à garantir le projet et le parcours du résidant




 Soutenir et accompagner les familles




Présentation De L’établissement




Le FAM des Batignolles contribue à cette action en accueillant des 46 résidants adultes polyhandicapées nécessitant un accompagnement dans les actes de la vie quotidienne, d’une surveillance et de soins constants. Pour réaliser cet accompagnement, une équipe pluri professionnelle et des équipements sont mis à la disposition des résidents. Le FAM dispose de places d’accueil de jour et de places d’accueil temporaire.




Présentation De La Fédération




La Fédération APAJH, premier acteur généraliste dans le secteur du handicap, s’engage par son action militante pour une réelle société inclusive. Présente dans le débat citoyen, la Fédération APAJH intervient à tous les niveaux de l’Etat pour promouvoir ses valeurs. La Fédération APAJH fédère 92 associations sur le territoire dont tous les DOM. Elle est aussi gestionnaire de 171 structures en gestion directe employant 4000 salariés. Au total, l’APAJH gère 700 établissements et services, tous types de handicap, tous les âges de la vie.




Diplômes / Autres Critères




Titulaire du Diplôme d’Etat d’Educateur Spécialisé (D.E.E.S)
Esprit d’analyse et de synthèse.
Travailler en équipe en associant réflexion et action.
Coordonner, faire le lien, transmettre.
Connaissance des personnes en situation de handicap et plus particulièrement des adultes en situation de polyhandicap.
Maîtriser les outils éducatifs diversifiés.
Utiliser les outils informatiques : Word, Excel, Outlook…




Il s’agit d’un poste avec des horaires de jour !




18 jours/an de congés annuels supplémentaires




Soft Skills (compétences Comportementales) Indispensables à Ce Poste




Adaptabilité Capacité à ajuster ses attitudes / comportements en fonction des caractéristiques de l'environnement, des enjeux de la situation, de l'interlocuteur et à évoluer de manière appropriée en mobilisant ses compétences et ses connaissances pour répondre aux besoins spécifiques des personnes et / ou à des situations complexes ou inhabituelles
Diplomatie Capacité à trouver des compromis acceptables avec ses interlocuteurs
Dynamisme Capacité à agir avec allant et énergie
Gestion du stress Être apte à maîtriser ses réactions et à mobiliser pleinement ses ressources physiques et nerveuses en situation de stress (surcharges, situations difficiles à gérer…)
Pédagogie Savoir rendre des informations accessibles au plus grand nombre et les présenter de manière attrayante. Savoir enseigner une connaissance ou une expérience par des méthodes adaptées à un individu ou un groupe d'individus.




Clôture des candidatures le : 31/05/2023
Show less "
203,Accounting/Auditing and Finance,Hospitals and Health Care,Entry level,"Borinquen Medical Centers is based in Miami, FL and is seeking to hire a full-time Staff Accountant to join our team! The Staff Accountant will be responsible for performing professional level accounting work involving the analysis and reporting of company finances and other tasks related to the practice of recording, classifying, and researching financial transactions for the company. Also, will be responsible for providing technical guidance to departments regarding the application and interpretation of Generally Accepted Accounting Principles.




Tasks And Responsibilities




Prepares and submits accounting journal entries and adjustments in the company’s accounting system.
Develops financial reports for financial analysis, forecasting, trending, and results analysis.
Reconciles sub-ledgers to the general ledger and resolves differences.
Assists in the preparation and administration of the department budget.
Performs administrative duties to include basic spreadsheet applications, faxing, filing, copying, and answering phones.
Performs other duties as assigned and acts as a backup for other personnel within the department.
Maintain lease, fixed assets, and balance sheet schedules




Requirements




Bachelor's degree in accounting a MUST; CPA a plus.
Minimum of 2 years’ experience in accounting, with demonstrated ability to analyze and interpret financial statements, ledgers, and other relevant financial documents and accounting requirements
Strong PC skills, with an emphasis on Excel proficiency and Report writing, Great Plains experience, a plus
Bilingual skills English/Spanish/Creole preferred.
Excellent analytical, financial and problem-solving skills.
High level of attention to detail and accuracy.
Flexible – able to adapt to shifting priorities, effectively handle and prioritize multiple projects/tasks, and flexible with working hours in order to meet deadlines.
Effective verbal and written communication skills.




Benefits




Medical/Dental/Vision/Short Term Disabily
Company paid long term disability
Life insurance
401K Plan
Standard Paid Holiday's
Vacation and Sick Time
Amazing Team & Atmosphere
Show less "
204,Education and Training,Primary and Secondary Education,Entry level,"Teacher Job Description

GENERAL RESPONSIBILITIES

Under direction of the school principal, plan and provide for appropriate learning experiences for students. Provide an atmosphere

and environment conducive to the intellectual, physical, social, and emotional development of individuals to ensure success for every

student. Supervise students in a variety of school related settings. Monitor and evaluate student outcomes. Communicate and interact

with students, parents, staff, and community. Develop, select, and modify instructional plans and materials to meet the needs of all

students. Maintain appropriate records and follows required procedures and practices. Monitor appropriate use and care of

equipment, materials, and facilities

Full Time or Part Time? Full Time

Job Posting Link https://resources.finalsite.net/images/v1674749603/vbschoolscom/mfpubzwl2hbnpvgy7k0n/Tchr.pdf

Salary Range: From/To

Qualified candidates must possess or be eligible for an endorsement to teach grade 7 math.

Teacher Salary Scale: Instructional Staff

This position is temporary with benefits for the remainder of the school year only. VBCPS offers a full range of benefits including health insurance, paid life insurance, paid sick/annual leave, tuition reimbursement, professional development, and membership into the Virginia Retirement System.

Compensation will be based on job-related creditable years of full-time, verified work experience. The entry-levels rate will be awarded at the time of hire. Upon the return of employment verification forms from the candidate's current and previous employers, the rate will be adjusted if creditable full-time experience is confirmed.

FTE 1.000

Start Date 2022-2023 School Yr

Endorsements Mathematics, Middle Ed. 6-8: Mathematics

Additional Job Information

If you are interested in applying for this position, please login, complete the online application, and apply for this job. All supporting documentation must be included as part of the application. Please do not send unsolicited materials such as emails, resumes, etc. directly to individual principals or hiring managers. These will not be retained.

After you have completed the online employment application, to apply for a specific vacancy, click on the job vacancies list. If you see a job posted, in which you have an interest, click on the job to open the vacancy announcement. Be sure to click on the ""apply for this job"" link in the announcement to be added to the list of interested applicants.

Qualified candidates must possess or be eligible for an endorsement to teach grade 7 math.

Teacher Salary Scale: Instructional Staff

This position is temporary with benefits for the remainder of the school year only. VBCPS offers a full range of benefits including health insurance, paid life insurance, paid sick/annual leave, tuition reimbursement, professional development, and membership into the Virginia Retirement System.

Compensation will be based on job-related creditable years of full-time, verified work experience. The entry-levels rate will be awarded at the time of hire. Upon the return of employment verification forms from the candidate's current and previous employers, the rate will be adjusted if creditable full-time experience is confirmed.
Show less "
205,Health Care Provider,Hospitals and Health Care,Entry level,"Are you an experienced Housekeeper looking to make a difference?

We are a leader in the long-term care industry operating in 7 different states. It is our commitment to the care of our residents and our staff that sets us apart from the rest. From the development of our Scratch Kitchens to the Saber Foundation Employee Hardship program, we are committed to the care and attention of everyone we serve!

Come work for a growing company, who appreciates the value of its team members!

This is our Advantage:

Weekly Pay!


Qualification/Responsibilities:

High school diploma or equivalent preferred
Ensure all work areas and equipment are clean, safe and orderly. Strict adherence to procedures involving chemicals, hazardous equipment or objects
Ensure residents’ rooms are safe, comfortable and maintained in an attractive manner and residents’ personal items are safeguarded
Clean up spills, soiled areas, and other conditions as observed or directed


Shift and Wage:

Full-Time Opportunity Available
Wage: Earn up to $16 per hour


The Saber Advantage and Benefits:

Medical, Dental, and Vision
Wellness Program
Competitive Salaries
40(k)
Employee Referral program
Tuition Discount Programs!
Paid Time Off (PTO)
Employee recognition program and additional perks
Culture of employees creating an IMPACT!


We comply with any federal and/or state mandates related to the COVID 19 vaccine

We are an Equal Opportunity Employer/Minorities/Female/Disabled/Veteran and also promote a drug-free workplace.
Show less "
206,"Other, Information Technology, and Management",Security and Investigations,Entry level,"Overview




Join one of the fastest-growing and largest privately-held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments while being recognized by Forbes as one of America’s Best Employers in 2021 and 2022. At Sunstates Security, we're committed to hiring, developing and retaining a diverse and exceptionally qualified workforce. As a result, our employees are skilled, knowledgeable and dedicated to providing clients with flawless security service and the peace of mind that comes with it.




We work hard to recruit and to retain the best and the brightest people for each client and every site location. We instill in our employees the Sunstates promise to provide a safe, disciplined and friendly work environment with an opportunity for career advancement.




If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.




Job Skills / Requirements




HIRING IMMEDIATELY!




Sunstates Security is currently hiring a Part-Time Security Officer for the 2nd shift in the Voorhees, NJ area. The starting pay rate for this position is $17.00/hr - with weekly pay.




Requirements




Active SORA License
Full Covid Vaccination Required
Professional appearance
Computer skills are considered a plus
Excellent time management skills
Ability to sit and walk for long periods of time
Incident writing
Ability to monitor CCTV




A Security Officer may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Officer will read and become extremely knowledgeable of Post Orders and SOP, and will be able to act quickly and efficiently according to such directives. Sun123




Education Requirements (Any)




High School diploma or equivalent




Certification Requirements (All)




Drivers License




NJ SORA License




Additional Information / Benefits




Only candidates who meet our rigorous employment standards and who are excellent matches for open positions (as personally verified by Management) are invited to join our security team.




We are proud to be an Equal Opportunity Employer and supporter of our military veterans!




Benefits: 401K/403b Plan
Show less "
207,Other,Security and Investigations,Mid-Senior level,"Overview




Join one of the fastest-growing and largest privately-held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments while being recognized by Forbes as one of America’s Best Employers in 2021 and 2022. At Sunstates Security, we're committed to hiring, developing and retaining a diverse and exceptionally qualified workforce. As a result, our employees are skilled, knowledgeable and dedicated to providing clients with flawless security service and the peace of mind that comes with it.




We work hard to recruit and to retain the best and the brightest people for each client and every site location. We instill in our employees the Sunstates promise to provide a safe, disciplined and friendly work environment with an opportunity for career advancement.




If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.




Job Skills / Requirements




HIRING IMMEDIATELY




Sunstates Security is currently hiring Temporary Security Ambassadors in the Sterling, VA area. These positions are for an upscale recreational property and offer a starting pay rate of $25/hr - paid weekly.




Requirements




Virginia DCJS Security License
Covid-19 Vaccination
Flexible schedule: weekends & overnights required
Reliable transportation: no metro/bus access
Ability to stand/walk 8 hours
Ability to pass MVR/driving course
Professional appearance is a must




Schedules




Flex: Sunday - Wednesday (evening/overnights)
Flex: Wednesday - Saturday (evening/overnights)
Coverage is 4:00 PM - 8:00 AM + Rover 8:00 PM - 4:00 AM




A Security Officer may perform a multitude of duties as specified by the Post Orders and Standard Operating Procedures (SOP). The Security Officer will read and become extremely knowledgeable of Post Orders and SOP, and will be able to act quickly and efficiently according to such directives. Sun123




Education Requirements (Any)




High School diploma or equivalent




Certification Requirements (All)




DCJS Registration




Additional Information / Benefits




Only candidates who meet our rigorous employment standards and who are excellent matches for open positions (as personally verified by Site Managers) are invited to join our security team.




We are proud to be an Equal Opportunity Employer and supporter of our military veterans!




DCJS ID Number: 11-2948
Show less "
208,Administrative,Travel Arrangements,Not Applicable,"About New York City Tourism + Conventions

We are the official destination marketing organization (DMO) and convention and visitors bureau (CVB) for the five boroughs of New York City. Our mission is to maximize travel and tourism opportunities throughout the City, build economic prosperity and spread the dynamic image of New York City around the world.




POSITION SUMMARY:

Provide overall administrative assistance and support for the Executive Vice President of Membership & Destination Services and general administrative support for the Membership Department.




RESPONSIBILITIES:

Assist with day-to-day administrative tasks as requested by the EVP, including but not limited to managing appointments/calendars, scheduling virtual and in person meetings, setting up zoom calls, securing meeting space/catering when necessary, and working internally with various departments.
Heavy calendar management, monitoring for scheduling conflicts for both internal and external attendees.
Oversee a team calendar and coordinate meetings for direct reports as needed.
Manage and organize EVP contacts, email correspondence, files, expenses, travel requests/bookings, and RSVPs for multiple events.
Manage intra-department workflow, prioritizing and monitoring deadlines and action items.
Monitor and follow up on status of projects.
Prepare presentations, itineraries, and agendas.
Work extensively with NYC Tourism + Conventions Board of Directors, Executive Committee, Committee Chairs, Members, and Advisory Groups.
General CRM data entry and maintenance including updating contact and account information, generating reports and member correspondence.
Support membership team assisting with outreach and registration for member events and programs including collecting information, images, menus, etc.
Assist with special projects as needed including in person events.
Attend occasional company events outside of regular business hours.

QUALIFICATIONS:

Bachelor's degree preferred
Collaborative team player
Excellent written and verbal communication skills
Solutions-orientated with the ability to handle last-minute changes and/or shifting priorities
High level of discretion, possessing trustworthiness and confidentiality
Proficient in Microsoft Office including Power Point
Strong attention to detail and organization with a high level of reliability and execution
A minimum of 3-5 years of related administrative assistant experience in a fast-paced business environment




Applicants for this position must be authorized to work for any employer in the U.S. We are unable to sponsor or take over sponsorship of an employment visa at this time.

New York City Tourism + Conventions Commitment to Diversity, Equality and Inclusion




We are an equal opportunity employer, committed to our diversity and inclusiveness. We provide equal work opportunities for all and prohibit discrimination and harassment of any type. All qualified applicants will be considered without regard to race, color, nationality, gender, gender identity or expression, sexual orientation, religion, disability or age. We strongly encourage women, people of color, members of the LGBTQIA community, people with disabilities and veterans to apply.




If you need reasonable accommodation for any part of the application process because of a medical condition or disability, please send an email to careers@nycgo.com to let us know the nature of your request.




If you think you might thrive in this environment, we would love to hear from you!




EOE

Show less "
