,Job Function,Industry,Seniority,Job Description
79,Information Technology,"Technology, Information and Internet",Director,"Director of Infrastructure - Miami (Hybrid)




About Our Crew




Boats Group is the fastest-growing digital business in the recreational boating space. We are a talented team of techies, creatives, marketers, closers and customer advocates who spend each day pushing the boundaries of technology to make buying and selling boats easy. We spend each day surrounded by 500,000 boats from across the globe.




Our passion and unyielding dedication to getting people on the water influence our culture in ways you won’t find at other companies. We’re the best at what we do because we’re working in an industry we love. When you walk through our doors, you’ll find smart, dedicated people who consider one another family.




If you want to work in an inclusive, innovative environment where we encourage employees to collaborate, leverage their talents and actively shape the future of the company, then you will enjoy working here!




About The Role




We are looking for a Director of Infrastructure who will lead both our production and corporate IT teams., mentor and grow a team of global IT professionals. You will be responsible for both the production and corporate IT technology, people and processes that enable our revenue generating product offerings and our global workforce at multiple office locations and remote employees. As the company grows and matures you will have influence and impact in many areas of the organization as it relates to technology growth and scalability.




What You’ll Do




Develop and implement technology strategies that align with the organization's goals and objectives
Oversee and manage all aspects of the organization's IT infrastructure focusing on both Production and Corporate IT systems
Partner with software development and product delivery teams to ensure their infrastructure needs are met
Drive improvements in the build, test and deployment pipelines to enable our product delivery teams
Ensure the performance, availability, reliability, and security of both Production and Corporate IT systems
Provide mentorship, guidance and career growth to our IT infrastructure teams, helping them grow and succeed
Collaborate with senior leadership to ensure the effective use of technology to support the organization's mission and goals
Be an active participant with the security committee working to implement and enforce IT policies and procedures to improve our security posture and protect the confidentiality of our users
Stay current with industry trends and emerging technologies and evaluate their potential impact on the organization
Manage vendor relationships and negotiate contracts for the acquisition of hardware, software, and services




What You Should Have




10 or more years of experience in Information Technology, with a strong technical background
10 years of cross-functional leadership experience, with 5 or more years’ experience in a senior leadership role
5 or more years of experience in large, cross-functional teams influencing senior-level management and key stakeholders effectively across the organization in a dynamic environment
Proven experience in leading, developing, and mentoring teams comprising both internal and external resources
Demonstrated experience in strategic planning, organization design and development
Demonstrable experience in maturing IT operations and deploying best practices around operations, governance, and architecture
Exceptional communication and leadership skills




Perks




You’ll be joining a close knit and talented team, with plenty of opportunity for professional growth. We offer competitive compensation + benefits that are on par with large companies, while also placing a high value on maintaining a healthy work-life balance.




Medical, Dental, Vision, and Life insurance
401(k) with 4% matching
15 days of PTO per year (Total PTO bank is granted on day 1 of employment, not accrued over time.)
Holiday break from December 27th-31st
Birthday PTO (You never have to work on your birthday!)
All Federal holidays off & paid
32 hours of volunteer time paid per year (We are big into volunteering and helping out the community here at Boats Group!)
Professional reimbursement program for employees to take courses, attend seminars, etc. (Things to enrich you as a professional)
Short term & Long term disability after 1 year of employment
Shiny new laptop + large second monitor + other office accessories
Show less "
80,"Design, Art/Creative, and Information Technology",Staffing and Recruiting,Director,"Description

Searching for Associate Creative Director, Copy to work as part of a multi-level creative team to concept, plan, and execute integrated campaigns across a wide range of media and platforms, especially social, digital, video

Lead multiple creative streams and serve as the day-to-day project lead overseeing work

Prepare and present client-ready creative presentations.

Work effectively with external vendors and internal colleagues to complete projects within timeframe and budget

Looking for candidates with experience in earned media advertising and organic social

Candidates should have worked on social first campaigns.

Ideally have agency experience

Requirements

Copywriting

Innovation starts with people.®

Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go.

All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit

© 2023 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to
Show less "
81,Finance and Sales,Higher Education,Director,"Boston College Introduction

Founded in 1863, Boston College is a Jesuit, Catholic university located six miles from downtown Boston with an enrollment of 9,445 full-time undergraduates and 5,125 graduate and professional students. Ranked 35 among national universities, Boston College has 878 full-time and 1,201 FTE faculty, 2,750 non-faculty employees, an operating budget of $1.2 billion, and an endowment in excess of $2.8 billion.

Job Description

The Director, Finance & Operations is responsible for directing the financial, HR, and IT infrastructure for the Center for Corporate Citizenship. The successful candidate will have the skills to provide robust operational support to the Center staff and the Center’s 400 members. Excellent customer service orientation and technical capability is required. The Director will have deep knowledge of how customer focused Centers run and will support an efficient use of resources to enhance the member experience and to allow staff to make data-based decisions about where program investment is warranted.

The Director, Finance & Operations will direct all business and accounting functions for the Center for Corporate Citizenship and provide leadership in all areas of administration including IT, Purchasing and Contracting, HR administration, project management, budget reporting, monitoring, forecasting and analysis. Also responsible for interactions with HR, IT, and the Office of Sponsored Programs and managing restricted grants. Managing contracts in collaboration with colleagues and working within the University policies and processes and with colleagues in a variety of administrative and academic departments..

Full-Time Equivalent Hiring Range: $88,300 to $110,400; salary commensurate with relevant experience.

Requirements

Required qualifications:

Advanced functional knowledge of accounting principles and practice

Excellent analytical skills

Demonstrated experience handling contractual procedures and operating within a procurement system.

Knowledge of a variety of information systems and registration processes and transactions. Systems to be managed will include: accounting, CRM, LMS, and integration with University e-commerce solutions.

Advanced proficiency with Excel

Experience with accounting software and reporting tools: PeopleSoft, Peachtree, Vista and Crystal or comparable systems

Budget development, management and analysis and the ability to prepare and analyze income and expense statements, budget projections, and monthly budget reports

Ability to interact with professional staff and corporate clientele

Ability to supervise staff

Good judgment, discretion, flexibility, and an easy-going demeanor are valued in this position. Must be able to juggle competing priorities from both the business units being served and the people you are supervising.

This successful candidate must be able to not only supervise work, but produce work product as well.Must be a leader who can get into the trenches when required.

Minimum Bachelors’ degree, in Business or Accounting

MBA Preferred—or Equivalent Combination Of Experience

Minimum of 6 years of experience managing multi-source funding, and multiple systems.

Ability to work in demanding fast-paced customer service environment

Experience communicating financial information to non-finance oriented staff

Closing Statement

Boston College offers a broad and competitive range of benefits depending on your job classification eligibility:

Tuition remission for Employees
Tuition remission for Spouses and Children who meet eligibility requirements
Generous Medical, Dental, and Vision Insurance
Low-Cost Life Insurance
Eligibility for both University-Funded 401k and Employer-Sponsored 403b Retirement Plans
Paid Holidays Annually
Generous Sick and Vacation Pay
Additional benefits can be found on https://www.bc.edu/employeehandbook

Boston College conducts pre-employment background checks as part of the hiring process and requires all employees to be fully vaccinated for COVID-19. Boston College is an affirmative action, equal opportunity employer. In concert with our Jesuit, Catholic mission, Boston College is dedicated to the goal of building a culturally diverse and pluralistic faculty and staff committed to teaching and working in a multicultural environment and strongly encourages applications for women, minorities, individuals with disabilities, and covered veterans. To learn more about how BC supports diversity and inclusion throughout the university please visit the Office for Institutional Diversity at https://www.bc.edu/offices/diversity .

Boston College's Notice of Nondiscrimination can be viewed at https://www.bc.edu/nondiscrimination .
Show less "
82,"Manufacturing, Engineering, and Business Development","Appliances, Electrical, and Electronics Manufacturing, Transportation, Logistics, Supply Chain and Storage, and Wholesale Import and Export",Director,"Do you have international work experience? Are you from another country and are looking to succeed in the states? A growing industry leader is looking for leaders to have an impact on a global expansion. This is an opportunity to pave your own way and define your future in a newly created position that will reward your language experience while testing your leadership skills. Quit worrying about career stability and receive the recognition you deserve while leading a highly functioning team that will reward you for your contributions.




If you have the following, we want to hear from you:

The ability to work both internationally and in the US.
P&L experience
Foreign language skills
Proven track record of leadership experience
The ability to travel internationally for work
Dual citizenship is a strong plus.




Some benefits to you:

Industry leading compensation: ranging from $200,000 to $500,000 commensurate with seniority, work history, and skillset.
Comprehensive benefits: industry leading medical, dental, vision, and life insurance plus extensive perks.
Extensive growth potential. This is an international expansion where you will be able to put your stamp of ownership on a growing operation.




Preferred qualification:

15+ years of leadership experience
5+ years of managing P&L
A background in operations, logistics, supply chain, or manufacturing




Job Summary:

A U.S. based, industry leader is expanding its manufacturing operations in multiple regions, internationally. This is an opportunity to be responsible for the operational success of this expansion in manufacturing and logistics. This is an opportunity to put your stamp of ownership on a growing operation. If you have strong language skills, have at least a US Green Card, and retain international citizenship or work permits, this is an opportunity to explore.




All qualified applicants will receive consideration for employment without regard to the individual's race, color, sex, national origin, religion, age, disability, and genetic information, status as a military veteran or any other characteristic protected by applicable law.

Show less "
83,Management and Manufacturing,Hospitality,Director,"Job Details

Description

Bonita National Golf & Country Club is excited to announce the exceptional career opportunity of Director of Culinary Operations. Qualified candidates will thrive in a hospitality environment and be highly focused on providing superior service to the clubs managed by Troon.

Position Summary

The Director of Culinary Operations will be able to execute operations at the highest level while being a strong part of the cultural leadership for the F&B team. He/she is responsible for managing the day-to-day operations of the kitchen(s), ensuring the highest standards of menu creation and preparation, and providing exceptional leadership and management to the culinary team and kitchens. This highly visible role requires strong member relations skills and an ability to deliver industry leading dining experiences across a spectrum of concepts. This is a position for a proven leader with business acumen that matches outstanding culinary and leadership skills.

Qualified candidates will have a Bachelor’s or Associate’s degree in culinary arts from an industry recognized culinary institution, 5 or more years of progressive, senior management level culinary management experience, CEC designation, or an equivalent combination of education and experience in a similar country club or luxury environment. The candidate must have a demonstrated and verifiable career path of successful culinary expertise, professional achievements including staff development, management skills and leadership strength. The Director of Culinary Operations will be required to work effectively within an established team of department managers, be an effective leader who fosters a positive, cooperative and cohesive team environment and is able to build and maintain professional connections with fellow associates and interact with club members. Strong member relations and communication skills are imperative as well as the ability to manage opportunities for improvement and implement effective solutions with ease. The candidate must have energy and enthusiasm for the culinary arts and private club business.

The Director of Culinary Operations reports directly to the Clubhouse Manager and is responsible for direct supervision of the Executive Sous Chef, Chef de Cuisine, Stewarding and other kitchen personnel. He/she will have direct oversight of four restaurants including the production kitchen, stewarding function, catering and events as well as the high volume fine and casual dining/banquet dining.
Show less "
84,Health Care Provider,Software Development,Director,"Job Description




Job Title: Practice Director, Healthcare




Location:Nashville, TN (Remote till Covid)




Duration:Fulltime Permanent




Essential Skills




Healthcare industry is undergoing significant transition. Focus towards this industry and with an aspiration to improve quality and affordability of care. We believe digital technologies have a very important role towards this transition. (S) He will be responsible for our strategy, support creation of opportunity pipeline, identify/develop domain specific offerings/solutions, meet with customer business and technology leaders for potential opportunities, participate in proposals / presentations as an industry leader




Ideal Candidates Will Possess The Following Skill Sets




Travel: Up to 50%




Total experience: 20&plus; years (preferred)




Healthcare providers: 10&plus; years




Bachelor's Degree Or Equivalent Experience Required




Leadership role in IT organization of HC Provider




At least ten (10) years of relevant work experience in supporting Healthcare Provider Operations, EMR, RCM, Practice Management, and overall Healthcare Technology




Experience in driving Transformation Programs for Healthcare Providers




Active participation in Industry Forums as Presenter, Panelist etc.




Travel flexibility to successfully execute the requirements of the role




Supervisory Responsibility: No




Roles & Responsibilities.




Engage customer senior executives as a thought leader for embracing business transformation based on possibilities with digital technologies.




Support sales team in creating a large opportunity pipeline of HC Provider prospects and customers




Participate as an industry leader in proposals for all new opportunities in the Segment in close collaboration with Sales Teams and Horizontals




Demonstrate thought leadership in helping customers businesses transform with digital technologies




Healthcare Expertise: Understands healthcare industry trends and provider business - the ability to effectively assess and advise clients on digital solutions for administrative, financial, and operational best practices is critical.




Professional with experience managing enterprise implementations of healthcare information and EMR systems. Understands designing/re-engineering processes, and technology solutions for healthcare systems and networks. Proven ability to lead implementations and deliver technical solutions improving revenues, margins and workplace productivity




Has led digital transformation program (s) for healthcare provider (s) in recent past




Consultative Approach: Ability to listen and acknowledge varying points of view and convey a level of professionalism and diplomacy that will serve to build and maintain relationships with customer senior executives throughout the sales lifecycle and beyond




Strong Collaborator; Ability to work in a matrix-managed environment and across multiple and diverse groups - effectively connects initiatives across departments




Delivering Results: Organized, disciplined, and focused on outcomes with the ability to multi-task, effectively set and manage priorities, and provide written documentation to support decisions




Leads Change: Guides and energizes others, models adaptability, and inspires strong organizational performance through periods of transformation, ambiguity, and complexity.




Conflict Resolution: Comfortable having direct, candid and constructive discussions with any stakeholder to advance the implementation objectives and client service outcomes




Self-directed/motivated; Flexible and adaptable, enthusiastic, strong work ethic, resourceful and the ability to take the initiative




Communication and Presentations: Ability to summarize and effectively convey complex and sensitive information to various audiences through different media and forums




Self-directed/motivated; Flexible and adaptable, enthusiastic, strong work ethic, and ability to work independently




Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.
Show less "
85,Business Development and Sales,Non-profit Organization Management,Director,"Position Summary

Plans, implements, supervises and evaluates all programs and activities provided in program

areas, such as Education, Special Education, Social Recreation, Arts & Crafts, and Physical

Education.

KEY ROLES (Essential Job Responsibilities)

Prepare Youth for Success
Identify needs of the children and youth in the demographic area in line with the Club’s strategy and the outcome targets that have been established
Ensure program quality by monitoring and evaluating program achievement against target goals, recommending modifications that respond to member needs and interests
Contribute to the planning and implementation of the strategic plan by planning, organizing and implementing a range of program services and activities for drop-in members and visitors.
Recommend the development of service area programs; and promote and stimulate program participation.
Administration Management
Manage administrative systems by registering new members and participating in their club orientation process.
Recruit, train and manage assigned volunteers and staff; provide ongoing feedback; and identify and support development opportunities.
Manage facilities and ensure a productive work environment, maintaining an inventory of all program equipment and supplies in good order. Recommend requisitions, as necessary; controlling expenditures against monthly supply budget.

Additional Responsibilities

May participate in special programs and/or events.
May be required to drive Club van.

Relationships

Internal : Maintain valued, daily contact with Club staff (professional and volunteer), Club members, and supervisor to receive/provide information, discuss issues, explain guidelines/instructions; instruct; and advise/counsel.

External : Maintain contact with external community groups, schools, members' parents and others to assist in resolving problems.

SKILLS/KNOWLEDGE REQUIRED: (Education, experience, skills required)

Four year degree preferred in related field.
Minimum of five years’ experience in planning and implementing youth programs.
Knowledge of youth development.
Ability to motivate youth and manage behavior problems.
Ability to recruit, train, supervise, and motivate staff.
Ability to deal with the general public.
Ability to plan and implement quality programs for youth.
Ability to organize and supervise members in a safe environment.
Mandatory CPR and First Aid Certifications.
Valid State Driver’s License.

Physical Requirements/Work Environment

Typical Work Hours: School Year, Monday-Friday 11pm-7pm. Winter, Spring & Summer Camp Hours, 8 Hour Shift between 8am and 6pm, Monday-Friday. Some weekend work may be necessary.
Driving a 14 passenger bus once or twice per week to transport children from a local elementary school and once or twice per month transporting children on field trips. Valid driver’s license and a good driving record required. Bus driving training provided.

Mon-Fri 11am-7pm

40
Show less "
86,Other,Internet Publishing,Director,"HEAD OF PAID SOCIAL (HYBRID)




Who We Are




The Snow Agency is an award-winning digital marketing and technology company that offers leading-edge marketing solutions to connect brands and consumers. We build seamless digital experiences that influence consumers to act through targeted Facebook, Instagram, TikTok, YouTube, Google Ads, Email & SMS Marketing, and data-driven content creation. Our expertise in social media marketing and direct-to-consumer brand growth has been cultivated over years of launching and scaling ecommerce brands. The Snow Agency is based in Miami, Florida, with offices and a full-service in-house content studio located in Princeton, NJ. The Snow Agency is a proud Shopify Plus, Google, Meta, TikTok, Klaviyo, and Attentive partner.




In 2022 we placed #47 on the INC.5000 list of the Fastest Growing companies in America and #2 in Advertising & Marketing. We also ranked #7 on AdWeek's 2022 Fastest Growing Agencies list.




For 2023, we have no intention of stopping - and that's where you come in.




About The Role




We are seeking a self-motivated individual who is passionate about digital marketing, has a history of developing and implementing successful paid social campaigns, and isn't afraid to roll up their sleeves to get work done if needed. They will also be responsible for leading a team of marketers that will help strategize, build, and optimize our client's ad campaigns. In this role, you will take ownership of the agency's paid social advertising strategy and collaborate with marketers to develop workflows and department processes that reflect the industry's best practices. You will be responsible for managing a portfolio of ad accounts ensuring that they are meeting our client's needs while adhering to best practices in the industry and our agency. You will be responsible for developing and implementing department-wide campaign strategies, monitoring campaign performance, analyzing data, and instructing marketers to adjust campaigns as necessary to optimize results. Additionally, you will be responsible for staying up-to-date on the latest trends and innovations in paid social advertising and incorporating these into our clients' campaigns.




The base salary range of this role is $120,000 - 140,000/year. We provide competitive PTO, volunteer time off, medical, dental, and vision insurance, healthcare FSA, and voluntary short & long term disability insurance. We also provide 401k with matching, available after your first year.




This is a hybrid role; candidates in the New York City, and Central/South Florida areas are welcome to work out of our offices in NYC, Orlando, or Miami a few days per week.




Unfortunately, The Snow Agency does not provide sponsorships at this time.




What You'll Be Doing




Lead & manage the entire paid social department at The Snow Agency, including (but not limited to) Meta and TikTok.
Always be at the forefront of identifying new strategies and technologies as it pertains to relevant social media platforms, and strategically implement them into client marketing plans.
Develop and constantly improve training programs, execute training for new hires, and identify areas of future growth opportunities.
Responsible for professional development of Paid Social department team members, striving to effect constant improvement over time
Responsible for maintaining team morale and conducting regular check-ins to see how we can constantly improve the department not just for our clients but also for our team.
Hold recurring department-wide meetings to review positive performance, unique/creative angles that worked on clients, highlight areas/campaigns that fell short, and coach the team on how a certain area could have been improved had we done it a different way.
Responsible for paid social strategies that drive client revenue and success. Drive growth and optimization through continuous creative, audience, destination, and third-party page testing, segmentation, creative partnership, landing page optimization.
Analyze and refine key primary (ad account level) and secondary (website level) metrics to identify opportunities for increased engagement, click-through rates, revenue, average order value, organic social growth, and more.
Analyze campaign performance and suggest improvements to the entire department to ensure optimization of all client accounts.
Develop a roadmap for testing acquisition marketing strategies with clear KPIs.
Keep up-to-date with marketing trends and implement best practices.
Ensure paid social strategies follow company policies and industry best practices.
Analyze data analytics for each client to identify areas of opportunity for account optimization.
Collaborate with other internal teams on shared clients to achieve a harmonious brand voice and strategy across all marketing channels.
Execute Quality Assurance program to ensure campaign/audiences are built correctly, ad copy and landing page copy are free of spelling/grammar/syntax errors, and appropriate utilization of audiences and budgets.
Develop monthly reporting cadence to leadership and to management meetings
Collaborate with the internal reporting team to ensure accurate and comprehensive reporting.
Collaborate with the Finance team to review and verify accuracy of monthly client spend
Collaborate with Account Management and Sales to deliver timely audit reports and client proposals
Partner cross-department and ensure regular communication and collaboration with other teams on shared clients and areas of opportunity to gain new shared clients.
Identify and execute areas of improvement for department financial and performance efficiency
Partner with the company leadership and People Operations on department personnel decisions of full-time employees and contractors to grow the department and maintain performance standards.
Identify performance improvement opportunities for team members and work to remove barriers and empower them to succeed.
Oversee the submission of Case Studies/Client Success Stories.




What We're Looking For




7-10+ years of progressive work experience in Paid Social advertising with in-depth knowledge and expertise working with eCommerce and B2B clients
Strong leadership skills with at least 5 years of experience in people management, training, and development
Strategic project management experience
In-depth knowledge of Meta, TikTok, Shopify, and DTC and B2B marketing strategies
Experience with Slack and Google Workspace




The Snow Agency is an equal opportunity employer.




Powered by JazzHR




EQ4sB0cDpY
Show less "
87,Accounting/Auditing and Finance,Ground Passenger Transportation,Director,"Order Control Clerk I - ( 2300004B )




Description




POSITION SUMMARY




Ensures that all purchase orders required for the procurement of materials and supplies are in place, necessary for the efficient performance of the Authority operations. Maintains and performs administrative tasks related to inventory control levels for various warehouses, stockrooms and storerooms. Monitors and processes requests for Purchase Orders. Communicates the processing of orders for parts and materials via email, phone or reports to management or end users.




Primary Responsibilities




Receives and analyzes purchase reorder electronic notices, printouts and other documents.




Processes purchase reorder notices such as requisitions, release notices, shop orders, or storeroom transfers.




Processes release notice information via Oracle ERP system.




Investigates material availability problems and makes recommendations for corrective action and alternate material processing procedures.




Receives, reviews, and verifies prices and vendor information.




Receives information from field locations regarding the status of material.




Documents and provides locations with information as to what materials are available.




Reviews and analyzes stock status, stock review requests, pending orders, current usage, and special usage predictions to ensure proper inventory control levels.




Reviews and analyzes first issue material requests and processes through system.




Processes requests for new, revised, or reprint orders for company forms and related material.




Reviews government and special purchase requisitions to ensure clarity, accuracy, and completeness of required information.




Prepares and maintains various records and documents.




Performs related duties as assigned.




Qualifications




EDUCATION/EXPERIENCE REQUIREMENTS




Must pass applicable tests.




Physical Requirements




Relevant work experience, preferred.




Light physical effort required.




Chicago Transit Authority requires all employees to be COVID-19 vaccinated. If you are offered employment, proof of COVID-19 vaccination will be required as a condition of employment and as part of the hiring process. Visit www.transitchicago.com/careers for full notice.




Knowledge, Skills, And Abilities




Must possess a general knowledge of CTA Purchasing/Supply Chain departmental policies, procedures and inventory management for warehouse operations.




Must be thoroughly familiar with the materials stored at the various warehouses.




Must be knowledgeable of the proper preparation and processing of departmental reports and documents relating to inventory management.




Must possess the necessary knowledge of computerized inventory management systems, e.g. Oracle ERP, RF Scan Gun technology.




Must possess the knowledge and skills necessary to competently operate personal computer systems to develop and maintain business applications using standard software, such as Excel, Word and Windows.




Must possess the skills required to quickly and accurately record, transcribe and verify various types of data.




Must write and speak in a clear, concise and comprehensive manner.




Must be proficient in the use of basic arithmetic, including fractions, decimals and percentages.




WORKING CONDITIONS




Usual office conditions.




Occasionally required to travel to various warehouse locations to investigate material problems.




Subject to existing weather conditions when visiting the field.




Exposed to noise, dust, moving vehicles, and other conditions of warehouses.




EQUIPMENT, TOOLS, AND MATERIALS UTILIZED




Computer, fax/scanners, phone, RFID Scan Guns, two-way radio




Additional Details




Please note, employees and/or union members will be given priority consideration in the hiring process, per the applicable labor contracts.




Rate to be determined by applicant's entered service date and service date in union jurisdiction of this classification.




CTA IS AN EQUAL OPPORTUNITY EMPLOYER




No employee or applicant for employment will be discriminated against because of race, color, creed, religion, sex, marital status, national origin, sexual orientation, ancestry, age, unfavorable military discharge, disability or any other status protected by federal, state, or local laws; except where a bona fide occupational qualification exists We are committed to providing an inclusive environment for our workforce and supporting the communities we serve. CTA will make reasonable accommodations for the known disabilities of otherwise qualified applicants for employment as well as its employees, unless undue hardship would result. If you require an accommodation in the application or hiring process, please contact arc@transitchicago.com prior to the submission of your application or upon notification of your actual test date. CTA will work with you to determine if an accommodation can be provided.




TO BE CONSIDERED APPLICATIONS MUST BE COMPLETED IN THEIR ENTIRETY INCLUDING:




UPLOADED RESUME / WORK HISTORY
QUALIFICATIONS
JOB ASSESSMENT QUESTIONS
INFORMATION PROVIDED MUST BE ACCURATE AND TRUTHFUL.




Primary Location : USA-Illinois-Chicago




Job : Purchasing/Warehousing




Job Posting : Mar 31, 2023, 6:20:41 PM




Position Type : Full-time Permanent (FTP)
Show less "
88,Management and Manufacturing,Education Administration Programs,Director,"WOODLAND HILLS SCHOOL DISTRICT

POSITION: Director of Facilities

REPORTS TO: Superintendent

LOCATION: Administration Building

Qualifications

Possess a Bachelor’s Degree in Facilities Management, Engineering, Construction Management or equivalent and at least five years of experience in K-12 educational facilities management and/or construction.
Experience in scheduling and coordinating capital projects and understanding written specifications and blue prints, including a working knowledge of building codes.
Demonstrated organizational skills, supervisory skills, and computer skills.
Demonstrated experience and competence in mechanical and electrical systems, boilers, air conditioning equipment, water treatment and plumbing systems, building cleaning equipment and procedures, kitchen equipment, roof maintenance, scheduling procedures and preventative maintenance.
Work experience in an office situation, dealing with payroll, personnel, project and contract administration.
Demonstrated ability to work without constant, direct supervision.
Such alternatives to the above qualifications as the Board may deem necessary or appropriate.

Goals

Manage resources in cost-effective manner to provide students, staff and community with safe, attractive, comfortable, and clean facilities to learn, play, and develop.
Assure that all maintenance, preventative maintenance, cleaning, and repair are performed in a prompt and timely manner.
Prepare and control budget associated with department operations.
Maintain and coordinate District five-year plan for facilities.
Act as liaison between the School District and architects, engineers, consultants, and contractors.
Coordinate and monitor construction, or act as liaison with construction manager where applicable.

Performance Responsibilities

Administration of all District buildings and grounds management and planning functions.
Administration of the District’s preventative maintenance program for buildings and grounds, including all record keeping and training of custodial and maintenance staffs.
Supervise staff of mechanics and custodians with a particular emphasis on assisting the Housekeeping Director and Supervisor of Maintenance to execute their supervisory responsibilities.
Administer personnel functions, including evaluation of timecard reports, hiring, termination and evaluation.
Work cooperatively with various organizations concerned with buildings and grounds issues, including all Local, State and Federal regulatory agencies, boards, and commissions.
Comply with all general policies of Board and Administration with all regulations required by State and Federal Governments.
Administer program to respond to environmental issues and code compliance.
Management of all buildings and grounds, including negotiating with and supervising contractors regarding construction and major repairs to District buildings.
Implement the District’s work order system, including communication and reporting functions.
Inspect buildings and grounds, and related systems for maintenance and repair needs.
Direct service providers, contractors and vendors.
Develop plans, specifications and cost estimates for capital projects.
Prepare, monitor, and administer the capital budget.
Coordinate purchase of supplies and equipment and monitor expenditures.

Position Specifications

Physical Demands

Frequent travel to District schools
Sitting at desk for limited periods
Standing and walking for long periods of time
Lifting up to 75 pounds
Manual dexterity to use office equipment, tools and maintenance equipment
Repetitive movement of fingers and hands for keyboarding
Climbing and working off step ladders and extension ladders up to 40 feet

Sensory Abilities

Visual acuity to read correspondence and computer screen
Auditory acuity to be able to use telephone, etc.
Ability to speak clearly and distinctly

Work Environment

All areas of buildings and grounds

Temperament

Ability to work as a member of a team and/or alone
Must be courteous
Must be cooperative, congenial and service-oriented, and promote these qualities in the operations and maintenance department
Ability to work in an environment with frequent interruptions
Willingness to take initiative and/or assume leadership when afforded the opportunity

Cognitive Ability

Ability to follow written and verbal directions
Ability to complete assigned tasks with minimal supervision
Ability to read, write and perform complex computations
Ability to use correct grammar, sentence structure and spelling
Ability to compose clear, concise sentences and paragraphs
Ability to organize office setting to accomplish tasks efficiently
Ability to work independently and make work-related decisions
Ability to exercise good judgment in prioritizing tasks
Ability to communicate effectively at all organizational levels
Ability to work simultaneously at various levels of difficulty on various assignments for various parties

Specific Skills

Ability to operate maintenance equipment
Ability to use computer technology efficiently
Must appropriately handle confidential information

Licenses and Clearances

Valid driver’s license
Act 34, Act 114 and 151 clearances

Terms of Employment

8 hours/day. 12 month position. Salary determined by negotiated contract.

Performance Evaluation

The Director shall receive an annual evaluation by the Superintendent

Interested candidates must apply through our applicant tracking system and submit the following: letter of interest, resume, teaching certification and Act 168 forms. Official transcripts, PA Criminal, Child Abuse History and FBI clearances, three letters of reference, current physical, TB test results and drug test are required upon hire. This posting will remain active until filled. https://www.applitrack.com/whsd/onlineapp
Show less "
89,Health Care Provider,Education Administration Programs,Director,"See Attached Vacancy Notice And Job Description




Start Date July 1,2023




Duty Days 187




Reports To Superintendent




Salary Range: From/To Salary based on CNP salary schedule based on degree and experience




Additional Job Information




See Attached Vacancy Notice And Job Description




Job Attachment View Attachment
Show less "
