,Job Function,Industry,Seniority,Job Description,Segment,female,male
44,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",Mid-Senior level,"R.A.S. Logistics is a provider of final mile delivery services and a growing leader in the logistics industry. Our success is thanks, in part, to our exceptional team of professionals with the desire to exceed customer expectations! If you are looking for a great opportunity in the Jacksonville, FL area, we are currently hiring for an Operations Manager to lead our team!




The Operations Manager works with our office administrators, warehouse associates, and delivery teams to ensure the consumer has the best possible final mile experience through the following responsibilities.




Support daily operations and workflow processes.
Manage multiple teams of dedicated carrier delivery drivers in addition to office administrators and warehouse associates
Ensure operations is performing efficiently and meeting customer expectations
Develop and maintain relationships with customers in the Albany market
Resolve operational issues in an efficient, fair and expeditious manner




Final mile experience is preferred but not required. RAS Logistics employees enjoy competitive pay and great benefits including medical, dental, vision, free life insurance, free disability insurance, excellent 401k match, Paid Time Off and Floating Holidays!
Show less ",1,0,0
45,Distribution and Supply Chain,Truck Transportation,Entry level,"General Laborer PeopleReady ofÂ Naples, FLÂ is now hiring General Laborers!Â As a General Laborer, you will do a variety of work in different industries.Â Â

Apply today and you could start as soon as tomorrow. No resume or interview required â€“ yep, you read that right. As a PeopleReady associate you'll benefit from:

The freedom to work where you want, when you want and as often as you want.
Next-day pay* for many of our open positions.
The ability to choose long-term positions for steady work or short-term positions if you just want some extra cash.
The ability to sign up for jobs right from our mobile app, JobStack! Pay Rate: The pay rate for this job is $11 - $12 / Hour What you'll be doing as a General Laborer:
Perform general site clean-upÂ
Move, load, or unload materialsÂ
Assist in light construction if necessaryÂ Â
Remove debris and trash from work siteÂ
Some specialized tasks may require on-the job trainingÂ
Use equipment, depending on the jobsite/assignmentÂ

Available shifts: Shift timings -Â 1st Shift (Day) Job requirements:

Strong work ethicÂ
Able to stand on your feet for long periods of timeÂ
Able to work in all weather conditionsÂ
Able to lift light to heavy objectsÂ Â
Some assignments have additional screening requirements, such as background checks and/or drug testsÂ

Ready to take control of the way you work? Complete our application to join the PeopleReady team today. In case you missed it, no resumes or interviews are required! \#TIER1 PeopleReady is an equal opportunity employer, and we value diversity. We do not discriminate based on race, religious affiliation, color, national origin, gender, age, marital status, sexual orientation, gender identity, veteran status, disability, or any other basis protected by law. We will get to know you and connect you with jobs that match your skills, experience and preferences. We work hard every single day to find jobs so each employee has opportunity and variety in their work.
Show less ",1,0,0
46,Management and Manufacturing,Truck Transportation,Internship,"Job Description




Do you want to change the world? It’s a question we take seriously at TMC Transportation where everything we do is focused on providing what we call “Destination Excellence”. Through a people-first culture that thrives on collaboration, creativity, and commitment we engage the world’s best companies’ supply chains differently.




Are you a forward-thinker, a lead innovator, are you driven by success and achievements? Do you believe in doing things right the first time? Do you believe in fair and ethical business practices? Do you have the desire to become successful in a sales position that is built on sustainable partnerships with long-lasting customers?




If you answered yes, then our Logistics Sales Development Internship Program could be the right fit for you.




Here at TMC Transportation everything we do is focused on providing what we call Destination




Excellence.




Destination Excellence has many applications as it is cultural to our employee-owned company, but at its core it means we believe in the constant pursuit of continuous improvement. We are not satisfied with greatness. Our Destination is Excellence.




As the newest Logistics Sales Intern here at TMC logistics you will be integral to our success while having the opportunity to work with the most talented supply chain professionals in the industry.




What You Will Be Working On




Uphold TMC’s Core values of Integrity, Quality and Dedication to Excellence
Research new leads, uncover new opportunities and work with prospective customers to utilize




TMC’s world class logistics offerings.




Leverage outbound leads thru cold calling, email, and sales prospects.
Collaborate with our internal teams to craft and propose best in class brokerage solutions.
Meet and exceed sales goals as you are surrounded by experience and support.
Use Salesforce and other sales tools, build prospect lists, and share results with the sales team.
Develop a strong pipeline working with Account Executives via phone and email communications.
Learn and maintain in-depth knowledge of TMC’S platform, industry trends, and competition.
Have a great time in a hard-working yet casual environment and be the face of TMC.




Most importantly, you will receive an education in Sales, learn about Transportation, and build self-confidence in an industry that has a multitude of opportunities for great careers.




All TMC's internships are educational where you will be in a position to make a difference to the company.




You will be doing real work each day and learn values associated with sustainable business built on good ethics and great customer service
Show less ",1,0,0
47,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",Mid-Senior level,"R.A.S. Logistics is a provider of final mile delivery services and a growing leader in the logistics industry. Our success is thanks, in part, to our exceptional team of professionals with the desire to exceed customer expectations! If you are looking for a great opportunity in the Allentown, PA area, we are currently adding an Operations Manager to our team.




The Operations Manager works with our office staff and delivery teams to ensure the consumer has the best possible final mile experience through the following responsibilities.




Support daily operations and workflow processes.
Manage multiple teams of dedicated carrier delivery drivers in addition to office staff
Ensure operations is performing efficiently and meeting customer expectations
Develop and maintain relationships with customers in the Allentown market
Resolve operational issues in an efficient, fair and expeditious manner




Final mile experience is preferred but not required for a candidate with strong customer service and team building skills. RAS Logistics employees enjoy competitive pay and great benefits including medical, dental, vision, free life insurance, free disability insurance, excellent 401k match, Paid Time Off and Floating Holidays!




R.A.S. Logistics is proud to be an Equal Opportunity employer.
Show less ",1,0,0
48,Distribution and Supply Chain,Truck Transportation,Entry level,"We recognize that our employees are the pillars to the strength and stability of our organization, making Edges an employer of choice in Northern CA. We offer our full-time employees a highly competitive benefits package including but not limited to: Health/Dental/Vision//401k/profit sharing, we strongly support work/life balance and strive to provide an environment where people feel valued, supported, and included. We are hiring for a Driver for our San Leandro,CA location. A Driver is responsible for delivering electrical materials to various customer jobsites and facilities. This includes creating a daily delivery route based on orders received, verifying material on the truck before delivery and working with the dispatch manager for any changes in the route. A Driver should understand all requirements for delivering materials and provide a professional and positive attitude at all delivery sights. Additional duties include general warehouse duties and operating a forklift. Essential Duties:

Checks orders for delivery
Drives assigned route.
Delivers material to job sights or facility.
Communicates with dispatch manager throughout driving on the routes.
Unloads any RGA's or will calls from route.
Verifies material for second route of the day.
Responsible for cleaning the yard, stocking pipe and cleaning the trucks. Responsibilities:
Forklift operator: drives forklift to move or get material from high areas in warehouse.
Assist in general warehouse duties upon completing delivery route To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Education: High School Diploma or equivalent Experience: 3-5 years route delivery experience, in wholesale supply and distribtion environment. Skills: Ability to read and interpret documents and writes routine correspondence. Ability to speak effectively with customers/vendors or other employees. Physical Demands: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is regularly required to sit use hands to finger, handle, or feel and talk or hear. The employee is occasionally required to walk and stoop, kneel, crouch, or crawl, the employee must regularly lift and/or move up to 50 pounds. Other Skills and Abilities: Detail oriented, good communications and organizational skills. Team player. Other Qualifications: Clean DMV record
Show less ",1,0,0
49,Management and Manufacturing,Maritime Transportation,Entry level,"Employment Warehouse Clerk

Status: Now Accepting Applications

Company: Tampa Ship

1130 McCloskey Boulevard

Tampa, FL 33605

Recruiter: Mary Guajardo

Email: mary.guajardo@tampaship.com

Office: (813) 248-9310

Fax: (813) 248-9806

Responsibilities

The warehouse clerk's primary duty is to provide the necessary tools, parts, supplies, and equipment to the production workforce upon their request at the warehouse window.

Essential Job Functions

The warehouse clerk

Performs various duties that consist of receiving, transporting, stocking, recording, arranging, routing, shelving, and delivery of incoming and outgoing freight, supplies, tools, parts, etc., under the direction of the warehouse supervisor.
May repair tools, equipment, or other items that are brought in if necessary.
Records data.
Is responsible for keeping the warehouse area clean. This may include sweeping, picking up trash, etc.
Will wear required personal protective equipment – proper clothing, eye protection, hearing protection, respiratory protection (dust masks), and hard hats – at all times when in the warehouse or out in the yard.
May use power tools and hand tools.
Performs inventory of supplies.
May use overhead cranes, other lifting equipment, and company vehicles.
Is responsible for the proper disposal of unused or unwanted materials or supplies.
Working Conditions

Scheduled workdays cover Monday through Friday with weekends and holidays as required. Works in all kinds of weather. May be required to perform work at remote locations other than at shipyard facility. May be required to perform work alone in confined spaces. Subject to both inside and outside environmental conditions. Subject to ultraviolet light, electrical hazards, vibration, noise, and a variety of other physical conditions, such as a proximity to moving mechanical parts, working on scaffolding and ladders at heights greater than six feet, working over water, and subject to very dramatic temperature changes, such as when entering or exiting a tank. Also present are fumes, smoke, dust, gases, chemicals, and hydrocarbons. Protective clothing, hearing and eye protection, hard hats, safety shoes or boots, and respiratory protection are to be worn accordingly.

Essential Job Requirements

The warehouse clerk must

Be able to read and write alphabetically and numerically.
Have received on-the-job training, serving as a learner or trainee on the job under the instruction of a qualified worker.
Be able to provide verifiable references of past work history.
Physical Requirements

The warehouse clerk position requires repetitive sequences that require balancing, climbing, stooping, kneeling, crouching, crawling, reaching, standing, walking, pushing, pulling, lifting, finger manipulation, grasping, feeling, seeing, hearing, speaking and an acute sense of smell.

This position is classified as heavy work – exerting 50 to 100 pounds of force occasionally, and/or 25 to 50 pounds of force frequently, and/or 10 to 20 pounds of force constantly to move objects. Physical demand requirements are in excess of those for medium work.

The Edison Chouest Offshore family of companies is committed to ensuring all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, status as a protected veteran, or any other characteristic protected by law with regard to any employment practices. We are dedicated to ensuring all employees are treated with the utmost level of respect as we believe this is the strongest foundation to build upon to foster an environment where employees feel comfortable handling their assignments, sharing their ideas, and pointing out opportunities for improvement.

ECO offers competitive pay and a comprehensive benefits package including a 401(k) match.

Return to main employment page
Show less ",1,0,0
50,Management and Manufacturing,Truck Transportation,Mid-Senior level,"General Summary




Becomes a certified Alexander’s warehouseman to correctly lift, move, pad, pack and unpack customer goods




according to company standards. Supervises inbound/outbound shipments, inspects local equipment and




maintains appropriate records relating to warehouse activities. Responsible for training programs for forklift




operation, packing/loading and warehouse safety. Assists in the move process by physically moving cartons or




furniture to or from warehouse location, truck, trailers or loading area. Completes paperwork associated with




move process as needed.




Role And Responsibilities




Supervises responsibilities associated with the warehouse operations. Enforces and follows operational




procedures for activities including verification of incoming shipments.




 Loads/moves cartons or furniture to/from moving vans in warehouse or loading area in accordance with




Alexander’s standards.




 Accepts authorized storage shipments




 Audits the documentation of proper shipment paperwork.




 Monitors inbound shipment volume to ensure sufficient warehouse staffing and advising Manager accordingly




 Works with and supervises crew to check and inspect vaulting of shipments for proper loading.




 Identifies and assigns shipments to be pulled in advance of delivery day.




 Investigates overages and shortages in the event of a claim's situation.




 Ensures proper documentation of shipment paperwork.




 Provides training to warehouse employees in packing and forklift certification




 Understands and works in Inventory Management system.




Knowledge, Skills And Abilities Required




 High School Diploma or equivalent.




 Good verbal and interpersonal skills to interact with co-workers.




 Ability to demonstrate ingenuity in solving problems.




 Flexible to changing routines.




 Dependable and punctual.




 Wears proper company uniform.




Physical And Mind Set Requirements




 Moving/lifting and pushing/pulling up to 100 lbs.




 Climbing ladders/stairs as necessary.




 Good coordination and motor skills to use equipment to complete the job.




WORKING ENVIRONMENT




Includes indoors and outdoors at the warehouse, loading area and customer work site or in a moving van.
Show less ",1,0,0
51,Management and Manufacturing,Warehousing and Storage,Entry level,"General Responsibilities Perform a variety of duties to acquire, inventory, and distribute parts, supplies, tools, and documents used in the daily operations of the Facility.; generate reports as required; assist in physical inventories as required; ensure cleanliness and orderliness of storage areas at all times. Maintain a relationship between the shipping and receiving, accounts payable, and the purchasing departments. Position requires familiarity with a wide variety of supplies and equipment commonly purchased and the ability to interpret detailed information including purchase orders, packing slips, and invoices. Examples of Duties




Acquire and expedite materials on a daily basis from vendors. Maintain warehouse space utilization.
Maintain, stock, and help supervise parts area and inventory. Ensure storage of stock in the correct warehouse location. Assign appropriate location to new stock items that maximize available warehouse space and forecasted activity of the item.
Receive all inbound deliveries; ensures purchase order number is on all paperwork.
Creates customer packing slips for items received in that day.
Research receiving documents as required to determine status of incoming shipments.
Operate parts acquisition/distribution system, bar coding equipment, purchase ordering system. and arrange for proper tagging.
Run daily reports including Open Sales Orders by Customers.
Update customer sales orders with status daily
Purchase material as needed
Other duties as assigned.
Show less ",1,0,0
52,Distribution and Supply Chain,Truck Transportation,Entry level,"General Laborer PeopleReady ofÂ Flower Mound, TX is now hiring General Laborers!Â As a General Laborer, you will do a variety of work in different industries.Â Â

Apply today and you could start as soon as tomorrow. No resume or interview required â€“ yep, you read that right. As a PeopleReady associate you'll benefit from:

The freedom to work where you want, when you want and as often as you want.
Next-day pay* for many of our open positions.
The ability to choose long-term positions for steady work or short-term positions if you just want some extra cash.
The ability to sign up for jobs right from our mobile app, JobStack! Pay Rate: The pay rate for this job is $14 - $17 / Hour What you'll be doing as a General Laborer:
Perform general site clean-upÂ
Move, load, or unload materialsÂ
Assist in light construction if necessaryÂ Â
Remove debris and trash from work siteÂ
Some specialized tasks may require on-the job trainingÂ
Use equipment, depending on the jobsite/assignmentÂ

Available shifts: Shift timings - All Available Job requirements:

Strong work ethicÂ
Able to stand on your feet for long periods of timeÂ
Able to work in all weather conditionsÂ
Able to lift light to heavy objectsÂ Â

Ready to take control of the way you work? Complete our application to join the PeopleReady team today. In case you missed it, no resumes or interviews are required! \#TXEVER PeopleReady is an equal opportunity employer, and we value diversity. We do not discriminate based on race, religious affiliation, color, national origin, gender, age, marital status, sexual orientation, gender identity, veteran status, disability, or any other basis protected by law. We will get to know you and connect you with jobs that match your skills, experience and preferences. We work hard every single day to find jobs so each employee has opportunity and variety in their work.
Show less ",1,0,0
53,Management and Manufacturing,Maritime Transportation,Entry level,"Employment Warehouse Clerk

Status: Now Accepting Applications

Company: LaShip

367 Dickson Road

Houma, LA 70363

Email: laship.jobs@chouest.com

Office: (985) 601-5000

The warehouse clerk's primary duty is to provide the necessary tools, parts, supplies, and equipment to the production workforce upon their request at the warehouse window.

Functions

The warehouse clerk will

Perform various duties that consist of receiving, transporting, stocking, recording, arranging, routing, shelving, and delivery of incoming and outgoing freight, supplies, tools, parts, etc., under the direction of the warehouse supervisor.
Repair tools, equipment, or other items that are brought in if necessary.
Record data.
Be responsible for keeping the warehouse area clean. This may include sweeping, picking up trash, etc.
Wear personal protective equipment – proper clothing, eye protection, hearing protection, respiratory protection (dust masks) and hard hats – at all times when in the warehouse or out in the yard.
Use power and hand tools if necessary.
Perform inventory of supplies.
Use overhead cranes, other lifting equipment, and company vehicles as necessary.
Be responsible for the proper disposal of unused or unwanted materials or supplies.
Working Conditions

Scheduled workdays cover Monday through Friday. Weekends and holidays as required. Works in all kinds of weather. Subject to both inside and outside environmental conditions. May be required to perform work at a remote location other than at shipyard facility. Subject to ultraviolet light, electrical hazards, vibration, noise, and a variety of other physical conditions, such as the proximity to moving mechanical parts, working at heights greater than six feet, and working over water. May be required to work alone and in confined spaces. Subject to very dramatic temperature changes. Also present are fumes, smoke, dust, gases, chemicals, and hydrocarbons. Protective clothing, hearing and eye protection, hard hats, safety shoes or boots, and respiratory protection are all to be worn accordingly.

Essential Job Requirements

The warehouse clerk must

Be able to read and write alphabetically and numerically.
Have completed on-the-job training, serving as a learner or trainee on the job under the instruction of a qualified worker.
Be able to provide verifiable references of past work experience.
Physical Requirements

The warehouse clerk position requires repetitive sequences that require balancing, climbing, stooping, kneeling, crouching, crawling, reaching, standing, walking, pushing, pulling, lifting, finger manipulation, grasping, feeling, seeing, hearing, speaking, and an acute sense of smell.

The U. S. Dept. of Labor classifies this job as heavy work, exerting 50 to 100 pounds of force occasionally, and/or 25 to 50 pounds of force frequently, and/or 10 to 20 pounds of force constantly to move objects. Physical demand requirements are in excess of those for medium work.

The Edison Chouest Offshore family of companies is committed to ensuring all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, status as a protected veteran, or any other characteristic protected by law with regard to any employment practices. We are dedicated to ensuring all employees are treated with the utmost level of respect as we believe this is the strongest foundation to build upon to foster an environment where employees feel comfortable handling their assignments, sharing their ideas, and pointing out opportunities for improvement.

ECO offers competitive pay and a comprehensive benefits package including a 401(k) match.

Return to main employment page
Show less ",1,0,0
54,Administrative,Truck Transportation,Not Applicable,"Realizar atividades administrativas e burocráticas junto a área de suprimentos/controle de materiais, tratar documentos, elaborar, abastecer e importar dados para planilhas, formulários e sistemas, a fim de auxiliar na realização das atividades da área na qual estiver alocado.

Responsabilidades e atribuições

Receber, arquivar e dar a destinação final conforme natureza e prazo de guarda dos documentos, através de procedimento padrão, para disponibilizar os documentos para as áreas


em tempo hábil e assegurar o correto armazenamento dos mesmos;

Efetuar a importação de dados e os lançamentos em planilhas eletrônicas e nos sistemas operacionais da empresa, a fim de manter os mesmos atualizados, seguindo procedimentos e


orientações recebidas, bem como coletar dados junto à sua unidade ou área de atuação sempre que solicitado;

Auxiliar no atendimento de solicitações advindas das unidades de negócio e demais áreas da empresa, contribuindo para a resolução das demandas da área;
Digitalizar documentos que compõem o sistema de gestão por processos da ESM (políticas, regulamentos, manuais, procedimentos, instruções de trabalho, registros e formulários);
Solucionar problemas de baixa complexidade relacionados a tecnologia da informação, tais como: atualização de sistemas, instalação de aplicativos, impressoras e periféricos, testes


básicos de funcionamentos dos dispositivos, bem como, controlar e atualizar a base de dados das impressoras térmicas cedidas para clientes;

Conferir contas a pagar via relatório gerencial, efetuar e baixar depósitos e pagamentos, separar e organizar os extratos e documentos bancários, encaminhando os mesmos para as


áreas de destino, bem como, executar serviços externos;

Prestar atendimento e dar suporte aos colaboradores, clientes, fornecedores, agenciadores e candidatos, repassando informações e orientações sobre procedimentos da empresa e demais assuntos correlatos da área de atuação;
Conferir notas fiscais, faturas de pagamento e boletos, recibos, extratos e demais documentos direcionando-os para área responsável;
Atualizar informações no prontuário dos colaboradores, através de lançamentos no sistema Sênior, para manter atualizado o histórico dos mesmos;
Solicitar a análise e confecção de contratos e demais documentos junto ao Departamento Jurídico, via formulário pertinente, informando os dados necessários para a correta elaboração e


análise dos mesmos;

Auxiliar no atendimento de solicitações advindas de órgãos fiscalizadores/públicos e demais entidades, através da prestação de informações, separação de documentos para apresentação e


como representante na condição de preposto sempre que necessário, efetuando o protocolo dos documentos junto aos órgãos competentes conforme orientação da área;

Receber e organizar documentações diversas e malotes, dando a destinação correta aos mesmos, conforme orientação da área demandante e/ou realizando o arquivamento destas;
Reproduzir cópias, digitalizar e entregar documentos, colher assinaturas e atualizar cadastros conforme orientação da área;
Auxiliar no controle do consumo de material de expediente, crachás, insumos, epi´s e uniformes, requisitando a reposição ao setor de suprimentos sempre que necessário.


Requisitos e qualificações

Ensino Médio Completo;
Experiência na área de almoxarifado com controle de materiais e suprimentos.
Conhecimento no pacote office e sistemas.


Informações adicionais
Show less ",1,0,0
55,Finance and Sales,Maritime Transportation,Internship,"The Internship Opportunity: Finance

The Port of Virginia – Virginia Port Authority is seeking a Finance Summer Intern to support efforts that will enable streamlined processes and system usage within the Financial Services space. Areas of focus will align with researching cross divisional finance system interactions, entering and tracking open disputes and ensure accurate transfer of data. The outcome of this project will allow for streamlined information and the assessment of data and accuracy in reporting related to incentives and statements.

The Port of Virginia's 8 Week Summer Internship Program runs from June 5, 2023 - July 28, 2023, and is designed to develop, teach, and mentor undergraduate and graduate students as they explore career opportunities within the maritime industry. Students will be given the opportunity to apply classroom knowledge to hands on project focused tasks in various departments throughout The Port of Virginia.

What You’ll Learn: Outcomes & Experience

Gain experience with PeopleSoft.
Ability to research and have cross divisional interactions regarding specific initiatives and needs.
Obtain leadership skills by collaborating with various stakeholders and colleagues across the organization.

Who You Are: Qualifications

Must be currently enrolled and in an accredited program or graduate program (having completed freshman / first year) during the time of the program.
Must be available to work full time (40 hours per week) from June 5, 2023 – July 28, 2023.
Must attach a resume and cover letter.

You Should Know: Disclosures

The Port of Virginia is an Equal Opportunity Employer and therefore does not discriminate on the basis of age, sex, race, religion, disability or national origin.

Selected applicant must be able to pass a pre-employment background check which may include any of the following: Academic record and verification of education and/or certifications; Employment history (including references); Criminal history; Driving record; Fingerprinting; drug and alcohol testing, Fit for duty Physical, Other records or information related to the candidate's suitability for the position.

Selected applicant must be able to obtain a TWIC (Transportation Workers Identification Card).
Show less ",1,0,0
56,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",Mid-Senior level,"R.A.S. Logistics is a provider of final mile delivery services and a growing leader in the logistics industry. Our success is thanks, in part, to our exceptional team of professionals with the desire to exceed customer expectations! If you are looking for a great opportunity in the Chattanooga, TN area, we are currently adding an Operations Manager to our team.




The Operations Manager works with our office staff and delivery teams to ensure the consumer has the best possible final mile experience through the following responsibilities.




Support daily operations and workflow processes.
Manage multiple teams of dedicated carrier delivery drivers in addition to office staff
Ensure operations is performing efficiently and meeting customer expectations
Develop and maintain relationships with customers in the Chattanooga market
Resolve operational issues in an efficient, fair and expeditious manner




Final mile experience is preferred but not required for a candidate with strong customer service and team building skills. RAS Logistics employees enjoy competitive pay and great benefits including medical, dental, vision, free life insurance, free disability insurance, excellent 401k match, Paid Time Off and Floating Holidays!




R.A.S. Logistics is proud to be an Equal Opportunity employer.
Show less ",1,0,0
57,"Research, Analyst, and Information Technology",Truck Transportation,Entry level,"Company Overview




Omni Logistics is a privately-owned, multibillion-dollar global tech-enabled logistics solutions provider with 5,000 employees in more than 100 locations serving the complex supply chain needs of nearly 7,000 customers. Omni Logistics goes beyond traditional global freight transport to provide technology-enabled customized supply chain solutions based on specific customer challenges and the unique characteristics of a customer’s freight. Leveraging proprietary data, analytics and automation, Omni Logistics removes supply chain inefficiencies and provides cost-effective solutions for customers. As a signatory of The Climate Pledge, Omni Logistics is committed to creating supply chain visibility and eliminating waste in order to provide more sustainable transportation solutions.




We are growing rapidly and building a team of top talent around a culture of curiosity, innovation, and excellence. We’re using technology to change the way the game is played.




Join us to advance your career today as we continue this exciting journey!







Program/Position Overview

We are seeking a highly motivated and experienced Data Analyst to join our dynamic team. The ideal candidate will be metric-driven, self-motivating, and possess exceptional data analysis skills. The successful candidate will work closely with various teams and departments to develop data-driven insights and implement solutions that will drive business growth. The role requires a process-oriented, technology-oriented, good teammate who is proficient in PowerPoint, SharePoint, Excel, Power BI, and Project management.







Key Responsibilities:

Develop, analyze, and interpret complex data sets to identify trends, patterns, and opportunities for improvement
Create visually compelling presentations using PowerPoint to communicate data insights to stakeholders
Use SharePoint to organize and share project-related documents and information
Utilize Excel to manipulate large datasets and develop reports
Work with our Dana Science team to create interactive visualizations and reports that communicate insights to stakeholders using Power BI
Continuously monitor and evaluate data quality to ensure accuracy and reliability
Develop and maintain performance metrics to track progress and measure success
Work collaboratively with cross-functional teams to design, develop, and implement data-driven solutions
Foster a culture of innovation and continuous improvement by staying up-to-date with emerging trends and technologies
Participate in team meetings, contribute to team discussions, and actively support colleagues




Qualifications:

Bachelor's degree in Business Administration, Computer Science, Information Technology, or a related field
Proven experience in data analysis and project management, preferably in a dynamic environment
Proficiency in PowerPoint, SharePoint, Excel, and Power BI
Strong analytical and problem-solving skills with the ability to analyze complex data sets
Self-motivated with the ability to work independently and manage multiple tasks simultaneously
Excellent communication, interpersonal, and teamwork skills
Strong attention to detail and ability to follow established processes
Certification in Project Management is a plus




If you are a highly motivated individual with a passion for data analysis and possess the qualifications listed above, we encourage you to apply for this exciting opportunity.




This is an excellent opportunity to join a dynamic, growing company and gain exposure to a wide range of activities in the private equity and logistics industries. We offer competitive compensation and benefits packages, and a supportive, team-oriented culture.

Show less ",1,0,0.2
58,Management and Manufacturing,Truck Transportation,Entry level,"Transportation Maintenance Technician I is a full-time position with the Department of Transportation.
Positions are located throughout the state.
Employees perform light to heavy equipment operation in connection with the maintenance and construction of highway facilities.
Vacancies are filled by direct appointment. No examination is required. No employment register is maintained.
Applicants meeting the qualifications below may apply directly to the Alabama Department of Transportation Region or District Office for which they wish to work or to the State Personnel Department to be placed on the direct appointment list for Transportation Maintenance Technician I.
MINIMUM REQUIREMENT
Completion of eighth grade.
Show less ",1,0,0
59,"Design, Art/Creative, and Information Technology","Transportation, Logistics, Supply Chain and Storage",Not Applicable,"Rhombus is on a mission to make the world a safer place. For organizations, video security is an essential tool to maintain safe environments, yet today it is one of the most outdated and stagnant pieces of technology. Rhombus changes that with its centralized platform that combines intelligent cameras, sensors, and AI analytics to help organizations improve safety and operations at scale. We have a solid product-market fit, customers love us, and our solution makes a profound impact and difference in the world.




As the Visual Designer, you'll be responsible for playing a key role in shaping every aspect of how the world experiences our brand. The ideal candidate loves working on a small marketing team and isn’t afraid of a challenge. You are entrepreneurial, eager to learn, self-motivated, passionate about their craft, and a natural visual storyteller. This role will collaborate closely with other Design, Marketing, Sales, and Product teams to craft engaging creative that will take our brand to new heights.




This is a very unique opportunity to take the lead in Rhombus’ brand, own your work, and build something incredible.




What You'll Do:




Evolve and maintain the Rhombus brand identity
Execute the visual design for assets across our website, product, emails, presentations, videos, social ads, print collateral, and events
Collaborate with Marketing and Sales to develop assets that communicate the value of Rhombus across a wide variety of mediums and audiences
Bring our product to life for existing and future customers through beautiful and simple creative storytelling
Present and articulate your design rationale to stakeholders and executives


Who You Are:




3+ years of experience in graphic, visual, and brand design with a portfolio that shows your impact, creativity, and process
Creative. You can take ideas and transform them in unique visuals that captivate and inspire
Compelling storyteller. You know how to connect the dots for any audience through static or interactive media
Craft. You use your skills to develop compelling work with photography, illustration, typography, composition, color, and motion
Taste. You have a strong editorial eye and an understanding of how to successfully mix imagery and graphics
Attention to detail. You get energy from perfection and have a track record of crafting stunning creative work
Collaborative. Your approach to design includes working closely and gathering feedback through partnerships with Designers, Marketers, and Product teams
Organized. You can manage multiple projects at once while setting appropriate expectations and meeting realistic deadlines


What We're Looking For:




Fluency in the Adobe Creative Suite, Figma, and Microsoft PowerPoint. These are our primary tools on the design team. Probably 75% of our work goes through Figma, with other assets like business cards, trade show booth designs, and decks going through Adobe and PowerPoint
Brand Strategy and Management. As a visual designer, you will oversee the execution of our brand across multiple avenues and products. You should have knowledge in brand strategy so Rhombus can scale successfully while maintaining strong brand awareness
Illustration and/or Icon Design. This would be a big plus. Rhombus hosts an extensive custom icon library and are looking to expand this as we scale
Web Design. We are primarily looking for someone with knowledge in creating new website pages and flows for product launches.
Photography. Our ideal candidate will have knowledge of photography for company headshots and events. Having your own equipment would be nice, but we also have the equipment in-house you can borrow if needed


About Rhombus




Rhombus provides cloud managed video security and IoT sensors for enterprises to better manage their physical spaces. Companies can setup smart cameras anywhere in their organization in minutes without the need for complicated DVR's or extra wires. The company is founded by industry veterans and is backed by Cota Capital, MSD Partners, Lemnos Labs, and Promus Ventures.
Show less ",1,0,0.16
60,Other,"Transportation, Logistics, Supply Chain and Storage",Mid-Senior level,"M-F 9a-5p

Start Up

Role Purpose:

Process orders and prepare correspondence to fulfill customer needs. Responsible for providing product, service, and transit information to the customer and act as a liaison to facilitate issue resolution.

Key Accountabilities:


Resolve product or service problems: clarify the customer’s complaint, determine the cause of the problem, select and explain the best solution to solve the problems, expedite correction or adjustment, follow up to ensure resolution.
Maintain customer records and update account information.
Maintain financial accounts by processing customer adjustments.
Prepare product or service reports by collecting and analyzing customer information. Assist with order and product management.


Required Education and Experience:


High School Diploma or Equivalent
0-12 months of system, data entry or reporting experience
0-12 months of warehouse experience, preferred


Our Organization is an equal opportunity employer.
Show less ",1,0,0
