,Job Function,Industry,Seniority,Job Description,Segment,female,male
53,Health Care Provider,Primary and Secondary Education,Mid-Senior level,"Fall Opening for a School Nurse at Mast Way Elementary School




The Oyster River Cooperative School District is seeking a full-time School Nurse for a fall opening




at Mast Way Elementary School in Lee, NH.




Qualified candidates will be licensed as a register nurse in State of NH and hold a




NH DoE certification as a School Nurse (0070, 0071, or 0072).




A competitive benefits package is offered with this full-time position.




Please note: applications will not be considered complete unless letters of recommendation have been uploaded into




Applitrack along with all other application materials.




Oyster River Cooperative School District is an Equal Opportunity Employer
Show less ",1,0,0
54,Education and Training,Education Administration Programs,Entry level,"Positions That May Be Hired From This Vacancy

Teacher - Grade 3

Teacher - Grade 4

Teacher - Grade 5

View available positions

https://webster.stjohns.k12.fl.us/vacancies/

All “qualified” candidates may be considered for an interview as specific positions become available based on certification areas.
Show less ",1,0,0
55,Information Technology,Education Administration Programs,Entry level,"Start Date 4/26/2023




Salary Range: From/To $43,005--$56,133 (maximum starting salary range)




Additional Job Information




Current employees are required to complete the Transfer Application in order to apply for this position. Current employees will not be considered for an interview if Transfer Application is not used to apply.




The Tuscaloosa City Schools requires the following to be attached to your online application in the Attachment (optional) section:




Resume.
Transcripts. A copy may be uploaded to your online application. An official transcript will be required upon hire.
Three Professional References




Job Attachment View Attachment




Current employees are required to complete the Transfer Application in order to apply for this position. Current employees will not be considered for an interview if Transfer Application is not used to apply.




The Tuscaloosa City Schools requires the following to be attached to your online application in the Attachment (optional) section:




Resume.
Transcripts. A copy may be uploaded to your online application. An official transcript will be required upon hire.
Three Professional References
Show less ",1,0,0
56,Information Technology,Education Administration Programs,Entry level,"The Duties Include But Are Not Limited To




Implements plans for replacing and upgrading computer hardware and software, switches, wireless access points, and other related devices.
Replaces and/or repairs network hardware, including performing diagnostic tests and troubleshooting to determine if problems are hardware or software issues.
Monitors and troubleshoots LAN/WAN connectivity.
Performs network and software maintenance.
Monitors and troubleshoots wireless networks.
Working knowledge of Cisco technologies including ISE, AMP, and switch IOS; Microsoft technologies including SCCM, Office 365, Active Directory, and Windows 10 Enterprise.
Responsible for the installation, maintenance, repair and upkeep of numerous models of physical VoIP phones.
Responsible for the installation and maintenance of AV equipment and infrastructure.
Performs other related duties as assigned by the Network Manager.




Qualifications




Must have an Associates degree in computer technology or two (2) year's network hardware and software installation and maintenance experience, or an equivalent combination of education and experience sufficient to successfully perform the essential duties of the position.




Microsoft and Cisco certifications along with an extensive background in Windows 2016 Domain Environment and Cisco network infrastructure preferred.




Excellent working knowledge of network subnets, VLAN configuration, wireless networks, and Active Directory.




Skills in troubleshooting computer hardware, software, and network installation and maintenance.




Must be able to lift in excess of 50 pounds.




Ability to work well under pressure and make logical, practical, and accurate decisions.




Skills in communication and interpersonal relations as applied to interaction with co-workers, supervisors, users of technology, etc. sufficient to exchange or convey information and to receive work directions.




Must possess strong customer service skills.




Must possess a valid driver's license.




Must be insurable as determined by an investigation into private and business driving records within any consecutive three year time frame.




New Applicants click here to login and apply




Current MCPSS Employees click here to login and apply




Duty Days 260




Salary Range: From/To Beginning pay - $49,225.00.




Additional Job Information




**Applicants selected for classified positions must undergo (or have undergone) an ABI/FBI criminal history background check (fingerprinting administered through sites selected and approved by the MCPSS and State of Alabama Education Department) and be declared suitable and fit to teach under state law. Applicants selected must also pass a drug-screening test via forms provided by Human Resources during the selection process.**




THE MOBILE COUNTY PUBLIC SCHOOL SYSTEM IS AN EQUAL OPPORTUNITY EMPLOYER.




Job Attachment View Attachment
Show less ",1,0,0
57,Administrative,Higher Education,Entry level,"Title

105G-YN_CS_NPS - Administrative Assistant 3

Business Title

Administrative Assistant

Additional Titles

Location:

TOWN CENTRE LEASE

Employee Type

Classified

Job Family

Civil Service and Non-Permanent - OT Eligible

Position Details

Summary of Duties:

As the Administrative Assistant, you will report to and provide administrative support to the Senior Director of Administration and Strategic Initiatives (Senior Director), while serving as the initial point of contact for the WSU Foundation (WSUF), both in person and over the phone. As part of this position, you will be responsible for schedule management, making travel arrangements, registering team members for conferences, and undertaking various projects on behalf of the Office of the CEO. Additionally, you will be responsible for general office reception and ensuring that the reception area is appropriately staffed and maintained in a manner that is welcoming to guests and in keeping with the WSUF's high standards; greeting visitors to the WSUF; opening and closing the office each day; opening and distributing mail; and assist with shipping, ordering, and maintaining supplied. You will work with the Senior Director on matters related to office and building operations including space management, renovations and general maintenance, and will be involved in maintaining building safety measures.

Periodically, you may provide additional administrative support to the Vice President/CEO or Assistant/Associate Vice Presidents at the discretion of the Senior Director. In this position, you will have frequent interruptions which requires the ability to multi-task and maintain focus.

Essential Job Functions

60% Administrative Support
35% Office and Building Operations
5% Other Duties

Monthly Salary: Range 40 | $3,246 - $4,324 (Step A - M) | Successful candidates typically begin at the beginning of the salary range and receive scheduled salary increment increases in accordance with WAC 357-28.

FTE: 100%

This is a Permanent position.

Benefits: WSU offers a comprehensive benefits package which includes: paid sick and vacation leave; paid holidays; medical, dental, life and disability insurance package for employees and dependents; retirement; deferred compensation and optional supplemental retirement accounts. For additional information, please review the summary of benefits offered by WSU for classified staff and Total Compensation.

Required Qualifications

High School graduation or equivalent AND three (3) years of progressively responsible experience in office/clerical, secretarial, bookkeeping, accounting, or general administrative work; OR equivalent education/experience.
Evidence of ability to work collaboratively with colleagues, co-workers and constituents.
Strong interpersonal, organizational, and oral/written communication skills.
Demonstrated ability of being highly organized and having superb attention to detail.
Well developed Microsoft Office skills.
Customer service experience.

Preferred Qualifications

Experience serving as a receptionist.
Experiencing providing administrative support to an individual or group of individuals, particularly those in a leadership role.
Experience with calendaring and setting-up meetings and/or events.
Experience preparing correspondence, reports and/or presentations.
CPR/First Aid and/or Fire Extinguisher training and certification.

Additional Information

Area/College: University Advancement

Department Name: University Advancement

City, State, Zip: Pullman, WA 99163

Department Link: foundation.wsu.edu

Posting Close Date: Applicants must submit their completed application by Sunday, April 9, 2023 at 11:59 p.m.

Background Check: This position has been designated by the department to require a background check because it requires access to children or vulnerable adults as defined by RCW 74.34, engages in law enforcement, requires security clearance, interacts with WSU students in a counseling or advising capacity, has access to personal identifying and/or financial information, unsupervised access to university buildings/property, or other business-related need. A background check will not be completed until an initial determination of qualification for employment has been made.

Application Instructions: Applicants must upload the following documents to their online application. External candidates, please upload all documents in the “Resume/CV” section of your application. Internal candidates, please upload all documents in the “Resume/Cover Letter” section of your application.

Resume
Cover Letter

Applicants are required to include contact information for professional references within the application. Application materials should clearly communicate how the applicant meets all required qualifications and additional requirements.

Time Type

Full time

Position Term

12 Month

WASHINGTON STATE UNIVERSITY IS AN EQUAL OPPORTUNITY/AFFIRMATIVE ACTION EDUCATOR AND EMPLOYER. Members of ethnic minorities, women, special disabled veterans, veterans of the Vietnam-era, recently separated veterans, and other protected veteran, persons of disability and/or persons age 40 and over are encouraged to apply.

WSU employs only U.S. citizens and lawfully authorized non-U.S. citizens. All new employees must show employment eligibility verification as required by the U.S. Citizenship and Immigration Services.

WSU is committed to providing access and reasonable accommodation in its services, programs, activities, education and employment for individuals with disabilities. To request disability accommodation in the application process, contact Human Resource Services: 509-335-4521 (v), Washington State TDD Relay Service: Voice Callers: 1-800-833-6384; TDD Callers: 1-800-833-6388, 509-335-1259(f), or hrs@wsu.edu.
Show less ",1,0.13,0
58,Information Technology,Higher Education,Entry level,"Position will be filled as either an IT Support Consultant or IT Support Analyst based on candidate qualifications and interview evaluation. To be considered for different job classification levels, candidate must apply for each position interested in.




Position Summary




University of Iowa Hospitals and Clinics department of Health Care Information Systems is seeking an IT Support Analyst. This position provides configuration, installation and support of desktop hardware, software and peripheral equipment in an enterprise IT environment. Performs work in clinical, critical care, research and departmental environments, interacting with all levels of personnel, patients and visitors. Works closely with peer teams promoting collaboration and consistent service delivery. Embraces standardization, the adoption of best practices, documentation, customer service excellence and the continual improvement approach to IT. Exercises all workflows while maintaining state and institutional policies and contributing to the support of organizational objectives.




Position Responsibilities




Perform basic installation of hardware and software adhering to operational standards, organizational security, and licensing requirements. Install software updates and patches as needed. Perform basic testing of software and hardware
Installs and documents basic IT system configurations.
Installs, configures, and maintains entry level hardware and software solutions to continually improve operational performance.
Troubleshoot assigned applications and hardware. Will perform direct user support.
Performs basic analysis and problem resolution with a variety of hardware and software, including connectivity, security and policy compliance affecting customers across multiple geographical locations.
Provide basic one-on-one guidance and consultation to users.
Communicates the value of adhering to standards for hardware, software, and other IT services to customers and peers.
Provide basic one-on-one instruction.
May provide verbal and/or documented training to customers and peer technicians.
Influences best practices for basic software management and security practices
Provide basic documentation of user support activities/incidents. Update existing documentation of support services.
Maintain accurate inventory management records.
Exhibits strong attention to detail in the documentation of requests, responses to customers and other written or verbal communication.
Influences and maintains operational support documentation for provided services
May assist with project support and services.
Configure, deploy, and troubleshoot basic wired and wireless computing devices
Assists with asset management activities as requested.




Health Care Information Systems (HCIS) provides and supports information and communication systems and technology that facilitate quality patient care, progressive medical education, and innovative research.




HCIS services University of Iowa Health Care by providing comprehensive, high-level support for patient care delivery, internal and external communication, technology innovation, medical education, and research. Creating and maintaining a positive, productive, and rewarding environment for information technology and communication staff.




Pay Grade: https://hr.uiowa.edu/pay/pay-plans/professional-and-scientific-pay-structure




Salary: $43,500 to commensurate – 3A




University of Iowa offers a generous benefits package, including 24 days paid vacation per year to start and paid sick leave. Complete information regarding the full benefits package may be viewed at https://hr.uiowa.edu/benefits




Percent of Time: 100%




Location: 200 Hawkins Drive, Iowa City, IA




Staff Type: Professional & Scientific




Type of Position: Regular




Education Required




Bachelor’s degree in a related field or an equivalent combination of education and related experience.




Experience Requirements




Experience, typically 6 months to 1 year, supporting workstations running Windows 10 and MS Office 365
Experience working with desktop hardware and software in a centrally managed workstation environment.
Experience utilizing or basic knowledge of remote IT support tools.
Ability to deliver effective oral and written communication to a diverse population of technical and non-technical individuals.
Experience in a team-based setting where consultation, flexibility, collaboration, and cooperation are essential.
Ability to move and install IT equipment.
A valid driver’s license and ability to meet UI Fleet Safety requirements.




Desired Qualifications




Experience working in a Health Care IT environment.
Basic knowledge of technical process documentation intended for both IT professionals and non-technical customers.
Basic Knowledge of wired and wireless networking and security concepts.
Demonstrated ability to disarm escalated situations and/or difficult customers.
Experience with IT Service Management Change Management, Continuous Improvement Initiatives, ITIL, LEAN and/or Project Coordination.
Experience supporting wide array of connected peripheral equipment.
Experience working in a fast-paced environment that requires excellent time management skills and flexibility to balance workload.




In order to be considered, applicants must upload a resume (under submission relevant materials) that clearly addresses how they meet the listed required and desired qualifications of this position. A cover letter is desired as part of the application process. Job openings are posted for a minimum of 14 calendar days. This job may be removed from posting and filled any time after the minimum posting period has ended.




Successful candidates will be subject to a criminal background and credential check. This position is not eligible for University sponsorship for employment authorization.




For additional questions contact Craig Medberry craig-medberry@uiowa.edu




Additional Information




Classification Title: IT Support Analyst
Appointment Type: Professional and Scientific
Schedule: Full-time
Work Modality Options: On Campus




Compensation




Pay Level: 3A
Starting Salary Minimum: 43,500.00




Contact Information




Organization: Healthcare
Contact Name: Craig Medberry
Contact Email: craig-medberry@uiowa.edu
Show less ",1,0.12,0.12
59,Education and Training,Higher Education,Entry level,"Job Description




Columbia College seeks an innovative and detail-oriented Instructional Designer to support onboarding faculty to online teaching , designing and delivering professional development focused on building faculty competencies and skills to leverage instructional technology for teaching and learning, and ensuring that courses meet industry and campus standards in quality and Web accessibility. The Instructional Designer utilizes technical expertise, technology solutions, and pedagogical strategies in partnership with subject matter experts to develop courses to be delivered both online and on campus with the goal that learners can acquire knowledge, skills, and competencies in an effective and appealing manner.




Specific Duties & Responsibilities




BUILDING COURSES




Assist faculty with the selection and design of instructional strategies, activities, and assessment methods aligned to course learning outcomes to create engaging and compelling course content and innovative outcomes-driven learning experiences
Advocate learner experience through recommendations for enhancements and/or revisions of course materials, delivery methods, and instructional practices.
Assist faculty to create instructional materials and interactive media (quizzes, assessments, audio, video, simulations, role plays, games, etc.) to support the learning process.
Assist faculty to create learning environments with UDL principles and that meet all ADA and other accessibility requirements.
Works to create a consistent brand experience in Canvas for online courses




TRAINING




Plan and provide written, video, group, and 1:1 training sessions for instructors, students, and staff, and for new team members as added, in instructional design and best practices for online learning including workshops, certificates, and research discussions.
Responds to and provides technical assistance and support through timely problem resolution, escalation, and follow up with clear information recording.
Research new pedagogical methods, assessment techniques, course design practices, and technology especially those related to student-centered teaching and learning.




PROGRAM ASSESSMENT & ADMINISTRATION




Conduct quality assurance reviews of courses and other instructional materials against accessibility standards and instructional design best practices
Design and implement assessment instruments for evaluating the efficacy of courses.
Maintain and manage mastered course folders and copy them for each term as needed.
Create a culture of widely shared technology-enhanced, effective teaching and learning practices.




Other Knowledge Skills And Abilities




In-depth knowledge of learning management systems, primarily Canvas.
In-depth knowledge of accessibility standards for online courses.
In-depth knowledge of learning theories and instructional design models for student engagement, active learning, formative assessment, and other high impact learning strategies .
Knowledge of quality assurance frameworks for online course development.
Proficiency with eLearning authoring, and graphic design, and video editing tools preferred.
Strong organizational skills and ability to plan, develop and coordinate multiple projects.
Strong interpersonal and communication skills and the ability to work effectively with a culturally diverse and inclusive work team.




Education, Training And Experience




Masters in instructional design, educational technology, or similar relevant field preferred, or post-undergraduate certification in instructional design required
Quality Matters or Online Learning Consortium certification a plus
Accessibility professional certifications (i.e. CPACC or WAS) are preferred
Minimum 3 years of experience in instructional design in higher education




About Columbia College




Columbia College was founded in 1854 as Columbia Female College by the Methodist Conference of South Carolina. Today, Columbia College offers a personalized liberal arts education that is open and inclusive to all. The College provides educational opportunities that develop students capacity for critical thought and expression, lifelong learning and acceptance of personal responsibility.




Columbia College empowers students to change the world with Courage for Innovation, Commitment to Social Justice, Confidence through Service, and Competence in Leadership. In furtherance of its mission, the College is responsive to the needs of students, the communities to which it belongs, and the greater global society.




Columbia College encompasses the historic undergraduate day college as well as evening, online, and graduate programs. Total enrollment is approximately 1200. The College is noted for faculty who foster academic excellence through collaborative teaching and learning; a vital learning community in which character, ethics, and values are cultivated; the study of leadership enhanced by opportunities for practical application; programs that capitalize on advances in technology; and learning environments that extend beyond the classroom.




Columbia College is an Affirmative Action/Equal Opportunity Employer. For information about the College, visit www.columbiasc.edu . For information about the city of Columbia, South Carolina, please visit www.columbiasc.net .




Columbia College is EOE M/F/D/V
Show less ",1,0.14,0
60,Education and Training,Primary and Secondary Education,Entry level,"CLOSING DATE: Until filled




START DATE: April 3, 2023




HOURS: 5.75 hours a day




LOCATION: Buff Elementary




EMPLOYEE VALUE PROPOSITION




Jefferson County School District is committed to seeing every student realize their full potential while receiving a top-tier education. Our small Central Oregon community is rich in culture and beauty, providing some of the greatest assets Oregon has to offer. You’ll find breathtaking views, an abundance of outdoor activities and plenty of unique and enriching community events. It’s the perfect place to make an impact on the world, one student at a time.




Position Summary




The educational assistant shall assist the teacher or building administrator in a supportive capacity. The role of the educational assistant is adaptable to many support tasks within the educational environment.




View Description




EDUCATION, EXPERIENCE AND CERTIFICATION/LICENSURE (Minimum Qualifications)




All educational assistants or others employed or contracted in that capacity must:




Have a high school diploma or the equivalent;
Be at least 18 years of age; and
Have standards of moral character as required of teachers (OAR 584-005-0005).




Educational Assistants Must Have




Completed two years of study at an institution of higher education; or obtained an Associate’s (or higher) degree; or met a rigorous standard of quality and demonstrate through a formal state, or local academic assessment or para-educator certificate program, knowledge of and the ability to assist in instructing: Reading, writing, and mathematics; or reading readiness, writing readiness, and mathematics readiness, as appropriate (Assessment is offered by District).




Preferred Qualifications




1-2 years experience working as an educational assistant in a k-12 school district.
Some college coursework.
Experience working with students with behavior opportunities




REQUIRED: Must meet Oregon COVID-19 Vaccination Requirements for Teachers and School Staff ( OAR 333-019-1030 ). Vaccine Exception Forms may be accessed here: Religious Exception , Medical Exception




Compensation




Wage Schedule: $16.76-$21.69/hr
Work days: 179
Personal days, Sick days
JCSD 509-J pays the employee's share (6%) of the Public Employees Retirement System Contribution




APPLICATION PROCEDURES Interested candidates are required to apply at the following link: http://jeffersonco.tedk12.com/hire to complete our online application which requires including a letter of interest and current resume.




Employment contingent upon a successful outcome of Fingerprinting and Background check. (The $78.50 fee associated with criminal history record checks & fingerprinting, shall be the responsibility of the individual at the time of hire.)




Visit our website at: https://www.jcsd.k12.or.us/




Jefferson County School District is an Equal Opportunity Employer




Par #3614




Control # 5398
Show less ",1,0,0
61,Other,Primary and Secondary Education,Entry level,"School Social Worker




Starting 2023-2024 School Year




Job Summary




Hamilton Community Schools invites dedicated social workers to apply for the open position of School Social Worker that's currently available. We are excited to engage with quality candidates who are not only results-driven but also committed to inspiring children to develop emotionally, socially, and intellectually.




To be successful, this individual will plan, organize and implement appropriate instruction that guides and encourages students to develop and fulfill their educational potential by addressing the social and emotional well-being of students, potentially ranging from elementary to secondary levels. Work is performed under the supervision of the principal and special education director.




Provide specialized instruction in the area of social and emotional learning.
Have the ability to manage a caseload of students including IEP’s and all other relevant paperwork.
Lead meetings and development of IEP’s, Functional Behavior Analyses, and Behavior Intervention Plans.




LOCATION: Hamilton Elementary School




Essential Functions




Demonstrate competency in working with children with varying degrees of social and emotional skills, ranging in grades from preschool through 12th.
Assist students with goal setting, social and emotional skill development and obtaining community service needs.
Lead the multi-disciplinary evaluation team in the evaluation process for special education eligibility.
Provide individuals, small groups and whole class instruction or interventions to work toward progress on social and emotional goals.
Participate in Multi-Tiered System of Supports (MTSS) by supporting teachers with data collection tools, intervention ideas and/or direct support for students in the general education and special education settings.
Possess knowledge of and seek professional development of best practice instructional and intervention strategies for social and emotional delays.
Educate students, staff, and families about best practice approaches to meeting individual student social and emotional needs.
Attend before and after school meetings such as Student Support Team meetings, IEP meetings, or other meetings related to successfully supporting students with social and emotional needs.
Encourage and monitor the progress of individual students and use the information to adjust teaching strategies.
Maintain accurate and complete records of student progress and development.
Plan, prepare, individualize and deliver lesson plans and instructional materials that facilitate active learning.
Update all necessary records accurately and completely as required by state and federal rules and regulations, district policies, and school regulations.
Prepare required documentation on student progress.
Participate in grade level, department, school, district, and parent meetings.
Prepare and help students transition from grade to grade.
Communicate necessary information regularly to students, colleagues, and parents regarding student progress and student needs.
Establish and communicate clear objectives for all learning activities.
Prepare a learning environment for all learning opportunities.
Provide a variety of learning materials and resources for use in educational activities.
Observe and evaluate students' performance and development using formative and summative assessments.
Work with or understand Positive Behavioral Intervention and Supports (PBIS).




Other functions of the job include but are not limited to the following:




Demonstrate preparation and skill in working with students from diverse cultural, economic, and ability backgrounds.
Encourage parent and community involvement, obtain information for parents when requested, promptly return phone calls, and answer emails.
Participate in appropriate professional activities.
Other duties as assigned.




Knowledge Skills And Abilities Required




To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.




Master's degree in social work and State of Michigan approval as a School Social Worker (or willing to take courses to obtain the school certification).
Ability to establish and maintain cooperative and effective working relationships with others.
Ability to communicate effectively orally and in writing.
Must have the proven ability to report to work on a regular and punctual basis.
Perform all other related work delegated or required to accomplish the objectives of the total school program.
Knowledge and implementation of relevant technology.
START training and CPI certification preferred.




REPORTS TO: Building Principal & Director of Student Services




START DATE: 2023-2024 School Year




SALARY RANGE: Per HEA Master Agreement




Benefits




Health insurance
Dental insurance
Vision insurance
$25,000 Life Insurance
Long-Term Disability
Cash in lieu option




Physical Requirements




Regularly required to sit, stand, walk, talk, hear, operate a computer, hand-held learning devices and other office equipment, reach with hands and arms, and must occasionally lift and/or move up to 30+ pounds.




WHO ARE WE?




Hamilton Community Schools is a rural district located in West Michigan south of Holland and east of Saugatuck. Our well-maintained district consists of four elementary buildings (Bentheim, Blue Star, Hamilton Elementary, and Sandyview) along with one middle school, one high school, and Hamilton FLEX (Virtual, Blended, and Shared Time options). Hamilton prides itself on being a big district (135 square miles) with a small-town feel.




Hamilton Community Schools is one of 18 member public school districts within the Ottawa Intermediate School District (OAISD). Our district consists of 400 employees and over 2,500 full-time students and 1,100 non-public students in a variety of programs and formats. Hamilton Community Schools is known throughout the state as a premier district balancing a small-town atmosphere with educational innovation to meet the needs of each learner. The focus on K-12 academics, work-based learning, athletics, and the arts makes Hamilton a destination district. WE are HAWKEYES!




Application Procedures




Submit an application, cover letter and resume using the online application system.




Any questions can be sent to Matt Blood, Director of Human Resources mblood@hamiltonschools.us




EQUAL OPPORTUNITY EMPLOYER




Hamilton Community Schools is an equal opportunity employer and will provide equal employment opportunities to all employees and applicants for employment without regard to race, religion, sex, national origin, age, color, height, weight, marital status, familial status, gender, sexual orientation, gender identity, disability or veteran status with applicable state and federal laws.




DISTRIBUTION: Internal / External
Show less ",1,0,0
62,"Research, Analyst, and Information Technology",Research Services,Entry level,"Job Details

Description

JOB TITLE – Lab Technician

SHIFT- Per Diem for the weekend either 7pm-7am or 7am-7pm

GENERAL SUMMARY OF DUTIES – Responsible for performing required vital signs and ECG’s on in-patient/out-patient study participants. Also responsible for all blood/urine collection and lab processing.

SUPERVISOR – Clinical Operations Manager

Duties Include, But Are Not Limited To

Responsible for collecting blood samples from study participants per study protocol;
Performing ECG’s and vital signs on all study participants;
Process labs;
Collect Biohazard lab waste and dispose of properly;
Stock lab rooms;
Ship frozen samples according to study protocol;
Receive lab supplies;
Schedule study participates for lab tests;
Check and file lab reports;
Call processing lab companies regarding questions and abnormal lab values;
Attend site initiation meetings;
Other duties as assigned.

KNOWLEDGE, SKILLS & ABILITIES – This position requires the following minimal requirements:

Knowledge of current medical terminology to perform a full range of laboratory tests;
Knowledge of laboratory equipment and testing to perform quality control checks and troubleshooting of instrumentation.
Knowledge of medical terminology to communicate with study/medical staff regarding laboratory procedures and results;
Skill in performing a full range of laboratory tests;
Skill in anticipating and reacting calmly to emergency situations;
Skill in developing and maintaining department quality assurance;
Skill in establishing and maintaining effective working relationships with study participants, study staff and management;
Ability to read and understand information about instrumentation in laboratory field;
Ability to follow written protocols;
Ability to work independently;
Ability to communicate clearly, both orally and written.

EDUCATION – Certification as a Medical Technologist (ASCP) or as appropriate for lab service

level preferred

EXPERIENCE – One (1) year experience as a medical technologist preferred.
Show less ",1,0,0
63,Education and Training,Education Administration Programs,Entry level,"Position is for the 2023-2024 School Year




Qualifications




Possess or able to obtain a valid Alabama Teacher Certificate with proper endorsement in teaching field
Demonstrates aptitude or competence for assigned duties or responsibilities
Such alternatives to the above qualifications as the Board might find appropriate and acceptable




Duty Days 187




Job Attachment View Attachment
Show less ",1,0,0
64,Education and Training,Education Administration Programs,Entry level,"Please See Attached Job Description

Teacher Pay Scale: 190 Days

ESSER Temporay Funded Position
Show less ",1,0,0
65,Education and Training,Primary and Secondary Education,Internship,"Job Description




Boulder Valley School District is committed to create challenging, meaningful, and engaging learning opportunities so that all children thrive and are prepared for successful, civically engaged lives. Our comprehensive and innovative approach to education ensures that each student meets expectations relative to intellectual growth, physical development and social emotional well-being. The district covers approximately 500 square miles and serves the communities of Boulder, Erie, Louisville, Lafayette, Superior, Broomfield, Nederland, Ward, Jamestown and Gold Hill. Website: BVSD .




Location: US:CO:BOULDER




School: Human Resources




Position Title: Student Teacher




Position Start Date: August 3, 2023




Closing Date: January 15, 2024




General Description




Licensed Student Teacher & Interns (Only Candidates That Have Been Approved To Student Teach Or Intern In BVSD Will Be Considered). Only apply to this vacancy if you have been accepted to student teach or intern in BVSD.




Application And Selection Procedure




External Candidates: Apply on-line at jobs.bvsd
Current BVSD Employees: Must apply through the INFOR portal
If you do not have internet access, a computer is available in the Human Resources Division, Education Center, 6500 E. Arapahoe, Boulder, Colorado.
Applications are reviewed to match candidates with position qualifications, with a limited number selected for interviews. For the final selection, employment is contingent upon successful completion of the post-offer screening process, including a background check and possible medical examination.




The Boulder Valley School District is an equal opportunity educational institution and does not unlawfully discriminate on the basis of race, color, ethnicity, sex, gender identity/expression, national origin, creed, religion, age, sexual orientation, disability or veteran status in admission or access to, and treatment and employment in its educational programs or activities. Inquiries or complaints: BVSD Legal Counsel - 720-561-5903; Office for Civil Rights - http://www2.ed.gov/about/offices/list/ocr/addresses.html
Show less ",1,0,0
66,Management and Manufacturing,Primary and Secondary Education,Entry level,"The Yuba City Unified School District incorporates over 215 square miles in Sutter County, California, and provides quality educational services to nearly 12,000 students from Preschool through 12th grade. The seventeen schools offer K-5, K-8, 6-8, 9-12, alternative high school, and independent study programs. Yuba City is 45 miles north of Sacramento in the lush Central Valley. Several recreational areas, historic landmarks, metropolitan shopping, cultural centers, the Sierra Nevada Mountains, and the Pacific Ocean are within a 1-3 hour drive.




Salary Range: Negotiable




Work Year: 224 days




Contact: Michael Reed




(530) 822-7630




Yuba City Unified School District seeks a knowledgeable, communicative, and collaborative leader to orchestrate educational services to 12,000 students attending our 17 schools.




TRAINING, EDUCATION, AND EXPERIENCE: Bachelor’s degree, and three years increasingly responsible supervisory or administrative experience. District level administrative experience preferred.




REQUIREMENTS: Administrative Services Credential.




For full consideration please include the following documents with your application:




Letter of Introduction
Letter(s) of Recommendation (3 letters dated within 6 months of application)
Resume
Show less ",1,0,0.6
67,Education and Training,Education Administration Programs,Entry level,"Positions That May Be Hired From This Vacancy

School Counselor

Instructional Literacy Coach (ILC)

Library/Media Specialist

School Interventionist

View available positions

https://www-grms.stjohns.k12.fl.us/vacancies/

All “qualified” candidates may be considered for an interview as specific positions become available based on certification areas.
Show less ",1,0,0
68,Education and Training,E-Learning Providers,Mid-Senior level,"RealCME is a well-established digital educational technology company serving the health professional audience. We are seeking a highly motivated, experienced individual to join our Client Support Team. Candidates should have client-facing experience as well as project management experience. This is an opportunity for someone that wants to drive business success and help grow exciting new learning platforms. The ideal candidate will:




Engage clients and maintain high levels of satisfaction with our digital learning platforms -Help clients create successful courses using our digital learning platforms
Establish credibility with key customer decision makers & influencers
Have strong verbal/written communication & presentation skills; exceptional listening skills
Be well organized and capable of managing multiple accounts & assignments simultaneously
Be goal focused
Be committed to timelines and deliverables Responsibilities : Client Support o Support large portfolio of client accounts o Provide clients with on-boarding and training support; includes the oversight of AI client-support tools o Advise clients as they plan and build courses on platforms o Collaborate with internal teams to ensure client requests are received, prioritized and implemented o Maintain communication & governance of policies and protocols across customer, client, and internal teams o Build courses and input course materials into platform authoring and publishing tools Project Management o Ensure that all contract deliverables are met per project timelines o Maintain documentation for all projects, including but not limited to key dates, next steps, etc. Course Distribution and Marketing o Monitor and track activity performance to meet deliverables o Create and implement marketing materials o Update blog, social media accounts and website news Requirements :
Work experience in instructional design and project management is required.
Work experience in digital education or medical education is highly preferred.
Prior experience with learning management systems, Salesforce.com, Jira, Sendgrid, and Wrike preferred
Familiarity with Social Media platforms: Twitter, Instagram, Facebook
Comfortable using both Mac and Windows Operating Systems Note: This is a hybrid role with 2-3 days in the NY office required each week Company Description HealthCourse is a leading education technology and analytic company based in NYC. Through innovative digital educational products, we are focused on aligning health professionals with best practices and assessing improvement in quality measures and health outcomes.




HealthCourse is a leading education technology and analytic company based in NYC. Through innovative digital educational products, we are focused on aligning health professionals with best practices and assessing improvement in quality measures and health outcomes.
Show less ",1,0,0
69,Education and Training,Education Administration Programs,Entry level,"Bachelor's degree from an accredited educational institution. Certified by the state of Alabama in the appropriate field. Must meet background clearance requirements as specified by Alabama statutes and state board of education regulations.




Start Date TBD




Duty Days 187




Reports To Principal




Job Posting Link myrcsd.org




Salary Range: From/To This position is a nine-month contract. Salary is based on the salary schedule of the teacher and work experience.




Additional Job Information




Applications Should Be Submitted To




myrcsd.org (online only) Russell County School District, quick links, administration, administrative services, employment opportunities, application and follow the prompts to create an account and apply. For questions (334) 468-5540




Job Attachment View Attachment




Applications Should Be Submitted To




myrcsd.org (online only) Russell County School District, quick links, administration, administrative services, employment opportunities, application and follow the prompts to create an account and apply. For questions (334) 468-5540
Show less ",1,0,0.67
