,Job Function,Industry,Job Description
56,Marketing and Sales,Motor Vehicle Manufacturing,"Live the Exceptional With Soul. This is the singular purpose of Jaguar Land Rover.




At the core of these experiences are the products themselves. The Jaguar and Land Rover brands have undergone a dramatic transformation over the past years.




The Jaguar Land Rover Internship Program is an opportunity for personal growth and development from a business and learning perspective. Working at JLR means opportunity, teamwork, and growth. That’s why working here is so much more than a job.




Details of the program:




The program is open to students at a Junior or Senior level in their Bachelor’s degree program or enrolled in a Master’s Program
The Internship is for a full year, June 12, 2023 to May 24, 2024
29 hours per week during business hours (Business Hours: Monday- Friday 8:30am-5:00pm)
Paid internship - $18/hour




Location: Mahwah, New Jersey (Hybrid Ways of Working schedule offered)




Department: Marketing




What you will be doing:




Supporting the optimization of the Jaguar and Land Rover websites and digital media ecosystems
Conversion rate optimization (CRO) of the Jaguar and Land Rover websites in particular
Obtaining technical training/certification (e.g., Adobe Experience Manager, Decibel)
Making daily adjustments and learnings to optimize the customer journey and make our websites best in class.
Perform other duties as required




What you will need:




Bachelor’s Degree in progress (Junior or Senior), or pursuing a graduate studies degree ( Pursuing a degree in marketing, communications, or similar.)
3.0 GPA or higher.
Intermediate to advanced Excel and PowerPoint skills (SharePoint experience a plus);
High level of professionalism.
Detail-oriented, self-starter, strong work ethic, team player, ability to build rapport, and communicate confidently.
Strong written and verbal communication skills and have a desire to learn more about corporate operations.




So Why Us?




As a people-first company, working at JLR means opportunity, teamwork, and growth. That’s why working here is so much more than a job.
Be part of an international, inclusive, and open-minded company
You are never just a number. We take pride in taking care of our employees doing everything we can to make sure that our teammates thrive both in and out of the office.
Quarterly Chair Massages
Complimentary lunch
And more!




Thank you for your interest in working for us, we love it here and think you will too!




Reasonable accommodations may be made to enable individuals with disabilities to perform the essential job functions.




Jaguar Land Rover North America, LLC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Jaguar Land Rover North America, LLC complies with applicable state and local laws governing nondiscrimination in employment. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
Show less "
57,Other,Motor Vehicle Manufacturing,"TOYOTA EXPRESS MAINTENANCE SERVICE ADVISOR

STATUS: Full-Time FLSA Salary-Exempt

PAY RANGE: $40,000 - $55,000

ABOUT US:

In 1908, O.D. Smart opened the doors to Smart Motors. It has remained a family-owned business that focuses on quality, customer satisfaction, and looking for continuous improvement. Smart Motors has stayed in the Madison area for over a century and is committed to helping the community by partnering with various organizations. Today we service more than 7,000 vehicle every month!

JOB SUMMARY:

The Toyota Express Maintenance Service Advisor is responsible for running a smooth, organized and customer focused service bay and write-up experience. You will also help in developing and implementing procedures to improve satisfaction, customer retention and customer pay labor dollars. COMMUNICATING ACCURATE AND COMPLETE REPAIR INFORMATION IS VITAL TO THIS POSITION. The scope of work includes, but is not limited to: Constant customer contact, required positive interactions with technicians and parts teams, use of and the understanding of multiple computer or web-based systems, repair order/work order generation, tracking, review and completion. Compliance with all applicable laws, rules and regulations is vital as an individual punctuality, dependability, cooperation and the ability to take direction.

WORK ENVIRONMENT:

The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Duties are performed primarily in a dealership sales and service environment. Compliance with applicable safety rules and regulations will be required.

While performing the duties of this job, the team member will be occasionally required to work near moving mechanical parts, exposed to fumes or airborne particles, welder’s arc, potential of low voltage shock, and moderate heat during the summer months. The noise level is moderate to high.

BENEFITS:

We offer great, competitive benefits such as:

Health, Dental, and Vision Insurance
Competitive Paid Time Off for Full and Part Time
7 Paid Holidays
Parts and Services Discount
401K Matching
Company Profit Sharing
Air-Conditioned Shop
Available Tool Support Program


REQUIREMENTS:

High School Diploma/GED or Equivalent
Valid Driver's license and an acceptable driving record
Bilingual applicants are encouraged


Employees must be legally authorized to work in the United States. Verification of employment eligibility will be required at the time of hire.

Successful completion of a drug/alcohol test and background check are required for all positions, post-offer and acceptance of the position.

Smart Motors, Inc. is an Equal Opportunity employer.

The above statements are intended to describe the general nature and level of work being performed by people assigned to this job. They are not intended to be an all-encompassing list of responsibilities, duties and skills required of personnel so classified.
Show less "
58,Management and Manufacturing,Motor Vehicle Manufacturing,"Join us!

Since 1946, Fletcher Jones has grown to be one of the largest and most respected family-owned automotive groups in the world. We pride ourselves on creating a superior customer experience from purchase, to service and beyond. Our commitment is our guests' complete satisfaction every step of the way.

At Fletcher Jones, we attract, nurture, and retain the most talented people in the industry by providing the highest quality work environment where productivity, creativity, and personal and professional growth can flourish. We believe our team sits behind the wheel of the Fletcher Jones brand that drives our company toward success.

Health/Life & Disability Benefits

Group Health Plan
Voluntary Insurance
Employer Assistance Program
Flexible Spending Account Plan


Benefits for Every Day

Payroll Direct Deposit


Benefits for Tomorrow

Paid Holidays
Vacation
Paid Sick time
401K Retirement Plan


Responsibilities

Perform work specified on the repair order with efficiency and in accordance with dealership.
Test-drive vehicles, and test components and systems, using diagnostic tools and special service equipment.
Diagnose, maintain, and repair vehicle automotive systems including engine, transmission, electrical steering, suspension, brakes, air conditioning, etc.
Communicate directly with the Service Advisor so that customers are informed if any additional service is needed. Provide an estimate of time needed for additional repairs.
Execute repairs under warranty to manufacturer specifications.


Qualifications

Degree in Automotive Technology preferred
High school diploma or equivalent
Dexterity, requiring a steady hand, excellent hand-eye coordination
Mechanical and troubleshooting skills and ability to operate electronic diagnostic equipment
Excellent customer service skills and basic computer competencies
Positive, friendly attitude, along with an eagerness to improve
Enjoy working in a dynamic environment
Teammate with ability to collaborate with others effectively
Ability to learn new technology, repair and service procedures and specifications
Valid driver's license and clean driving record


We are an equal opportunity employer and prohibit discrimination/harassment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
Show less "
59,"Other, Information Technology, and Management",Motor Vehicle Manufacturing,"We are a growing dealership with busy sales, service, parts and collision center departments looking for fun, friendly people to add to our team. Part Time and Full Time positions. Don't be shy, apply now!

We are always looking for energetic people with a good work ethic. We treat people with respect. Why wait?

We are an equal opportunity employer and prohibit discrimination/harassment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
Show less "
60,"Research, Analyst, and Information Technology",Motor Vehicle Manufacturing and Manufacturing,"This is an accelerated graduate program designed for high potential, highly-mobile, and candidates with strong interest in the automotive industry, including automotive finance. The selected individual will rotate through three placements over an exciting 18 month period. This program is not a shadow experience and individuals will be exposed to hands on training in all aspects of the business.




Audi Product Management is responsible for the strategy and planning of Audi’s future portfolio of Audi vehicles and connected services. The candidate in this role will have an opportunity to learn from and contribute to each of the 3 primary Product Management teams: Product Launch, Connected Services, and Product Planning – User Experience.




Day To Day Responsibilities




Support Product Management team members on assigned tasks related to:




Quantitative and qualitative research on assigned topics
Analytics for reporting, business case development, and options assessments
Collaborating with global planning teams and local development organizations
Working across teams to formulate requests and identifying options/solutions
Developing impactful messaging based on an understanding of technical details




Rotation 1 Key Responsibilities




Product Launch
Gain exposure to Audi’s Products & Services and cross-functional teams/processes
Support the Launch & EV Programs team on Digital topics




Rotation 2 Key Responsibilities




Connected Services
Learn about Audi Connected Services and support team with competitive assessments, market/regulatory trends, customer insights, and Customer Journeys
Support Service Line Managers on analytics, planning, and message development




Rotation 3 Key Responsibilities




Product Planning
Learn about vehicle product and portfolio management
Support User Experience Research and Market Requirements implementation




Hybrid




Primary Location




United States-Virginia-Herndon




Required Qualifications




Bachelor’s Degree in Business, Technology, or Finance/Economics with Minor in Strategy, Innovation Entrepreneurship or related topics
Solid GPA
Graduation Date no earlier than Fall 2021




Required Skills




Teamwork, Problem-solving, Communication, Adaptability, Critical Thinking, Time Management, and Quantitative Analysis skills.
Fast learner with the ability to collaborate across organizational boundaries
Highly proficient in Microsoft Office applications




Desired Skills




Perspectives from a new generation of mobility consumers that can help shape how Audi plans it’s products and services in the future




Work Flexibility




We require an individual who is willing and able to learn quickly, adapt, travel and potentially relocate.
Show less "
61,Management and Manufacturing,Motor Vehicle Manufacturing,"We are seeking a Machine Operator to join our team! You will help oversee operational activities and ensure excellent quality control. Responsibilities: * Oversee and coordinate plant operations and activities * Troubleshoot and resolve issues in a timely fashion * Load and unload equipment and materials * Perform various jobs as assigned by foreperson such as packing, large press operations, special assembly, dumping of trash and general clean up, etc. * Must produce quality parts and follow directions of supervisor. Qualifications: * Previous experience in plant operations or other related fields * Familiarity with plant tools and equipment * Ability to handle physical workload * Ability to thrive in a fast-paced environment Company Description Unique Fabricating was founded in 1975 supporting automotive OEMs and their Tier One suppliers, with non-metallic die-cut parts delivering solutions for acoustic, air/water sealing, and BSR applications. Today we have expanded our leadership position into additional markets: appliance/ commercial HVAC, medical and consumer/off-road offering a wide range of engineered molded and die-cut component options. These unique technologies are available from an unmatched North American manufacturing footprint which includes locations in the United States, Mexico, and Canada. Our influential presence in multiple markets makes us a destination for suppliers looking to introduce innovative/lower cost value added materials. We will continue to invest in our mission to eclipse customer expectations including; delivering a cost competitive/quality part every time, access to engineering support throughout your organization, on-time and complete delivery performance, and production facility assembly assistance, all directed at providing customers with the Unique Advantage. Unique Fabricating is committed to building our company with integrity.




Unique Fabricating was founded in 1975 supporting automotive OEMs and their Tier One suppliers, with non-metallic die-cut parts delivering solutions for acoustic, air/water sealing, and BSR applications. Today we have expanded our leadership position into additional markets: appliance/ commercial HVAC, medical and consumer/off-road offering a wide range of engineered molded and die-cut component options. These unique technologies are available from an unmatched North American manufacturing footprint which includes locations in the United States, Mexico, and Canada. Our influential presence in multiple markets makes us a destination for suppliers looking to introduce innovative/lower cost value added materials. We will continue to invest in our mission to eclipse customer expectations including; delivering a cost competitive/quality part every time, access to engineering support throughout your organization, on-time and complete delivery performance, and production facility assembly assistance, all directed at providing customers with the Unique Advantage. Unique Fabricating is committed to building our company with integrity.
Show less "
62,Management and Manufacturing,Motor Vehicle Manufacturing,"Location: Aurora, CO

Employment Type: Full Time

Position Type: Hourly

Pay Range: $16.00 - $20.00 per hour

Guided by our core values, Our Service Team focuses on the guest experience and going the extra mile to exceed their expectations. This is no ordinary desk job-If you are someone who likes being up on your feet and providing the highest level of hospitality in all situations, we have the job for you!

Our organization is a place with limitless advancement opportunities...if you’re looking for a career, not just a job, we hope you will consider Schomp Automotive.

The Ford Service Drive Attendants keep cars flowing through our Service Departments. You’ll greet customers, move vehicles, and work with Service Advisors and Technicians to ensure our customer’s vehicles receive first-class care at all times.

Responsibilities

Greet and direct guests to the reception area or introduce them to the appropriate departmental Manager/Advisor.
Keep new and used vehicle lots neat and orderly, moving cars as directed.
Prepare customer vehicles for delivery following service.
Pick-up and return customer vehicles from their home or office for service.
Clean driveway and sidewalks, removing snow and debris as necessary.


Requirements

Interest in growing in automotive
Clean driving record or minimal violations
Valid Driver's license
Must be 18 years or older


Why Schomp:

Full suite of insurances - medical, dental, life,
Pet insurance, you read that right, insurance for your furry or not-so-furry friends
401(k) with company match
Paid Time off - Vacation, sick, and benefit days
Short-term and long-term disability
Accident insurance
On site Gym/ Gym reimbursement
Culture that values and recognizes
Committed to your career, leadership, and development training
With all of the organizational growth, we offer a wealth of career opportunities
The best part of automotive: Employees are eligible for discounts on vehicles, parts, and service


Schomp Automotive Group is an Equal Opportunity Employer

The compensation range represents the low and high end of the compensation range for this position. Actual compensation will vary depending on factors including but not limited to location, experience, and performance. The range listed is just one component of the total compensation package for employees. Other rewards may include bonuses, Paid Time Off policy, and region-specific benefits.

If you are an individual with a disability and need a reasonable accommodation to assist with your application for employment or the recruiting process, please contact us by sending an email to HRTEAM@schomp.com or contact 720-800-6265.
Show less "
63,Management and Manufacturing,Motor Vehicle Manufacturing,"We are looking for an individual who is willing to work in a fast-paced, high-energy work environment. We need team players with a positive attitude. This is a great entry-level job with the potential to branch out into different departments and continued growth. The Automotive Detailer cleans vehicles inside and out, performs regular maintenance (non-mechanical services), moves vehicles, and performs other duties assigned by the manager, all completed in a safe and timely manner. Oak Ridge Nissan is an award-winning employer, having been recognized by the Nissan Award of Excellence and various other awards. We offer factory training programs, ASE tuition reimbursements, and a clear career advancement trajectory. If you are looking for an award-winning team that knows how to get things done you should apply today.

Benefits:

Competitive Pay
Flexible Working Hours
Health Insurance
401(K)


Responsibilities

Clean, wax, polish, refurbish and detail vehicles that were collision damaged, as well as old and new vehicles
Inspect finished products to ensure the highest quality service
Understand and deliver on specific customer requirements
Maintain proper function of all service tools and equipment
Directly report any damage to the supervising manager in a clear and timely fashion
Coordinate and arrange work effectively with team members
Maintain excellent standards and quality of service to positively represent the organization
Other duties as assigned


Qualifications

Positive attitude and can-do mentality
Hardworking personality, shown leadership qualities and eagerness to improve
Excellent communication and customer service skills
Valid driver's license and clean driving record


We are an equal opportunity employer and prohibit discrimination/harassment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
Show less "
64,Management and Manufacturing,Motor Vehicle Manufacturing,"CRASH CHAMPIONS

Collision Repair-General Manager

CHAMPIONS DO MORE

Welcome to our story. It’s a tale of being different. Obsessing over details. It’s the product of patience, and steadily honing our craft before setting out to innovate the industry we all love.

Today, Crash Champions is home to a collection of team members driven by a deeply-rooted purpose and guided by a powerful principle: Here, We Do More.

It’s the Crash Champions DNA and it’s the mark of who we are. Above everything, we believe in what we do; and we hold fast to the conviction of why we do it. We serve our customers and business partners with an unexpected level of personal and professional service to build trust at every touch point.

BECAUSE WE BELIEVE

THE DIFFERENCE IS TRUST

Essential Functions

Responsible for the overall leadership and management of the facility

Monitor and maintain company targets and standards for performance and growth

Manage a shop that by all standards (especially, KPI’s, Customer Service, Quality and Profitability) is in the top 10% of the industry

Model and holds team accountable for providing the highest level of customer service in the industry and living the Crash Champions Total Sales Attitude (TSA) every day

Recruit, manage and develop employees for future growth within our organization

Measures quality standards by performing in-process and final quality checks

Facilitates and nurtures relationships with insurance accounts, agents and customers

Excels in a fast paced, competitive work environment while ensuring positive employee morale

Creating and instilling a sense of urgency with the team to exceed goals

Ensure that the shop is maintained, organized, and looks good inside and out

Benefits

Competitive pay

401K with company match

Medical/Vision/Dental Insurance

Responsibilities

Meet or exceed location revenue goals and other KPIs: Manage the front and back of shop from vehicle intake through delivery to ensure a high level of shop throughput, production quality and efficiency, such that the location meets or surpasses KPIs

Labor assignment and production management: Responsible for assigning repair jobs to Body Technicians and prioritizing vehicles for teardown or paint

Teammate support: Support teammates during peak times by receiving customers, checking-in vehicles and writing estimates as needed

Monitor and attain production goals and standards: Ensure all repairs are in line with Service King and I-Car quality standards, all repairs are billed accurately and correctly, and back of shop PPE protocol is upheld for teammate safety

Complete shop payroll and staffing in a timely manner: Ensure production staff adheres to punch-in/out guidelines and flag-hour procedures for weekly payroll processing and manage staff PTO, vacation or leave

Manage daily production flow: Communicate with team (Body Technicians, Repair Planners, Shop Assistants) to ensure production is moving as needed to meet delivery requirements

Write DRP complaint estimates (as needed): Write complete estimates after full disassembly and damage discovery, update CEï¿½s estimates as needed, and lock final estimates

Team acquisition, coaching and development: Responsible for understanding all teammate position requirements, interviewing and hiring the best candidates for roles based on skills and experience, and providing individual teammate performance coaching, feedback and support for growth/progression opportunities

Core Competencies

Additional responsibilities as assigned Competencies:

Teamwork - Builds strong relationships and works collaboratively with others to meet shared goals; Strengthens relationships by promoting mutual trust and supporting teammates.

Accountability - Holds self and others accountable to meet and exceed commitments; Focuses on quality results, monitors progress, learns from mistakes, and strives for improvement.

Results Driven - Can be counted on to drive pace to achieve results and consistently meet or exceed expectations; Executes priorities with a focus on critical work to achieve targeted goals.

Sound Judgment - Makes good decisions by analyzing the situation, leveraging experience, and using available information; Objectively evaluates problems, discovers root causes, and works toward timely resolution.

Customer Focus - Maintains a relentless focus on customers and is committed to the continuous improvement of services; Keeps internal and external customers in mind at all times and strives to proactively address customer concerns and needs.

Leadership Competencies

Model the Way - Be authentic to the Crash Champion Values, ï¿½The Crash Champions Wayï¿½; Be the example by aligning your behaviors in a way that shows others how to act.

Inspire a Shared Vision - Challenge yourself and your team by creating bold objectives that excite and inspire; Create a personal connection between a teammateï¿½s goals, your teamï¿½s goals and Service Kingï¿½s Vision.

Challenge the Process - Be the owner of the process committed to constant improvement both personally and collectively as a team; Look for new ways to get things done effectively and learn from mistakes.

Enable Others to Act - Develop your talent by ensuring teammates are engaged, challenged, and growing; Share power and responsibility by involving your team on routine and important tasks and decisions.

Encourage the Heart - Recognize hard work and reward success; Build strong relationships by caring about your team and celebrating both large and small victories.

Specialized Competencies

Analytical Ability - Ability to work with a large number of details and data; Ability to analyze and challenge details, data and facts prior to decision making in order to repeatedly make accurate decisions

Attention to Detail - Ability to process detailed information effectively and consistently

Multi-tasking - Ability to work on and successfully complete many different tasks or projects at the same time

Stress Management - Ability to perform under pressure and in adversity

Time Management - Ability to analyze workload, assign priorities and maintain focus on tasks at hand in order to efficiently get work done

Written and Verbal Communication - Ability to provide clear, concise information in writing, via phone or in-person

Position Requirements

Basic/Required:

Knowledge of Collision Industry including high-level knowledge of insurance procedures and requirements for a variety of carriers

Aptitude in decision-making and problem solving

Ability to lead and work collaboratively with others to meet shared objectives

Demonstrated ability to meet deadlines and achieve successful results

Proficient knowledge and use of estimating software

Proficient with Computers and other technology

Valid driverï¿½s license required

Legally authorized to work in the United States

Preferred

Bilingual (Spanish)

I-Car certification

Previous experience working in CCC ONE Total Repair Platform

Crash Champions provides equal employment and affirmative action opportunities to applicants and employees without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability.
Show less "
65,Engineering and Information Technology,Motor Vehicle Manufacturing,"When we say 'the best or nothing' we aren't just talking about our cars. We are seeking qualified candidates with drive and passion who want a career in the automotive industry to join our exceptional team of technicians. A Mercedes-Benz Apprentice/Express Technician will work under the supervision of an experienced master or senior technician where they can increase their knowledge and skills to progress to a Mercedes-Benz Technician. Our dealership prides itself on providing an exceptional experience to its external customer and is equally committed to providing an exceptional experience to its internal customers – its team members. Our ownership has crafted a core management team who share in the belief that the success of Mercedes-Benz of Westminster is created within each of its people. Mercedes-Benz of Westminster actively seeks to develop talent in order to promote within.

ESSENTIAL DUTIES:

Learns to perform quality vehicle service maintenance and repairs under the supervision of a master or senior Mercedes-Benz Technician utilizing all tools available in order to do so.
Performs safety inspections, oil changes, lubrication work, basic maintenance, and minor repairs as directed under the supervision of a master or senior Mercedes-Benz Technician.
Works with Service Consultants to communicate vehicle needs and proper vehicle repairs.
Works with Team Leads as required to complete assigned work.
Perform at a high efficiency to complete client’s vehicles and operates by utilizing lean production methods in order to do so.
Keeps work areas neat, clean and free of all clutter; operating in a high professional environment.
Helps maintain shop equipment and tools; returning them once complete.
Attends training classes and departmental meetings.
Operates all tools and equipment in a safe manner.


SKILLS / REASONING ABILITY / PERFORMANCE EXPECTATIONS: Ability to learn new technology and repair and service procedures and specifications. Continually demonstrating professional and inter-personal skills with customers, vendors and co-workers which ultimately results in high customer satisfaction. Social skills that produce an environment of support and achieving goals together as a team. Ability to maintain a positive and cooperative atmosphere. Skills to problem solve in complex, real world or ill-defined situations.

Experience, Education, Certificates, Licenses, Etc.

Basic knowledge of automobiles
Must be Customer oriented
Familiar with auto industry and Mercedes-Benz products is recommend (not required)
Detail oriented and excels in a fast-paced, results driven team environment
Valid driver’s license and good driving record
Professional appearance and work ethic


BENEFITS:

Production Bonus
Paid holidays
Paid vacation after one year
401(k) with 50% company match of first 4% of contribution
Insurance – Medical, Dental, Vision
Team Member auto purchase discount
Team Member Parts & Service discount
Exceptional commitment to Team Member engagement including monthly Team Committee meetings
Quarterly community involvement opportunities
Strong Advancement and Career Development Opportunities
Culture of Coaching and Mentoring
Many long-tenured employees including seven Team Members employed since day one – 15 years
Monthly Catered Lunch and Team Recognition


Show less "
66,Other,Motor Vehicle Manufacturing,"We are Titus-Will Ford in Tacoma, one of the largest Ford dealerships in the Northwest! Titus-Will is a trusted, family-owned and operated business since 1938. Many of our employees have made a career of working on our team. We are currently looking for Automotive Service Advisors to join our incredible service department. Candidates need to have at least 1 year of experience in writing service.

What We Offer

Base salary of $2,000 - $3,000/month based on experience plus 2.0% - 2.5% commission of payable parts and labor sales
Medical/Dental/Vision
401-K retirement savings plan eligible after 90 days of employment
1.0 hours Paid Time Off (PTO) earned for every 40.0 hours worked
7 Paid Holidays
Supplied Uniforms
Direct deposit
More benefit information available at: https://tituswilljobs.com/service-advisor/service-advisor-additional-information/


Qualifications

At least 3 years of Service Advisor/Writer experience is required
Valid driver’s license and clean driving record
Excellent phone skills
High School Diploma or GED (required)


Responsibilities

Greet every customer and begin the write-up process
Write up and manage all repair orders and purchase orders
Answer phones and set appointments
Advise customers on maintenance and repairs recommended
Liaison between customers and technicians
Keep in constant contact with customers
Open and close purchase orders and sublet billing
Work closely with the parts department
Collect payment and close repair orders


At Titus-Will, you have the ability to work on all makes and models, including Ford, Toyota, General Motors, and Hyundai. We also service other makes at our dealerships and at our dedicated service center in Downtown Tacoma. Please visit tituswilljobs.com to see all of our current openings!

Titus-Will is a drug-free workplace and an equal opportunity employer and prohibits discrimination and harassment of any kind based on race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. To be considered for employment, you will be required to take a pre-employment drug screen (excluding marijuana). For positions involving driving company and/or customer vehicles, you will be required to provide a copy of your driving record (available at your local DMV).
Show less "
67,Other,Motor Vehicle Manufacturing,"We are Titus-Will Lube Center in Olympia! Titus-Will is a trusted, family-owned and operated business since 1938. Many of our employees have made a career of working on our team. We are seeking fun, friendly, career-oriented individuals with a long-term goal of becoming certified technicians. Lube or Maintenance Tech experience is preferred but not required.

What We Offer

$35,360 - $45,760/year depending on experience
Bonuses and incentives availabe
1.0 hours Paid Time Off (PTO) earned for every 40.0 hours worked
Flexible schedules
7 Paid Holidays
Paid apprenticeship programs
Paid factory training
Tool assistance
Company supplied uniforms
Employee discounts
Direct deposit
Medical/Dental/Vision
401k retirement savings plan eligible after 90 days of employment
Highly productive shop with the newest technology and equipment
More benefit details available at: https://tituswilljobs.com/hourly-non-commissioned-full-time-benefits/


Qualifications

No experience is needed!
Valid driver’s license
Willingness to learn and grow in your career


At Titus-Will, you have the ability to work on all makes and models, including Ford, Toyota, General Motors, and Hyundai. We also service other makes at our dealerships and at our dedicated service center in Downtown Tacoma. Please visit tituswilljobs.com to see all of our current openings!

Titus-Will is a drug-free workplace and an equal opportunity employer and prohibits discrimination and harassment of any kind based on race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. To be considered for employment, you will be required to take a pre-employment drug screen (excluding marijuana). For positions involving driving company and/or customer vehicles, you will be required to provide a copy of your driving record (available at your local DMV).
Show less "
68,Other,Motor Vehicle Manufacturing,"Ready to join a winning team? Your next opportunity awaits at Mercedes-Benz of Ontario. We are hiring a Service Advisor to join the team.

The Service Advisor is responsible for ensuring an exemplary experience for the service customer by providing a prompt and friendly greeting, listening to their description of problems or services needed, preparing repair orders and being proactive, accurate and thorough in communication. The Service Advisors serves as a liaison between customer and technician ensuring the customer’s needs are understood by the technician and the recommended service and/or repairs are understood by the customer.

Benefits

Health insurance
Dental insurance
Vision insurance
Paid time off
401(k)
401(k) matching
Flexible spending account
Professional development assistance
Life insurance
Employee assistance plan
Disability insurance


Pay Scale Information

Employees in this position will primarily be paid commissions, but they will also be paid minimum wage for non-sales work and for rest periods. Commission amounts vary based on performance, but the expected average hourly earnings from commissions are approx. $15.50 - $90 / hour.

Qualifications

Valid in-state driver’s license and clean driving record
Previous experience as a Service Advisor preferred


Responsibilities

Prepare accurate Repair Orders showing time, cost and labor estimates, verifying warranty and service contracts and reviewing with clients. Help to identify mechanical problems with fact-finding questions and performing and interactive visual inspection arranging road test if necessary
Promote the sale of labor, parts and accessories by providing explanation of estimates and obtaining approval for work that is sold
Follow the progress of service repairs and provide customers with timely updates
Maintain appropriate levels of customer service and client retention by resolving customer complaints or concerns immediately and appropriately; assume ownership of the customer's experience by carrying out those additional assignments that allow the dealership to leave a positive impression with the customer


At Fletcher Jones, we attract, nurture, and retain the most talented people in the industry by providing the highest quality work environment where productivity, creativity, and personal and professional growth can flourish. We believe our team sits behind the wheel of the Fletcher Jones brand that drives our company toward success.

We are an Equal Opportunity Employer
Show less "
69,Management and Manufacturing,Motor Vehicle Manufacturing,"Your next opportunity awaits at Audi Fremont. We are hiring a Shuttle Driver to join our team. This is a part-time position.

The Shuttle Driver is responsible for transporting customers to and from their destination in a professional and safe manner.

Pay Scale Information

$19 - $20 / hour

Qualifications

High School Diploma or equivalent
Previous experience in a related role preferred
Valid driver’s license and clean driving record required


Responsibilities

Transport customers to and from their destination in a professional and safe manner.
Assist passengers in and out of shuttle while keeping a timely shuttle route without delays.
Monitor shuttle vehicle maintenance and fuel.
Run errands for the dealership as directed.
Provide excellent customer service to internal and external customers at all times.
Employ good judgment, safe driving skills, abide by all traffic regulations.
Operate radio or similar device to communicate with dealership or other vehicles to report disruption of service according to traffic regulations.
Maintain a record of trips including names of passengers and destination or pick-up point.
Notify service manager of any servicing the shuttle vehicle may require, such as oil changes, tires, cleaning, and general maintenance


At Fletcher Jones, we attract, nurture, and retain the most talented people in the industry by providing the highest quality work environment where productivity, creativity, and personal and professional growth can flourish. We believe our team sits behind the wheel of the Fletcher Jones brand that drives our company toward success.

We are an Equal Opportunity Employer
Show less "
