"",Job Function,Industry,Job Description,Segment,female,male
59,Information Technology,Telecommunications,"Job Title: Fiber Splicer

Business Unit: Congruex Matrix

Department: Construction

Employment Status: Full-time, Non-exempt, Hourly

Compensation: We will determine salary based on skills and experience in relation to the function of the role, as well as equity to any other employees in the same or similar role.

Company Profile

Networks Built Better.

Congruex is a multi-national organization that specializes in broadband network construction and engineering. We support some of the largest service providers in the United States with a footprint that extends across the nation. Our turn-key design and build solutions allow our customers to deliver more data, more bandwidth, and ultimately support more devices for their end users.

Our diverse self-perform capabilities allow us to deliver high quality telecommunications and utility solutions with efficiency as one combined end-to-end business.

Congruex is a growing collection of subsidiary operating units. Our unified vision is to be the nation’s largest end-to-end provider of network design, engineering, construction, and maintenance for broadband operators. We are One Congruex.

Our Mission & Values

It is our mission to satisfy our customers by providing the expertise, technology, and resources necessary to build better networks.

Congruex is committed to the overall health, wellness, and safety of our people. We support diversity, inclusion, and the right to live freely with mutual respect.

These values are ingrained in our core values of GRIT.

At Congruex, GRIT is an acronym for guts, reliability, improvement, and teamwork – having the GUTS to do the right thing, being RELIABLE to deliver what we promise, IMPROVING ourselves every day, and embracing TEAMWORK together as One Congruex.

Job Summary

Fiber Splicer and/or Tester to perform work in the Valparaiso, IN area

Job Responsibilities (Including, But Not Limited To)

Ability to read prints and understand the fiber optic color code to install and test fiber cable in a variety of environments (underground, aerial).Ability to use fiber fusion splicing machines (including a mass fusion splicing machine) and operate a variety of different OTDR and power meters.
Ability to place of both aerial and underground splice closures along with a variety of other closures common to the splicing and termination of fiber optic cables.
Perform testing utilizing OTDRs, Power Meter/Light Sources and VFLs. Record and document testing per customer specifications.
Bond and ground fibers according to client specifications.
Always maintain a professional working attitude with co-workers and customers and adhere to safety practices and procedures.
Additional responsibilities as directed by the Foreman/Construction Manager.
Familiarization with Fujikura splicing tools and materials is a plus

Required Skills & Qualifications

1 + years of experience as a fiber splicer
Experience while working from blueprints, specifications, and system documentation
Will have a thorough working knowledge of most widely used construction practices of fiber cable.
Current valid driver’s license with a clean driving record is required.
Must be capable of carrying a 24-foot ladder and wearing fall protection when needed.
Work up to 6 days per week in an all-weather environment and be willing to travel as required.
All applicants must follow safety guidelines and wear personal protective

All requirements are subject to possible modification to reasonably accommodate individuals with disabilities.

This job description in no way states or implies that these are the only duties to be performed by the employee occupying this position. Employees will be required to follow any other job-related instructions and to perform other job-related duties requested by their supervisor.

Requirements are representative of minimum levels of knowledge, skills, and/or abilities. To perform this job successfully, the incumbent will possess the abilities or aptitudes to perform each duty proficiently.

This document does not create an employment contract, implied or otherwise, other than an “at-will” employment relationship.
Show less ",1,0,0
60,Information Technology,Telecommunications,"Job Title: Fiber Splicer

Business Unit: Congruex Matrix

Department: Construction

Employment Status: Full-time, Non-exempt, Hourly

Compensation: We will determine salary based on skills and experience in relation to the function of the role, as well as equity to any other employees in the same or similar role.

Company Profile

Networks Built Better.

Congruex is a multi-national organization that specializes in broadband network construction and engineering. We support some of the largest service providers in the United States with a footprint that extends across the nation. Our turn-key design and build solutions allow our customers to deliver more data, more bandwidth, and ultimately support more devices for their end users.

Our diverse self-perform capabilities allow us to deliver high quality telecommunications and utility solutions with efficiency as one combined end-to-end business.

Congruex is a growing collection of subsidiary operating units. Our unified vision is to be the nation’s largest end-to-end provider of network design, engineering, construction, and maintenance for broadband operators. We are One Congruex.

Our Mission & Values

It is our mission to satisfy our customers by providing the expertise, technology, and resources necessary to build better networks.

Congruex is committed to the overall health, wellness, and safety of our people. We support diversity, inclusion, and the right to live freely with mutual respect.

These values are ingrained in our core values of GRIT.

At Congruex, GRIT is an acronym for guts, reliability, improvement, and teamwork – having the GUTS to do the right thing, being RELIABLE to deliver what we promise, IMPROVING ourselves every day, and embracing TEAMWORK together as One Congruex.

Job Summary

Fiber Splicer and/or Tester to perform work in the Schaumburg, IL area

Job Responsibilities (Including, But Not Limited To)

Ability to read prints and understand the fiber optic color code to install and test fiber cable in a variety of environments (underground, aerial).Ability to use fiber fusion splicing machines (including a mass fusion splicing machine) and operate a variety of different OTDR and power meters.
Ability to place of both aerial and underground splice closures along with a variety of other closures common to the splicing and termination of fiber optic cables.
Perform testing utilizing OTDRs, Power Meter/Light Sources and VFLs. Record and document testing per customer specifications.
Bond and ground fibers according to client specifications.
Always maintain a professional working attitude with co-workers and customers and adhere to safety practices and procedures.
Additional responsibilities as directed by the Foreman/Construction Manager.
Familiarization with Fujikura splicing tools and materials is a plus

Required Skills & Qualifications

1 + years of experience as a fiber splicer
Experience while working from blueprints, specifications, and system documentation
Will have a thorough working knowledge of most widely used construction practices of fiber cable.
Current valid driver’s license with a clean driving record is required.
Must be capable of carrying a 24-foot ladder and wearing fall protection when needed.
Work up to 6 days per week in an all-weather environment and be willing to travel as required.
All applicants must follow safety guidelines and wear personal protective

All requirements are subject to possible modification to reasonably accommodate individuals with disabilities.

This job description in no way states or implies that these are the only duties to be performed by the employee occupying this position. Employees will be required to follow any other job-related instructions and to perform other job-related duties requested by their supervisor.

Requirements are representative of minimum levels of knowledge, skills, and/or abilities. To perform this job successfully, the incumbent will possess the abilities or aptitudes to perform each duty proficiently.

This document does not create an employment contract, implied or otherwise, other than an “at-will” employment relationship.
Show less ",1,0,0
61,Manufacturing,Telecommunications,"Somos una compañía de tecnología amigable con el ambiente. Nuestra misión es reducir el desperdicio causado por el hiperconsumo.




Requerimientos




Esta posición está considerada como Trabajo Pesado ya que incluye el estar dispuesto y ser capaz de mover pallets y cajas que pesan de 25 a 50 libras la mayor parte del tiempo.
Estar dispuesto a trabajar en una bodega que esta ventilada por ventiladores y no tiene Aire Acondicionado.
Estamos buscando individuos atentos al detalle que se sientan cómodos en el uso de computadores y hojas de cálculo, en un ambiente de bodega/almacén.
Entre las responsabilidades principales deberá cargar y descargar cajas, clasificar aparatos electrónicos de acuerdo con su marca, tamaño, etc. Esto incluye ademas, limpiar, empacar, entre otras actividades relacionadas con bodegas y almacenes.
Imprescindible tener buena vista y coordinación mano-ojo,
Tiene que ser capaz de mantenerse en pie por las 8 horas de la jornada laboral.




Horario de Trabajo: 8:00 am a 5:00 pm.




Dias: Lunes a Viernes.




Paga: $13 por hora




Acerca de Early Upgrade




Early Upgrade fue fundada en el 2009 y se ha desenvuelto desde entonces como un líder del segundo ciclo de vida de los celulares, componentes y electrónicos para el consumidor; siendo expertos en el valor añadido en distribución, reclamación de partes, renovación de equipos, y los programas ITAD de eliminación de datos. Atendemos las necesidades de escuelas, corporaciones, programas de permutas, y venta al por mayor y menor de clientes online al rededor del mundo, desde nuestra sede principal certificada R2, de 120,000 pies cuadrados, en Jacksonville, FL.




About Early Upgrade




Early Upgrade was founded in 2009 and has developed as a leading player across the secondary lifecycle of mobile devices, components, and consumer electronics, with a core expertise in value-add forward distribution, parts reclamation, refurbishment, and IT Asset Disposition programs. We service schools, corporations, trade-in programs, other ITAD organizations, and wholesale and e-tail customers globally, out of our 120,000 square-foot R2 certified headquarters in Jacksonville, FL.
Show less ",1,0,0
62,Management and Manufacturing,Telecommunications,"Company Background




Founded in 1977, TriStruX provides comprehensive turnkey telecommunications service solutions to the industry's largest wireless telecom carriers, equipment OEMs, MSOs, and tower companies. The company leverages in-house and subcontracted labor to accommodate all aspects of the telecommunications industry, focusing on telecommunication, fiber, 5G and civil installation and construction services in the largest US metro areas and more than 20 states nationally. In December 2021, the company completed an investment for majority control from Huron Capital, a Private Equity firm based in Detroit, MI. The company competes in markets leveraging an addressable market of $55B in annual wireless carrier capital spending.




Job Summary




We are looking for an organized and motivated warehouse assistant to join our facility. The warehouse assistant will be responsible for ensuring inventory is processed, organized, and stored. The warehouse assistant will also package, scan, and prepare orders for delivery. The ideal candidate is comfortable working on their feet, focused on meeting quotas, and experienced in inventory software and databases. The warehouse assistant may also operate heavy machinery, or drive equipment, so a candidate with experience and a valid driver’s license is preferred.




Responsibilities




Move inventory and materials across facilities
Process inventory for delivery
Sort, organize and store inventory in the proper location
Package items and label correctly
Scan delivered items and ensure quality
Report damaged or missing inventory to supervisors
Stack and organize large bulk items
Remove inventory from trucks or shipping and delivery to proper location
Update logs and documentation for inventory processing
Move materials from facilities to workstations, pick-up locations, or other locations
Operate heavy machinery like forklifts to move or store inventory
Ensure workspace is free of debris and remove safety hazards from aisles
Work as an active team member to complete team goals
Prepare documentation and inventory for audits




Education And Experience




High school degree or equivalent.
License or certification as dictated by the state to operate heavy machinery as needed.
Valid driver’s license.
Able to pass drug test/background check.
Physically able to stand, sit, move, squat, walk, and climb during the course of the shift.
Physically able to lift up to 50 pounds or more.
Excellent verbal and written communication skills.
Able to work in a fast-paced environment.
Familiarity with inventory software, and able to upload data into the company system.
Able to work independently.
Pays attention to detail and monitors the quality of inventory.
Highly organized and able to store items efficiently.
Must follow all health and safety procedures and regulations as dictated by the organization and the state.




This job description in no way states or implies that these are the only duties to be performed by the employee(s) incumbent in this position. Employee(s) will be required to follow any other job-related instructions and perform any other job-related duties requested by any person authorized to give instructions or assignments.




A review of this position has excluded the marginal functions of the role that are incidental to the performance of fundamental job duties. These duties and responsibilities are essential job functions and requirements and are subject to possible modification to reasonably accommodate individuals with disabilities. To perform this job successfully, the incumbent(s) will possess the skills, aptitudes, and abilities to perform each duty proficiently. Some requirements may exclude individuals who pose a direct threat or significant risk to the health or safety of themselves or others. The requirements listed in this document are the minimum levels of knowledge, skills, or abilities.




TriStruX is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: TriStruX is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at TriStruX are based on business needs, job requirements, and individual qualifications, without regard to race, color, religion or belief, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. TriStruX will not tolerate discrimination or harassment based on any of these characteristics. TriStruX encourages applicants of all ages.
Show less ",1,0,0
63,Information Technology,Telecommunications,"Job Title: Fiber Splicer

Business Unit: Matrix

Department: Construction

Employment Status: Full-time, Non-exempt, Hourly

Compensation: We will determine salary based on skills and experience about the function of the role, as well as equity to any other employees in the same or similar role.

Company Profile

Networks Built Better.

Congruex is a multi-national organization that specializes in broadband network construction and engineering. We support some of the largest service providers in the United States with a footprint that extends across the nation. Our turn-key design and build solutions allow our customers to deliver more data, more bandwidth, and ultimately support more devices for their end-users.

Our diverse self-perform capabilities allow us to deliver high-quality telecommunications and utility solutions with efficiency as one combined end-to-end business.

Congruex is a growing collection of subsidiary operating units. Our unified vision is to be the nation’s largest end-to-end provider of network design, engineering, construction, and maintenance for broadband operators. We are One Congruex.

Our Mission & Values

It is our mission to satisfy our customers by providing the expertise, technology, and resources necessary to build better networks.

Congruex is committed to the overall health, wellness, and safety of our people. We support diversity, inclusion, and the right to live freely with mutual respect.

These values are ingrained in our core values of GRIT.

At Congruex, GRIT is an acronym for guts, reliability, improvement, and teamwork – having the GUTS to do the right thing, being RELIABLE to deliver what we promise, IMPROVING ourselves every day, and embracing TEAMWORK together as One Congruex.

Job Summary

Fiber Splicer and/or Tester to perform work in the Columbus, Ohio area

Job Responsibilities (Including, But Not Limited To)

Ability to read prints and understand the fiber optic color code to install and test fiber cable in a variety of environments (underground, aerial)
Ability to use fiber fusion splicing machines (including a mass fusion splicing machine) and operate a variety of different OTDR and power meters
Ability to a place both aerial and underground splice closures along with a variety of other closures common to the splicing and termination of fiber optic cables
Perform testing utilizing OTDRs, Power Meter/Light Sources, and VFLs. Record and document testing per customer specifications.
Bond and ground fibers according to client specifications
Always maintain a professional working attitude with co-workers and customers and adhere to safety practices and procedures
Additional responsibilities as directed by the Foreman/Construction Manager
Familiarization with Fujikura splicing tools and materials is a plus

Required Skills & Qualifications

1 + years of experience as a fiber splicer
Experience while working from blueprints, specifications, and system documentation
Will have a thorough working knowledge of the most widely used construction practices of fiber cable
Current valid driver’s license with a clean driving record is required
Must be capable of carrying a 24-foot ladder and wearing fall protection when needed
Work up to 6 days per week in an all-weather environment and be willing to travel as required
All applicants must follow safety guidelines and wear personal protective

All requirements are subject to possible modification to reasonably accommodate individuals with disabilities.

This job description in no way states or implies that these are the only duties to be performed by the employee occupying this position. Employees will be required to follow any other job-related instructions and to perform other job-related duties requested by their supervisor.

Requirements are representative of minimum levels of knowledge, skills, and/or abilities. To perform this job successfully, the incumbent will possess the abilities or aptitudes to perform each duty proficiently.

This document does not create an employment contract, implied or otherwise, other than an “at-will” employment relationship.
Show less ",1,0,0
64,Information Technology,Telecommunications,"Job Details

Description

Astound Broadband, the sixth-largest telecommunications provider in the United States, is a leading supplier of cutting-edge technology and communications services. Interning with us means you’ll be able to jumpstart your future career by getting valuable hands-on learning while you work on priority business projects that will greatly enhance your resume. To develop your career, we provide one-on-one training and coaching, a supportive work environment and the opportunity to represent a superior telecommunications company.

The following duty statements are illustrative of the essential functions of the job and do not include other non-essential or marginal duties that may be required. The company reserves the right to modify or change the duties or essential functions of this job at any time

Internship Experience

Astound offers interns the opportunity to participate in company- and market-impacting projects, while learning about the industry, your chosen field, and leadership. Interns will experience the following:

Management partnership to align internship goals with learning goals
Projects and hands-on-experience to be used in a portfolio, CV, or resume
Mentor guidance on career development
Leadership and skills training
Networking opportunities with senior leaders and executives
Weekly speaker series providing you with valuable tools to use now and in the future

Role Overview

The IT Cyber Security Intern will be a part of Astound’s IT Cyber Security Team. The intern will be working alongside developers in the maintenance and security of Astound systems and networks.

Duties And Responsibilities

Investigate intrusion incidents and conducts forensic investigations
Respond immediately to cybersecurity-related incidents and provides a thorough post-event analysis
Review security logs and analyze alerts for indications of compromise
Configure and troubleshoot network and endpoint Cyber Security tools
Research and identify Cyber Security trends and best practices
Complete all tasks as assigned by the Cyber Security Manager

Education: Business, IT major and/or related field entering undergrad junior, senior year or post-grad

Qualifications

Excellent research and analytical skills
Proficiency in MS Office applications, Google Suite, online research
Candidate must be outgoing, enthusiastic about Responsibilities above, hardworking, resourceful, independent thinker, and team player.
Must be able to lift approximately 10 lbs.

Work Location:
You may be based remotely near any of Astound's major markets including but not limited to:
San Marcos, TX, Chicago, IL, Lehigh Valley, PA, Princeton, NJ, Massachusetts, New York, Portland and Woodburn, OR, Seattle and Bothell, WA, Sacramento and Rocklin, CA.

Compensation

The base compensation for this position is $20.00 per hour. The base pay represents the low and high end of the hiring range for this job.

Company Mission

Take Care of our Customers

Take Care of Each Other

Do What We Say We Are Going To Do

Have Fun!

Diverse Workforce / EEO

Astound Broadband is proud to be an Equal Opportunity Employer. We embrace, support, and thrive on each other’s differences to maximize the experience of our teammates and our community. We are committed to providing an environment of mutual respect where equal employment opportunities are available to all applicants and teammates without regard to race, color, religion, sex, pregnancy (including childbirth, lactation and related medical conditions), national origin, age, physical and mental disability, marital status, sexual orientation, gender identity, gender expression, genetic information (including characteristics and testing), military and veteran status, and any other characteristic protected by applicable law.

Qualifications

Skills

Behaviors

:

Motivations

:

Education

Experience

Licenses & Certifications

Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)
Show less ",1,0.15,0
65,Information Technology,Telecommunications,"Job Title: Fiber Splicer

Business Unit: Congruex Matrix

Department: Construction

Employment Status: Full-time, Non-exempt, Hourly

Compensation: We will determine salary based on skills and experience in relation to the function of the role, as well as equity to any other employees in the same or similar role.

Company Profile

Networks Built Better.

Congruex is a multi-national organization that specializes in broadband network construction and engineering. We support some of the largest service providers in the United States with a footprint that extends across the nation. Our turn-key design and build solutions allow our customers to deliver more data, more bandwidth, and ultimately support more devices for their end users.

Our diverse self-perform capabilities allow us to deliver high quality telecommunications and utility solutions with efficiency as one combined end-to-end business.

Congruex is a growing collection of subsidiary operating units. Our unified vision is to be the nation’s largest end-to-end provider of network design, engineering, construction, and maintenance for broadband operators. We are One Congruex.

Our Mission & Values

It is our mission to satisfy our customers by providing the expertise, technology, and resources necessary to build better networks.

Congruex is committed to the overall health, wellness, and safety of our people. We support diversity, inclusion, and the right to live freely with mutual respect.

These values are ingrained in our core values of GRIT.

At Congruex, GRIT is an acronym for guts, reliability, improvement, and teamwork – having the GUTS to do the right thing, being RELIABLE to deliver what we promise, IMPROVING ourselves every day, and embracing TEAMWORK together as One Congruex.

Job Summary

Fiber Splicer and/or Tester to perform work in the Manistee, MI area

Job Responsibilities (Including, But Not Limited To)

Ability to read prints and understand the fiber optic color code to install and test fiber cable in a variety of environments (underground, aerial).Ability to use fiber fusion splicing machines (including a mass fusion splicing machine) and operate a variety of different OTDR and power meters.
Ability to place of both aerial and underground splice closures along with a variety of other closures common to the splicing and termination of fiber optic cables.
Perform testing utilizing OTDRs, Power Meter/Light Sources and VFLs. Record and document testing per customer specifications.
Bond and ground fibers according to client specifications.
Always maintain a professional working attitude with co-workers and customers and adhere to safety practices and procedures.
Additional responsibilities as directed by the Foreman/Construction Manager.
Familiarization with Fujikura splicing tools and materials is a plus

Required Skills & Qualifications

1 + years of experience as a fiber splicer
Experience while working from blueprints, specifications, and system documentation
Will have a thorough working knowledge of most widely used construction practices of fiber cable.
Current valid driver’s license with a clean driving record is required.
Must be capable of carrying a 24-foot ladder and wearing fall protection when needed.
Work up to 6 days per week in an all-weather environment and be willing to travel as required.
All applicants must follow safety guidelines and wear personal protective

All requirements are subject to possible modification to reasonably accommodate individuals with disabilities.

This job description in no way states or implies that these are the only duties to be performed by the employee occupying this position. Employees will be required to follow any other job-related instructions and to perform other job-related duties requested by their supervisor.

Requirements are representative of minimum levels of knowledge, skills, and/or abilities. To perform this job successfully, the incumbent will possess the abilities or aptitudes to perform each duty proficiently.

This document does not create an employment contract, implied or otherwise, other than an “at-will” employment relationship.
Show less ",1,0,0
66,"Design, Art/Creative, and Information Technology",Telecommunications,"Job Summary




Responsibilities include creating detailed node drawings for small cell projects, using O-Calc Pro to model 3D node poles, developing photo simulations for job sites, creating detailed OSP/ISP drawings for fiber projects, and other position related tasks to support the Engineering Department. Ensures product quality and communicates with other team members.




Benefits




Competitive salary
Health, Vision, and Dental Insurance
Personal Life Insurance Policy and Accidental Death and Dismemberment Insurance
Paid Time Off
Sick Time Off
401(k) matching plan
Required travel includes hotel expense paid for by the company




Qualifications




Technical training in AutoCAD or equivalent work experience
Two years minimum of previous drafting experience is required
Experience with AutoCAD, AutoCAD Map 3D and O-Calc Pro software
Ability to read and extract ROW maps and utility maps
Ability to prioritize, organize and multi-task effectively




Roles & Responsibilities




Create detailed drawings for small cell nodes and OSP/ISP fiber, including by not limited to node and fiber designs
Create detailed and accurate sitemaps (with utilities if necessary) for use in traffic control plans and underground routing/boring designs
Create photo simulations through photo editing programs
Update general tracking Excel spreadsheets as needed by Engineering Department
Responsible for the maintenance of the CAD drawing library according to company standards (file names, directories, drawing types, scans, etc.)




Show less ",1,0,0
67,Information Technology,Telecommunications,"Job Title: Fiber Splicer

Business Unit: Matrix

Department: Construction

Employment Status: Full-time, Non-exempt, Hourly

Compensation: We will determine salary based on skills and experience about the function of the role, as well as equity to any other employees in the same or similar role.

Company Profile

Networks Built Better.

Congruex is a multi-national organization that specializes in broadband network construction and engineering. We support some of the largest service providers in the United States with a footprint that extends across the nation. Our turn-key design and build solutions allow our customers to deliver more data, more bandwidth, and ultimately support more devices for their end-users.

Our diverse self-perform capabilities allow us to deliver high-quality telecommunications and utility solutions with efficiency as one combined end-to-end business.

Congruex is a growing collection of subsidiary operating units. Our unified vision is to be the nation’s largest end-to-end provider of network design, engineering, construction, and maintenance for broadband operators. We are One Congruex.

Our Mission & Values

It is our mission to satisfy our customers by providing the expertise, technology, and resources necessary to build better networks.

Congruex is committed to the overall health, wellness, and safety of our people. We support diversity, inclusion, and the right to live freely with mutual respect.

These values are ingrained in our core values of GRIT.

At Congruex, GRIT is an acronym for guts, reliability, improvement, and teamwork – having the GUTS to do the right thing, being RELIABLE to deliver what we promise, IMPROVING ourselves every day, and embracing TEAMWORK together as One Congruex.

Job Summary

Fiber Splicer and/or Tester to perform work in the Columbus, Ohio area

Job Responsibilities (Including, But Not Limited To)

Ability to read prints and understand the fiber optic color code to install and test fiber cable in a variety of environments (underground, aerial)
Ability to use fiber fusion splicing machines (including a mass fusion splicing machine) and operate a variety of different OTDR and power meters
Ability to a place both aerial and underground splice closures along with a variety of other closures common to the splicing and termination of fiber optic cables
Perform testing utilizing OTDRs, Power Meter/Light Sources, and VFLs. Record and document testing per customer specifications.
Bond and ground fibers according to client specifications
Always maintain a professional working attitude with co-workers and customers and adhere to safety practices and procedures
Additional responsibilities as directed by the Foreman/Construction Manager
Familiarization with Fujikura splicing tools and materials is a plus

Required Skills & Qualifications

1 + years of experience as a fiber splicer
Experience while working from blueprints, specifications, and system documentation
Will have a thorough working knowledge of the most widely used construction practices of fiber cable
Current valid driver’s license with a clean driving record is required
Must be capable of carrying a 24-foot ladder and wearing fall protection when needed
Work up to 6 days per week in an all-weather environment and be willing to travel as required
All applicants must follow safety guidelines and wear personal protective

All requirements are subject to possible modification to reasonably accommodate individuals with disabilities.

This job description in no way states or implies that these are the only duties to be performed by the employee occupying this position. Employees will be required to follow any other job-related instructions and to perform other job-related duties requested by their supervisor.

Requirements are representative of minimum levels of knowledge, skills, and/or abilities. To perform this job successfully, the incumbent will possess the abilities or aptitudes to perform each duty proficiently.

This document does not create an employment contract, implied or otherwise, other than an “at-will” employment relationship.
Show less ",1,0,0
68,Management and Manufacturing,Telecommunications,"Overview And Essential Functions




Pauley Construction has a fantastic opportunity available! We are looking for a Material Handler to work out of our Omaha, NE office. This position will be responsible for receiving and maintaining inventory of materials used by the field crews. The position will use an inventory software to assist in tracking items. Will be required to assist with other laborer/material handler duties as assigned. Must have a valid driver's license. Class A CDL is required at time of hire or within the first six of employment. This is a full-time position that pays very competitive wages to qualified applicants! We offer full benefits including 401K accounts with company contributions. Please apply directly on our website at http://www.pauleyc.com Come grow with us at Pauley Construction!




Overview:




This position will be responsible for receiving and maintaining inventory of materials used by the field crews. The position will use an inventory software to assist in tracking items. They will assist the Material Handling Supervisor in making sure the yard and all materials are stored properly and the yard cleanliness is maintained. This position may assist in inspections as well as prepare periodic audits as needed. Will be required to assist with other laborer/material handler duties as assigned.




Depending upon the location and structure of the region; this position may also assist with administrative/office related functions to assist the area office manager or billing coordinator by collecting timesheets from local staff, ensuring forms are completed accurately and assisting with other admin related duties




Qualifications




Company:




At Pauley Construction, we believe that we are ""People Making a Difference"". We exist to provide a safe and exciting workplace for those who wish to excel and improve themselves by providing quality services to our customers and communities. Our relentless drive to provide excellent and dependable service to our customers has helped us become one of the leading providers of dry utility installation and maintenance in the Southwest.




At Pauley Construction, our mission is to focus on the needs of the broadband, telecommunications, CATV and electrical industries.




Responsibilities:




Material Tracking of incoming/outgoing materials used by field crews
As-built drafting
Job closings
Picking up materials from customers
General yard/warehouse duties including stocking, cleaning and make sure items are stored as needed while keeping the yard and materials clean and organized.
May conduct field inspections
May assist with administrative related duties as well including collecting paperwork and timesheets from local staff; checking for accuracy and turning over to local office admins for final review.
Other related laborer duties as assigned.




Requirements:




Education/Experience:




Warehouse or material handling experience related to organization and inventory of materials
Any combination of education and/or experience that demonstrates ability to perform the designated job duties and responsibilities of the position.




Reasoning Ability:




Ability to make common sense understanding to carry out instructions that are provided in written, oral or drawing. Ability to deal with and understand problems involving different variables in many varied situations. Ability to collect, organize, disseminate and analyze significant amounts of information with attention to detail and accuracy.




Mathematical Skills:




Ability to calculate figures and amounts (measurements in terms of distance, proportions, percentages and area. Ability to apply concepts of basic mathematics including algebra and geometry.




Language Skills:




Ability to read, understand and interpret documents such as safety rules and requirements, machine manuals of operation and process procedures. Ability to write information including reports. Ability to speak effectively to customers, vendors and coworkers up through all levels of management and staff.




Software Requirements:




Must have intermediate proficiency in Microsoft Office Products (Word, Excel, Powerpoint)
Must have general computer knowledge.




Other Requirements:




Must possess, or obtain upon employment, a valid driver’s license.
Must be able to pass a company drug screening.
Must be able to attend and pass all company required training as needed.
May be required to work after hours; on weekends or be on-call as work is needed.
Regular and timely attendance is an essential function of this position.




Physical & Safety Requirements and the Working Environment:




(The physical duties outlined below are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to be able to perform the outlined functions)




Duties outlined in this position will require the employee to stand, crouch, sit, bend, use hands and fingers to handle or feel as well as reaching with hands and arms to spaces both high and low. The employee will be standing, walking, climbing, balancing, crawling, crouching, lifting, holding or stooping a moderate amount of time while on shift.
The noise level in the work environment for this position is moderate.
Employees performing functions of this position are regularly exposed to outside weather conditions which can include but is not limited to: extreme heat and cold temperatures; inclement weather such as rain, snow, sleet and dust as well as adverse driving conditions including wet roads, icy roads, and fog.
Employees performing these job functions are required to lift or move up to 10 pounds and frequently lift or move up to 50 pounds.
Employees in this job classification may be exposed to dust, fumes or other airborne pathogens.
Employees may be exposed to toxic or corrosive chemicals as well as moving machinery parts and pieces.
Specific vision abilities required to perform this job include but are not limited to: close vision, distance vision, color vision, peripheral vision, depth perception and the ability to adjust focus potentially near and/or far as needed.




Benefits And Company Summary




Company:




Pauley Construction is a regional contractor providing infrastructure solutions for the installation and maintenance of utility systems further, offering regional contracting services throughout the Western United States, specializing in full turnkey services for the design, installation and maintenance of utility infrastructure. Pauley has a highly skilled, diversified workforce that allows the flexibility to choose the most cost-effective and least disruptive placement methods. Our experienced and knowledgeable employees have helped us become a respected name in the utility construction industry.




Headquartered in Phoenix, Arizona, Pauley has served its customers located across many of the major Western markets, including Arizona, California, Texas, Colorado, Montana, New Mexico, and Wyoming. Founded in 1991, Pauley is dedicated to meeting and exceeding its customer needs by adopting new technologies and providing superior customer service. From deep-ditch excavation, hand-digs, aerial construction to technical services including fiber and copper splicing, Pauley will get the job done right while guaranteeing on-time delivery.




Pay Range:




The Material Handler position pays an hourly wage range of $20.00 - $25.00 / per hour, depending on experience.




Pauley Construction offers the following benefits to eligible employees and their dependents:




Medical Insurance
Dental Insurance
Vision Insurance
Life and AD&D Insurance
Short and Long Term Disability Insurance
401k option
Stock purchase option
Flexible Spending Account option
Legal Insurance
Critical Illness Insurance




Apply by visiting Pauley Construction’s web site at http://www.pauleyc.com




Pauley Construction, LLC; as well as the position of Material Handler, are safety sensitive




#ZR1




EEO




Our Company is an Equal Opportunity Employer and prohibits discrimination and harassment of any kind including, based on disability and protected veteran status. The Company's policy is not to discriminate against any applicant or employee based on race, color, sex, sexual orientation, gender identity, genetic information, religion, national origin, age, disability, veteran status, or any other basis protected by applicable federal, state, or local laws. The Company also prohibits harassment of applicants or employees based on any of these protected categories. It is also the Company's policy to comply with all applicable state and federal laws respecting consideration of unemployment status in making hiring decisions. Please visit the following URL to view the EEO is the Law poster and the Supplement. (https://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm)




The Company also does not consider criminal convictions to be an absolute bar to employment and will consider qualified applicants with criminal histories.




Applicants applying for positions in Illinois are not required to disclose arrests or sealed or expunged records of convictions.
Show less ",1,0,0
