"",Job Function,Industry,Job Description,Segment,female,male
82,Administrative,Higher Education,"Details




Open Date 01/03/2023




Requisition Number PRN33350B




Job Title Administrative Assistant




Working Title Administrative Assistant




Job Grade D




FLSA Code Nonexempt




Patient Sensitive Job Code? No




Standard Hours per Week 40




Full Time or Part Time? Full Time




Shift Day




Work Schedule Summary




Full-time with benefits, 40 hours per week. Monday – Friday, 8:00 am to 5:00 pm.




VP Area U of U Health - Academics




Department 00856 - General Pediatrics




Location Campus




City Salt Lake City, UT




Type of Recruitment External Posting




Pay Rate Range $15.19 - $24.85




Close Date




Open Until Filled Yes




Job Summary




Job Summary




The Department of Pediatrics has an immediate opening for an experienced, highly motivated Administrative Assistant to support the divisions of General Pediatrics and Adolescent Medicine. This position requires strong project management and collaborative communication skills. The Administrative Assistant will be integral to the successful ongoing operations of the divisions. The Administrative Assistant will work closely with the financial analyst of the divisions and use financial systems to fulfill division and departmental objectives, as well as institutional requirements. The position does not entail direct patient interaction, but does schedule patient visits as needed by the division.




The Department of Pediatrics is the second largest department in the University of Utah School of Medicine and one of the largest pediatric departments in the country. We are committed to improving the lives of children through excellence in advocacy, education, research, and clinical care. For more information about the Department of Pediatrics, please visit: http://medicine.utah.edu/pediatrics/ .




The University of Utah offers a comprehensive benefits package including:




Excellenthealth care coverage (https://www.hr.utah.edu/forms/lib/SummaryComparisonEmployeeHCP.pdf) at affordable rates
14.2% retirement contributions (https://www.hr.utah.edu/benefits/retire\_401aPlan.php) that vest immediately
Generouspaid leave time (https://www.hr.utah.edu/benefits/paidLeave.php)
11 paid Holidays per year
50% tuition reduction (https://www.hr.utah.edu/benefits/tuition.php) for employee, spouse, and dependent children
Flex spending accounts (https://www.hr.utah.edu/benefits/fsa.php)
Free transit on most UTA services
Employee discounts on a variety of products and services including cell phones & plans, entertainment, health and fitness, restaurants, retail, and travel
Professional development opportunities




Responsibilities




Additional benefits information is available at www.hr.utah.edu/benefits




Essential Functions




Manage visiting Adolescent resident schedules in QGenda, overseeing schedule for attendings, residents and med students. Maintain continuity in residency program requirements while maintaining patient access needs at the clinic level.
Act as a PCard holder for the Adolescent Medicine Division: purchasing, reconciling purchases, and working with vendors.
Primary shopper for the Adolescent Medicine Division: will use online portals to make purchases, set up purchase orders, and pay invoices.
Manage the Well Baby Nursery call schedule.
Provide fundamental administrative support to General Pediatrics and Adolescent Medicine: manage office communication functions (faxing, phone calls, scanning, mail, etc.), maintain faculty CVs in the university’s unique system, act as a point person for internal and external colleagues.
Provide complex support in managing calendars; coordinate meetings for people with very busy and diverse schedules; create and distribute meeting agendas and minutes for multiple meetings.
Make travel arrangements and process travel reimbursements for faculty members.
Participate in diverse projects according to division and department needs.




Disclaimer




This job description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.




Comments




Work Environment And Level Of Frequency Typically Required




Nearly Continuously: Office environment




Physical Requirements and Level of Frequency that may be required




Nearly Continuously: Sitting, hearing, listening, talking.




Often: Repetitive hand motion (such as typing), walking.




Seldom: Bending, reaching overhead.




Minimum Qualifications




Associate degree in business or equivalency (2 years related work experience may be substituted for 1 year of education) and three years full-time secretarial experience required. Demonstrated human relations and effective written and verbal communication skills required. Knowledge of basic bookkeeping practices and direct supervisory experience preferred.




Applicants must demonstrate the potential ability to perform the essential functions of the job as outlined in the position description.




Preferences




Preferences




Bachelor’s degree preferred.
Proficient in latest versions of the Microsoft Office suite, with the capability to learn new software programs quickly.
Excellent interpersonal and communication skills, both oral and written.
Strong writing skills. Must be in the habit of proofreading documents and emails for spelling, grammar, content, and clarity before disseminating.
Capable of effectively managing multiple duties and competing deadlines with minimal supervision.
Comfortable taking direction from multiple supervisors.
Exceptional organization and time management skills with extreme attention to detail.
Flexibility and willingness to help where needed.




Applicants will be screened according to preferences.




Type Benefited Staff




Special Instructions Summary




Additional Information




The University of Utah values candidates who have experience working in settings with students from diverse backgrounds and possess a strong commitment to improving access to higher education for historically underrepresented students.




Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities and protected veterans are encouraged to apply. Veterans’ preference is extended to qualified applicants, upon request and consistent with University policy and Utah state law. Upon request, reasonable accommodations in the application process will be provided to individuals with disabilities.




The University of Utah is an Affirmative Action/Equal Opportunity employer and does not discriminate based upon race, ethnicity, color, religion, national origin, age, disability, sex, sexual orientation, gender, gender identity, gender expression, pregnancy, pregnancy-related conditions, genetic information, or protected veteran’s status. The University does not discriminate on the basis of sex in the education program or activity that it operates, as required by Title IX and 34 CFR part 106. The requirement not to discriminate in education programs or activities extends to admission and employment. Inquiries about the application of Title IX and its regulations may be referred to the Title IX Coordinator, to the Department of Education, Office for Civil Rights, or both.




To Request a Reasonable Accommodation For a Disability Or If You Or Someone You Know Has Experienced Discrimination Or Sexual Misconduct Including Sexual Harassment, You May Contact The Director/Title IX Coordinator In The Office Of Equal Opportunity And Affirmative Action




Director/ Title IX Coordinator




Office of Equal Opportunity and Affirmative Action ( OEO /AA)




383 University Street, Level 1 OEO Suite




Salt Lake City, UT 84112




801-581-8365




oeo@utah.edu




Online reports may be submitted at oeo.utah.edu




For more information: https://www.utah.edu/nondiscrimination/




To inquire about this posting, email:employment@utah.edu (%20employment@utah.edu) or call 801-581-2300.




The University is a participating employer with Utah Retirement Systems (“URS”). Eligible new hires with prior URS service, may elect to enroll in URS if they make the election before they become eligible for retirement (usually the first day of work). Contact Human Resources at (801) 581-7447 for information. Individuals who previously retired and are receiving monthly retirement benefits from URS are subject to URS’ post-retirement rules and restrictions. Please contact Utah Retirement Systems at (801) 366-7770 or (800) 695-4877 or University Human Resource Management at (801) 581-7447 if you have questions regarding the post-retirement rules.




This position may require the successful completion of a criminal background check and/or drug screen.
Show less ",1,0.08,0.08
83,Management and Manufacturing,Education Administration Programs,"Embrace and promote the school system's mission, vision, beliefs, and goals
Promote good public relations for school and school system with the general public
Regular and punctual in attendance, follow correct procedure for recording daily attendance and submitting requests for leave of absence
Accept no other employment which interferes with the efficient and effective discharge of duties and responsibilities
Assist in developing written maintenance records for all vehicles owned by the school system 
Perform routine maintenance and service on vehicles and equipment, including video systems, at regularly- scheduled intervals  
Maintain service bay in a clean, neat, and safe manner
Properly use and care for tools, equipment, and material resources of the school system 
Request supplies and equipment needed to carry out duties and assigned projects  
Drive buses and transports students as needed  
Perform road tests of system vehicles as directed 
Perform road call duty as needed 
Respond promptly to call out in emergency situations  
Perform all mechanical maintenance services with priority on student and employee safety; remove from service any bus or other vehicle that is unsafe to operate  
Return buses or other vehicles to active service only after identified maintenance problems have been corrected  
Engage in work related training to increase knowledge and skills as directed and/or for advancement  
Perform duties in a courteous, professional manner  
Maintain appropriate confidentiality regarding school/workplace matters  
Demonstrate initiative in identifying potential problems and/or opportunities for improvement in areas of responsibility  
Report potential problems, unusual events, or work irregularities to appropriate administrative or supervisory personnel 
Respond to inquiries, requests, and constructive feedback in a timely and positive manner  
Maintain and submit reports, records, and correspondence in a timely and accurate manner  
Adhere to school system rules, administrative procedures, local Board policies, and state, federal, and local laws 
Prioritize tasks and use time wisely 
Perform other job-related duties as assigned by the Director of Operations




Reports To Director of Operations




Salary Range: From/To District Salary Schedule




Additional Job Information




See document for additional job information




Job Attachment View Attachment




See document for additional job information
Show less ",1,0,0
84,Education and Training,Education Administration Programs,"# of Jobs 1

Hours per Day 7.5

Work Hours 8:50am to 4:20pm

Temporary Position No

Calendar Days 10-month (198 days)

Salary

For Salary Schedule, click HERE. Please see teachers' salary schedule

Pay Grade -

Pay Grade -

Minimum Educational Requirements Bachelor's - Please see job description for specific requirements.

Contract Type Full-Time

Reports to ASSISTANT PRINCIPAL

Contact Person's Name Jason Helbling

Contact Person's Email helblingj@pcsb.org

Job Description.

Click HERE. View Attachment
Show less ",1,0,1.35
85,Administrative,Higher Education,"Position Details




Advertising/Posting Title Administrative Assistant




Diversity Statement The University is especially interested in candidates who can contribute to the diversity and excellence of the institution. Applicants are encouraged to include in their cover letter information about how they will further this goal.




Posting Summary




Provide administrative support for the primary (five and growing) staff of the Food Systems Research Center ( FSRC ). This includes scheduling and coordinating of meetings, managing all shared documents and files, tracking all reporting deadlines, and managing general inquiries from faculty, staff, students, and external parties. Assists with public events including booking venues, caterers, travel, accommodation, managing invites and updating schedules. Manage center databases of stakeholders and partners. Perform PurCard reallocations. Assist with business operations processes. Support the Director to streamline center processes as the center expands.




Minimum Qualifications (or Equivalent Combination Of Education And Experience)




Associate degree and one to three years of prior administrative and business experience (or equivalent combination of education and experience) required. Demonstrated program administrative and financial support skills, effective organizational and communication skills, a positive problem-solving attitude, working knowledge of software applications used to support office functions and familiarity with Internet resources (i.e., Microsoft Office, etc.). Attention to detail and ability to multi-task required.




Desirable Qualifications




Experience with PeopleSoft is highly desirable as well as research management software (e.g., citation management software and databases) desired. Experience with or knowledge of food systems in Vermont and/or New England. Some experience liaising with partners/ non-academic stakeholders desired.




Other Information




Occasional evening/weekend hours required.




External candidates must complete a 4 month probationary period.




Special Conditions Bargaining unit position, Occasional overtime/weekend hours required




FLSA Non-Exempt




Payband Min (Represents full-time (12 months, 1.0 FTE) equivalent salary. Must be prorated for jobs less than 12 months or 1.0FTE (Salary/12 x # of months x FTE)) 30400.00




Payband Max (Represents full-time (12 months, 1.0 FTE) equivalent salary. Must be prorated for jobs less than 12 months or 1.0FTE (Salary/12 x # of months x FTE)) 51680.00




Staff Hiring Band




Union Position Yes, UVMSU ($20 minimum hourly rate)




Posting Details




Position will be posted for a minimum of one week, after which it is subject to removal without notice.




Job Open Date 02/06/2023




Job Close Date (Jobs close at 11:59 PM EST.)




Open Until Filled Yes




Position Information




Position Title Office/Prgm Support Generalist




Posting Number S4131PO




Department CALS Dean's Office/51000




Position Number 00026427




Employee FTE 1.0




Employee Term 12




Supplemental Questions




Required fields are indicated with an asterisk (*).




Please specify here where applicable. Enter ""NA"" if not applicable.




(Open Ended Question)




How did you hear about this employment opportunity?
American Alliance of Museums
American Association for Affirmative Action
Burlington Free Press
Rutland Herald
CareerBuilder
St. Albans Messenger
Chronicle of Higher Education
Community Organization (Please specify below)
Consortium of Higher Ed LGBT Resource Professionals
Craig's List
Department of Labor
BostonWorks
Diverse Issues in Higher Education
DiversityDB
Diversity, Inc.
Facebook
Glassdoor
HBCU
Job Central
HERC
HigherEdJobs
Hispanic Outlook
Indeed
Inside Higher Ed
Job Fair
JobsinvT
LatPro
LinkedIn
Listserv (Please specify below)
Monster
NAFSA: Association of International Educators
NCAA Job Market
NEACAC
PoliceOne
Seven Days
Trade Show/Conference (Please specify below)
Twitter
UVM Catamount Job Link
UVM Employee (Please specify below)
UVM Employment Web Site
Vermont JobLink
SHRM
Vermont Library Association
CUPA
Women in Higher Education
Workplace Diversity
NACUBO
Zip Recruiter
Other (Please specify below)




Documents Needed to Apply




Required Documents




Resume
Cover Letter/Letter of Application




Optional Documents
Show less ",1,0.17,0
86,Education and Training,Education Administration Programs,"Qualifications: Associate Degree or 48 semester hours of coursework or a passing score on the WorkKeys and such alternatives to the above qualifications as the Board may find appropriate and acceptable.




Job Attachment View Attachment
Show less ",1,0,0
87,Education and Training,Higher Education,"To promote various college programs through a variety of modalities and build relationships with school, business, and community entities.




At the College of Central Florida, our vision is to be ""Your first choice for quality higher education."" We aim to accomplish this by providing a caring and exceptional learning environment that fosters the success of our students and community. Candidates considering becoming part of the CF family must be able to embrace and model this philosophy in their day-to-day responsibilities and demonstrate our standards: professional, responsive, informative, dependable, and engaged.




Essential Job Functions




Marketing college programs.
Recruiting potential students for college programs.
Building positive productive community relationships.
Scheduling and coordinating recruiting opportunities.
Continuing to build and operate the recruiting database.
Provide comprehensive support for all admissions and recruiting activities for the college: includes, but is not limited to, high school visitations, career days events, Career & Colleges Expo, Preview Night, Tri-County Counselors meeting, Getting Started Sessions, and workshops to prepare high school students for college.
Provide follow-up and support with all new student inquires leading to admission to the college.
Assist with campus visits by student groups from within the college district.
Must be able to work a flexible schedule including evenings.
To exemplify professionalism and excellent customer service to the CF constituency, potential students, and the community.
Performing all other duties as assigned in an effective and timely manner while supporting and modeling the mission, vision, and values of the college.




Physical Demands




The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.




Acceptable eyesight (with or without correction).
Acceptable hearing (with or without a hearing aid).
Ability to clearly communicate both orally and in writing on a telephone and a computer for extended periods.
Routinely requires sitting at a desk and viewing a display screen for extended periods.
Ability to access, input, and retrieve information from a computer or other electronic device.
Routinely requires moderate (up to 40 pounds) lifting and carrying.
Routinely requires walking, standing, sitting, kneeling, stooping, reaching up, twisting, and bending.
Requires local travel and driving a vehicle.




Environmental Conditions




Works in an office environment.




(Reasonable accommodations will be made for otherwise qualified individuals with a disability.)




An Associate's degree is required.




One or more years of recruiting or outreach-related work experience is preferred.




Knowledge of the college's objectives and policies relating to student development, admissions, and graduation requirements. Thorough knowledge of college activities and calendar. Evidence of positive human relations skills and ability to communicate effectively. Ability to work with diverse populations and varying educational levels. Knowledge of Family Education Rights and Privacy Act (FERPA) preferred.




ID: 2023-1893




Street: 3001 S.W. College Road




Post End Date: 4/7/2023




Telecommute: No
Show less ",1,0,0
88,Education and Training,Education Administration Programs,"187 day - 9 month contract




Start Date August 03,2023




Duty Days 187




Reports To Principal




Job Posting Link www.lee.k12.al.us




Salary Range: From/To $43,439- $90,332 BASED ON DEGREE AND VERIFIABLE FULL-TIME TEACHING EXPERIENCE




Endorsements




Collaborative Teacher




Job Attachment View Attachment
Show less ",1,0,0
89,Education and Training,Education Administration Programs,"Applicants must hold a current valid Alabama teacher certificate with proper certification to teach Special Education. Previous experience in Special Education at the high school level required. Applicant must be properly certified according to the ""Every Student Succeeds Act"" (ESSA)




Reports To Mr. Kendrick Britford, Principal




Salary Range: From/To Salary will be according to the appropriate step and rank on the approved teacher salary schedule.




Job Attachment View Attachment
Show less ",1,0,1.39
90,Education and Training,Education Administration Programs,"Overview

Job Description

Howard School FLEX Academy with Extended Year Compensation!

The Purpose of the Instructor in this Extraordinary Assignment is to teach math in the Howard School Year-Round FLEX Academy designed to provide a customized educational pathway for our non-traditional but determined high school scholars.

This Customized Year-Round Opportunity will compensate instructors an additional 35 days of pay at the individual's approved daily rate! Instructor will serve with a Dedicated Tiger Force fully focused on Proving the Possible!

Position Also Qualifies for the District Differed Compensation Offered in a Promise School!

The Howard School

The Howard School is a 9-12 school located in Chattanooga, TN. We have a past full of rich tradition; a present that embraces dynamic and exciting change; and a future gleaming with limitless possibilities. Our approach to education is one that involves an entire team working together to develop the whole child. Through rigor, engagement, commitment, and compassion, our faculty and staff strive to ensure that every child receives the academic and emotional support that is needed to achieve the utmost success.

As the oldest public school in Chattanooga, we have a vibrant community that supports our vision and strives to continue the Hustling Tiger tradition of excellence. We are privileged to have community partners who believe in our students and have committed to our Future Ready Institutes, such as the Erlanger Institute for Health and Innovation and the See Rock City Institute for Hospitality and Tourism

The Howard School is a highly distinguished school in many ways. We are the only Model Demonstration High School in the State for RTIB2. People from around the world have also taken notice of our school. After his visit in May of 2019, Microsoft Founder Bill Gates spotlighted our school in a video that highlights our immense community pride and our nonstop, collaborative efforts to make a difference! He also gave the following shout-out worldwide to our fearless leader: ""Dr. LeAndrea Ware is one of the most energetic school leaders I’ve ever met. Her positivity is infectious. It’s no wonder she was recently named the Tennessee principal of the year.""

Click here to visit the Community Pride video

We are looking for team-oriented teachers who bring enthusiasm, drive, and a commitment to pursue excellence and creative approaches to ensure all students thrive.

Hamilton County Schools, located in Chattanooga, TN, is working to ensure that all students thrive and experience a future without limits. We are committed to excellence for every student and are seeking outstanding leaders, teachers, support staff, and district employees who desire to make a difference in the lives of students. With nearly 75 schools, we are confident that you can find your place in Hamilton County.

Learn more about working for Hamilton County Schools at careers.hcde.org and get to know us and our strategic plan, Opportunity 2030.

Responsibilities

Teaching & Learning - Deeply understand the Tennessee Mathematics Standards and establish clear learning targets for every lesson. Build rigorous and aligned assessments and consistently implement high leverage mathematics practices and strategies. Follow Hamilton County Schools’ instructional framework, including:
Ensuring Equity in Actions
Setting High Expectations
Building a Productive Classroom Culture
Responsive Teaching and Learning
Classroom Culture : Build a safe and productive classroom culture. Positive relationships are evident, procedures are clear, and the classroom is safe and secure for learning to unfold. Student and teacher interactions promote a growth mindset.
Family & Community: Consistently develop strong relationships with students’ families while diligently informing parents of expectations, positive news, and/or concerns about their children. Provide opportunities for parents to be involved in their children’s learning.
Professional Responsibilities : Actively participates in professional learning communities (PLCs) with colleagues in order to improve teaching and student learning. Reflect on instruction and leadership while contributing ideas, expertise, and time to the mission and goals of the school.

Qualifications

Committed to high academic achievement and high expectations for all students
Able to be a positive team-player and communicate effectively with colleagues, supervisors, students, and families
Open to being coached and receiving feedback in order to advance learning and growth for students
Professional with high personal standards and integrity
Teaching candidate must hold a valid state of Tennessee teaching certification in 6-12 Mathematics or be an upcoming graduate in an accredited teacher preparation program. If you hold a teaching license in another state, you must apply for a Tennessee teaching license.
Candidates must hold a bachelor's degree.

Compensation

Salary is based on a combination of relevant education and experience.

Salary Scale

This position may be eligible for an increase in total compensation. The Differentiated Compensation Plan applies to designated schools and hard-to-staff positions. Please see https://www.hcde.org/staff/human_resources/differentiated_compensation for more details.
Show less ",1,0.26,0.38
91,Education and Training,Education Administration Programs,"Job Goal: To assist students with their academic responsibilities and encourage positive behavior modifications while assigned to in-school suspension.




Qualifications




High School diploma or GED
Associate Degree or higher preferred
Experience in working with school age children preferred




FLSA Status: Non-Exempt




Reports To: Principal or designated administrator




Background Check Required: (Ala. Code




16-22A-5 ) Upon offer of employment, employees will be required to submit legible fingerprints for a background review by the Alabama Bureau of Investigation and the Federal Bureau of Investigation.




Required Knowledge, Skills And Abilities




Ability to plan and organize effectively.
Basic knowledge, skills, and ability to operate computer programs and related technology.
Basic knowledge of classroom management.
Skilled and effective in oral and written communication.
Ability to establish and maintain effective working relationships with students, parents, teachers, and administrators in support of instruction.
Physical dexterity, mobility, and strength to perform the essential functions of this position.
Ability to follow written and oral instructions.
Knowledge and understanding of the school system's rules and policies, administrative procedures, and state and federal rules and regulations.




Essential Functions




Notifies classroom teachers of each student(s) scheduled placement in ISS.
Requests assignments and materials necessary for each student to complete required academic tasks.
Provides instructional assistance and encouragement to students to complete their assignments.
Collects the work to be completed by each student while assigned to ISS for distribution.
Provides each student with assigned tasks and offers individualized instruction as necessary.
Organizes each student's work and returns it to the classroom teacher for evaluation.
Establishes and maintains a standard of student behavior to support a positive and productive learning experience.
Confers with students individually and/ or in groups to modify unacceptable behavior and emphasize positive skills.
Effectively communicates to students the rules specific to In-School Suspension.
Maintains files on each student assigned to In-School Suspension.
Exhibits positive human relations skills.
Communicates with teachers and administrators to best evaluate each student's academic and behavioral needs.
Adheres to school system rules, administrative procedures, local board policy, and state and federal rules and regulations.
Demonstrates professional ethics and leadership.
Alerts the teacher to special needs of individual students.
Maintains confidentiality with regard to student performance and records.
Communicates effectively with students, parents, teachers, and administrators.
Attends and participates in staff development and training sessions.
Clarifies the purpose, goals, and policies of the In-School Suspension Program for teachers, parents, and students.
This position will be subject to the Students First Act of 2011. Madison City Schools reserves the right to fill this position by transfer of a qualified applicant who is already employed by Madison City Schools.
Under the Students First Act of 2011, no credit toward tenure or non-probationary status is earned in the initial school year of employment if the date of hire occurs after September 30.




Expected Employment: 187 days/8 hrs. (full year)




Evaluation: According to established Board policies and administrative procedures and guidelines.




Salary: $16,960 - $21,338 (Salary based on employment for complete year)




For School District information, please click here




For Madison City Schools Salary Schedule, please click here




Duty Days 187




Reports To Principal or designated supervisor




Additional Job Information




Full time experience in the area of concentration, up to 3 years will be counted for new employees who provide documentation of such experience.




Job Attachment View Attachment




Full time experience in the area of concentration, up to 3 years will be counted for new employees who provide documentation of such experience.
Show less ",1,0,0
92,Management and Manufacturing,Higher Education,"Details




Open Date 07/02/2020




Requisition Number PRN18949B




Job Title Custodian




Working Title Custodian + New Hire Sign on bonus!




Job Grade A




FLSA Code Nonexempt




Patient Sensitive Job Code? No




Standard Hours per Week 40




Full Time or Part Time? Full Time




Shift Day




Work Schedule Summary




Many shifts are available. Please refer to the questions below to select which shift will work for you




VP Area President




Department 01745 - DISTRICT ADMINISTRATION




Location Campus




City Salt Lake City, UT




Type of Recruitment External Posting




Pay Rate Range 15.00




Close Date




Open Until Filled Yes




Job Summary




$500 sign on bonus available after completing 6 month probationary period.




You Belong Here! Work within a community of explorers, innovators and leaders dedicated to improving the world every day. Join our team of staff who provide behind the scenes support of one of the top research universities in the nation. The University of Utah is located in beautiful Salt Lake City, one of the fastest growing and exciting cities in the country and just minutes away from many of the world’s best ski resorts and outdoor recreation facilities.




One of the advantages of working at the University of Utah is our excellent benefits, including:




Access to world class healthcare facilities
Tuition reduction
University funded Retirement plans
Free transit passes for all employees
Family friendly work-life balance
Uniforms provided
On the job training
Opportunity to work with a great team with real growth potential




The Custodian position provides cleaning services and trash collection and works with one or more Custodians to provide a total cleaning package in assigned areas. This service provider delivers a full range of daily cleaning services in high use and circulation areas, including classrooms, offices, labs, conference rooms, restrooms, entrances, lobbies, elevators, corridors and stairs. Low use such as storage and mechanical rooms will be cleaned intermittently.




Keyword janitorial janitor cleaning custodial custodian




Responsibilities




Sweeps, cleans, mops, scrubs and dusts floors.
Cleans toilets, basins, showers, bathtubs, and scrubs walls; dusts, cleans and vacuums furniture, fixtures doors and related furnishings by using appropriate cleaning supplies.
Operates and maintains electric floor machines, snow blowers/snow shovels, industrial vacuums, carpet shampooing equipment and upholstery shampooing equipment.
Cleans, refinishes and maintains a variety of floor coverings.
Labels and removes infectious waste bags and containers.
Transports custodial supplies and equipment to and from storage and work areas.
Replaces sharp containers, transports trash and refuse, removes empty boxes and organizes closets.
This job description is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.




Work Environment and Level of Frequency that may be required




Nearly Continuously: Office environment.




Seldom: Hazards (includes a variety of physical conditions, such as proximity to moving mechanical parts, moving vehicles, electrical current, working on scaffolding and high places, or exposure to chemicals).




Physical Requirements and Level of Frequency that may be required




Nearly Continuously: Sitting, hearing, listening, talking, walking.




Often: Bending, reaching overhead, twisting. Lifting – up to 50 pounds, kneeling, squatting. Climb a 4’ ladder




Minimum Qualifications




This is an entry-level position. Demonstrated human relation and effective communication skills are required. Six months of related experience is preferred.




Applicants must demonstrate the potential ability to perform the essential functions of the job as outlined in the position description.




Preferences




Six months of related experience is preferred.
Dependent upon assigned department, a valid Utah driver’s license may be required.




Type Benefited Staff




Special Instructions Summary




Additional Information




The University of Utah values candidates who have experience working in settings with students from diverse backgrounds and possess a strong commitment to improving access to higher education for historically underrepresented students.




Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities and protected veterans are encouraged to apply. Veterans’ preference is extended to qualified applicants, upon request and consistent with University policy and Utah state law. Upon request, reasonable accommodations in the application process will be provided to individuals with disabilities.




The University of Utah is an Affirmative Action/Equal Opportunity employer and does not discriminate based upon race, ethnicity, color, religion, national origin, age, disability, sex, sexual orientation, gender, gender identity, gender expression, pregnancy, pregnancy-related conditions, genetic information, or protected veteran’s status. The University does not discriminate on the basis of sex in the education program or activity that it operates, as required by Title IX and 34 CFR part 106. The requirement not to discriminate in education programs or activities extends to admission and employment. Inquiries about the application of Title IX and its regulations may be referred to the Title IX Coordinator, to the Department of Education, Office for Civil Rights, or both.




To Request a Reasonable Accommodation For a Disability Or If You Or Someone You Know Has Experienced Discrimination Or Sexual Misconduct Including Sexual Harassment, You May Contact The Director/Title IX Coordinator In The Office Of Equal Opportunity And Affirmative Action




Director/ Title IX Coordinator




Office of Equal Opportunity and Affirmative Action ( OEO /AA)




135 Park Building




Salt Lake City, UT 84112




801-581-8365




oeo@utah.edu




Online reports may be submitted at oeo.utah.edu




For more information: https://www.utah.edu/nondiscrimination/




To inquire about this posting, email: employment@utah.edu (%20employment@utah.edu) or call 801-581-2300.




The University is a participating employer with Utah Retirement Systems (“URS”). Eligible new hires with prior URS service, may elect to enroll in URS if they make the election before they become eligible for retirement (usually the first day of work). Contact Human Resources at (801) 581-7447 for information. Individuals who previously retired and are receiving monthly retirement benefits from URS are subject to URS’ post-retirement rules and restrictions. Please contact Utah Retirement Systems at (801) 366-7770 or (800) 695-4877 or University Human Resource Management at (801) 581-7447 if you have questions regarding the post-retirement rules.




This position may require the successful completion of a criminal background check and/or drug screen.
Show less ",1,0.1,0
