"",Job Function,Industry,Job Description,Segment,female,male
50,Management and Manufacturing,Construction,"Concrete Foreman + Crew Wright Construction Company, a fast-growing southeast regional concrete and asphalt contractor with 25 years of history, is looking to hire a Concrete Foreman in our Birmingham office . Company benefits include great wages, health insurance, and a 401(k). Focus is on leading a crew to complete commercial paving, striping, and seal coating projects. Plenty of overtime available. Relocation package available. This is full time, steady employment. Qualifications and duties: * 7 years Concrete experience with at least 2 years' of that experience as a foreman * Must have hands-on knowledge of concrete forming, placing, and finishing including use of tools and equipment. * Must be able to evaluate, direct and perform alongside other crew members with the collective expectation to produce high-quality concrete projects * High school diploma or equivalent * Responsible for project evaluation, field management, and project execution * Lead and instruct carpenters, laborers, and finishers to do the work. *We promote a drug free workplace. We also use E-verify to confirm employment eligibility. These two things are done without exception. Additionally, we have every walk of life working here... and will continue to pursue diversity. It's a strength of our country and it's a strength of our company. Company Description Wright Construction builds high quality Concrete and Asphalt projects in multiple locations across the Southeast. We have locations in Memphis, Nashville, Birmingham, Chattanooga, Huntsville. www.wrightconstructioninc.com




Wright Construction builds high quality Concrete and Asphalt projects in multiple locations across the Southeast. We have locations in Memphis, Nashville, Birmingham, Chattanooga, Huntsville. www.wrightconstructioninc.com
Show less ",1,0,0
51,Management and Manufacturing,Construction,"We are seeking a Construction Site Superintendent to join our team! You will oversee project planning, scheduling, budgeting, and implementation. Responsibilities: * Oversee all aspects of construction project from planning to implementation * Allocate resources for assigned projects * Supervise onsite personnel and subcontractors * Interface with project inspectors, contractors, architects, engineers, city and county officials, and clients * Negotiate with contractors to receive reasonable order costs * Maintain high standards of workmanship that adhere to original plans and specifications Qualifications: * 5-7 years experience with public projects. * Familiarity with construction management software and site safety aspects * Strong leadership qualities * Strong negotiation skills * Deadline and detail-oriented Company Description Bismark Construction is a General Contractor.




Bismark Construction is a General Contractor.
Show less ",1,0,0
52,Administrative,Construction,"We are seeking an Office Assistant Entry Level to join our team! You will perform clerical and administrative functions in order to drive company success. Responsibilities: * Draft correspondences and other formal documents * Plan and schedule appointments * Greet and assist onsite guests * Answer inbound telephone calls * Develop and implement organized filing systems * Perform all other office tasks * Data Entry Qualifications: * Previous experience in office administration or other related fields is preferred but not necessary * Ability to prioritize * Excellent written and verbal communication skills * Strong attention to detail * Strong organizational skills * Strong Mathematical skills Company Description The Granite Shop offers the highest quality natural stone and quartz fabrication and finishing. We have specialized in importing custom cut and carved stone products and stone slabs for over 30 years.




The Granite Shop offers the highest quality natural stone and quartz fabrication and finishing. We have specialized in importing custom cut and carved stone products and stone slabs for over 30 years.
Show less ",1,0,0
53,Management and Manufacturing,Wholesale Building Materials,"Large ceramic tile and stone distributor with 15 Locations seeking Warehouse Associate with a passion for service and attention to detail for our facility in Savannah, GA. Our Warehouse Associate's duties include all aspects of picking, packing, shipping and receiving duties. Ability to drive forklifts and stand up deep reaches and lift 50Lbs . We will train the right person.! Monday - Friday 7:30 AM - 4:30 PM We offer a competitive wage commensurate with experience as well as medical, dental, vision, voluntary benefits, flex spending accounts, 401K, and PTO. Background checks will be conducted on all final candidates. All offers of employment at Garden State Tile are contingent upon clear results of a thorough background check and if deemed necessary as per the essential job requirements; additional background searches including Drug Testing, Driving Records and Credit History will be completed. Company Description For over 65 years Garden State Tile has been the design-minded source for porcelain, ceramic, stone, glass and more. Our vast array of product offerings, paired with our renowned customer service, has made Garden State Tile the premier tile and stone resource for designers, architects, builders, homeowners and beyond. Garden State Tile believes that in order to build the best team we must hire using an objective lens. We are committed to fair hiring practices where we hire people for their potential and advocate for diversity, equity, and inclusion. As such, we do not discriminate or make decisions based on your race, color, religion, gender identity or expression, sexual orientation, national origin, age, military service eligibility, veteran status, marital status, disability, or any other protected class.




For over 65 years Garden State Tile has been the design-minded source for porcelain, ceramic, stone, glass and more. Our vast array of product offerings, paired with our renowned customer service, has made Garden State Tile the premier tile and stone resource for designers, architects, builders, homeowners and beyond. Garden State Tile believes that in order to build the best team we must hire using an objective lens. We are committed to fair hiring practices where we hire people for their potential and advocate for diversity, equity, and inclusion. As such, we do not discriminate or make decisions based on your race, color, religion, gender identity or expression, sexual orientation, national origin, age, military service eligibility, veteran status, marital status, disability, or any other protected class.
Show less ",1,0,0
54,Management and Manufacturing,Construction,"About Us




Woodruff Construction is a general contractor founded in 1956 which offers award-winning design-build, construction management and project development services and is driven by strong Core Values:




FAMILY Comes First
SERVICE to Others
PURPOSE in everything we do
DEPENDABILITY to do what's right
ENJOYMENT of our work




We provide service to clients across Iowa, with offices in Ames, Fort Dodge, Iowa City, and Waterloo. Our team not only strives to achieve our clients' goals and visions, but to also provide them with an enjoyable building experience.




We provide a dynamic environment where each individual is challenged to be his or her best, and we are continually searching for qualified professionals to join our team. Woodruff is committed to employing a diverse workforce and encourages those with a wide range of backgrounds to inquire about our job opportunities. Build your future with us.




Current Opening




Woodruff Construction has immediate openings for full-time experienced carpenters.




Capable to do basic framing, doors, frames and hardware and casework. Drywall and metal stud framing experience a plus.




Benefits




At Woodruff, We attribute our success to the investment and retention of our quality employees. Our firm values its employees and offers a comprehensive benefits package including:




Competitive salary with project performance based bonuses
$1,000 stay on bonus gift card after 30 days
100% Employee Owned, ESOP
Generous health insurance benefits
Paid holidays
Paid time off
Bereavement leave
Dental insurance
Basic life insurance
Flexible spending account
401K retirement plan
Tuition reimbursement and continuing education
Direct payroll deposit
Employee assistance program
Show less ",1,0.39,0.39
55,Management and Manufacturing,Construction,"Who We Are

Callahan Construction Managers is a full-service construction management company based in Bridgewater MA, with regional offices in White Plains, NY. Callahan has served the New England and Northeast regions as a family business for over 65 years. As one of the region’s largest open shop construction firms, Callahan provides a wide range of preconstruction and construction management services to local, regional, and national clients. Callahan enforces a high quality and innovative approach to all projects, including multi-family residential, senior housing, affordable housing, hospitality, life sciences, corporate office, educational, retail and other markets. Visit www.callahan-inc.com for more information.

Callahan has the unique ability to self-perform site work. This division self-performs the entire site package from the clearing of trees to final landscaping and all aspects in between. Controlling this function allows us to provide value engineering opportunities, and proactively address issues that could impact budget and schedule in areas that include excavation, utility relocation, water and sewer, paving, and parking expansion.

Summary/objective: Excavation Foreman / Superintendent

Seeking Excavation Foreman / Superintendent for our Site Division. This is a working Superintendent role. This candidate will have the ability to provide complete supervision and responsibility for the job site field operations. Strong people management skills required to ensure project success, including time constraints to meet construction deadlines.

Essential Functions

Proficient in underground utility's /cuts and fills
Plan and direct the removal of jobsite dirt and material as stated by contract, budget and jobsite timeline.
Ability to read grade, and jobsite plans.
Strong people-skills for dealing with subcontractors and all points of contact.
Capable of managing a staff and being mindful of safety and unexpected obstacles/challenges.
Safe working habits and experience

Required License And Experience

Minimum Five (5) years’ experience as Job site Superintendent/Foreman performing similar work
Experience with daily on-site management of construction project
Strong Computer, Communication & Organizational Skills – strict attention to detail
Ability to schedule, direct and manage multiple work crews and subcontractors simultaneously
Show less ",1,0.3,0
56,Management and Manufacturing,Construction,"The Erosion Company (TEC) is currently hiring Construction Workers. TEC is the largest and most experienced contractor in providing comprehensive erosion control services, specialty materials, forestry, and other site clean-up services to clients throughout the Southeast. TEC offers excellent pay based on experience and great long-term career potential for top performers!




Responsibilities




Adhere to Company Safety Standards, including the proper use of machinery and equipment.
Load and unload materials.
Follow instructions from crew leaders.
Remove, fill, compact and prepare the terrain.
Install silt fencing and erosion control blankets using a variety of hand tools.
Assist fellow crew members.
Perform site clean-up and reload leftover materials after the job assignment is complete.
Act as a spotter for vehicles as required.




Required Qualifications




Physically able to walk, bend, squat, and lift to 50 lbs.
Work under inclement weather conditions such as rain, heat, and
At least six months of prior experience in the construction field.
Ability to operate small machinery such as Bobcat, a plus.




Work is available immediately for qualified candidates!




Overtime is available during peak season.




Health Insurance is available.




This organization participates in E-Verify / Equal Opportunity Employer.
Show less ",1,0,0
57,Finance and Sales,Construction,"Summary/Objective The Financial Analyst is responsible for leading and supporting analytical projects that solve critical business issues and improve the organization's financial performance and enterprise valuation. The essential functions of this role include data management, financial planning & analysis, job costing, financial reporting, and process analysis. Essential Functions




Aggregate all necessary data to develop models that analyze the financial and operational impact of decisions, presenting conclusions to business leaders based on in-depth analysis.
Perform detailed financial variance analysis related to the monthly financial statements, interpreting the results for business leaders and coordinating with them to improve the organization's financial performance.
Lead the job costing & WIP processes in collaboration with the operations team for each business.
Lead the annual budgeting process and maintain quarterly financial forecasts in collaboration with business leaders of each organization.
Develop and maintain key performance indicator dashboards to display metrics that measure the success of each organization.
In partnership with the CFO, assemble quarterly board meeting packages that include consolidated financial statements and analysis projects. Qualifications
Bachelor's degree in finance, accounting, or related field.
2+ years of relevant experience in corporate finance preferred. Construction finance/accounting experience is a plus.
SQL experience a plus
Attention to detail, analytical, & problem-solving skills
Independently driven to complete projects
Strong knowledge of Office 365, specifically Microsoft Excel Systems to be utilized
Microsoft Office 365 suite: Outlook, Excel, PowerPoint, Word, Teams, etc.
Sage Intacct
Microsoft SQL Server Management Studio
Adobe Acrobat Pro
Salesforce
HCSS Construction Software: HeavyBid, HeavyJob, & Equipment 360
Show less ",1,0,0.4
58,Information Technology,Construction,"ASN Constructors is a joint venture of three international contractors (Acciona, Shikun & Binui and North American Construction Group) who will work with the Metro Flood Diversion Authority and other area stakeholders to build a historic project that will protect the citizens of the Fargo-Moorhead area from flood waters from the Red River. We will provide value to our employees through craft training programs, competitive benefits and a safe work environment and value to the local community with outstanding project quality and opportunity for employment and training programs




Knowledge, Skills, And Abilities




Extensive knowledge and understanding of LAN/WAN and TCP/IP stack.
Has experience in vendor management, reporting and inventoried project equipment.
Understanding of remote worker operations and construction gadget sets-up hardware and networks at remote project sites.
Extensive knowledge of large desktop / laptop deployments including design, engineering and support of the desktop, desktop applications, desktop images, encryption, endpoint security and the associated systems of application delivery and group policies.
Experience with design, implementation and maintenance of server environments including compute and storage.
Effective problem analysis and resolution skills.
Strong customer service orientation.
Excellent interpersonal and communication skills; ability to establish and maintain effective relationships with a wide cross section of individuals.




Qualifications




Bachelor’s degree in computer science, business, telecommunications or related field OR equivalent experience and training.
Five (5) or more years of technology management experience.
Experience leading and managing large IT projects and rolling out IT infrastructures across various technologies.
Certification in Microsoft technologies or in Office 365, required




Responsibilities




Hands on experience on Microsoft Office 365 components including Exchange online, compliance polices, Teams, Microsoft phone system, OneDrive, Office defender AV, antispam monitoring/mitigation, and Intune autopilot for end point activation/deactivation.
Managing of network equipment such firewall, rules, LAN switches, Wi-Fi AP specifically in Cisco Meraki products.
Implement and manage network security as established by ASN Constructor’s policy.
Work closely with Project Management Team to plan yearly budget and projects based on company goals for the year.
Determine the schedule of IT projects throughout the year.
Work closely with Department Managers to champion Information Technology within the company.
Responsible for IT Security & Compliance
Create and ensure compliance with ASN IT SOPs.
Oversee and manage the deployment of IT and Security tools.
Communicate & educate employees on IT and Security best practices.
Ensure security of data, network access and backup systems.
Manage the process of changes effectively, while remaining on the forefront of emerging industry practice and products.
Oversee and plan the management of the company communication system (telephone, voicemail, email).
Maintain an IT asset management program.
Oversee and manage system troubleshooting, backups, archiving and disaster recovery and provide or procure necessary support.
Establish and maintain relationships with IT vendors.
Negotiate contracts with IT vendors.
Deploys & configures laptops, desktops, phones, tablets, remote access, printers, copiers, etc.
Establishes and maintains the network (users, distribution groups or directories, security, etc.)
Loads and performs upgrades to software though remote management software.
Extensive knowledge and experience in managing of network equipment such firewall, rules, LAN switches, Wi-Fi AP specifically in Cisco Meraki products.
Train users in orientation using devices and computers as well in the operation of the network and on specific software applications.
Maintains systems and executes processes that manage computer files, databases, data security and disaster recovery.
Teaches basic of systems to staff as required.
Troubleshoots and maintains hardware and software on a preventative as well as a corrective basis.
Monitors network system logs for firewall, anti-virus, and anti-spam applications.
Performs additional assignments as directed.




Benefit Summary




Health Insurance
401K Plan
Life Insurance
Disability Insurance
Dental Insurance
Vision Insurance
Paid Time Off
Paid Holidays




ASN Constructors and all its affiliate companies are proud to be Equal Opportunity Employers.




All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of their race, color, religion, sex, national origin, disability status, age, gender, genetics, creed, veterans’ status or sexual orientation.
Show less ",1,0,0.15
59,Administrative,Construction,"Job Descriptions: * Greeting each person who enters the building * Answer, screen and transfer incoming phone calls on multi-line phone * Perform data entry and clerical duties * Distributing incoming packages. * Sorting incoming mail. * Preparing mail and outgoing packages. * Running errands - deliveries and pickups as assigned. * Maintaining inventory of office supplies. * Reload/ order printer supplies * Setting up and cleaning up conference room meetings * Keeping lobby/reception area, conference room, kitchen, and copy room areas neat and tidy throughout the day Job Requirements: * Candidate must have the ability to multi-task in high volume, fast paced environment with the ability to prioritize. * Microsoft Office and Excel experience preferred. General knowledge of computer. * Must speak Spanish. Experience: * Receptionist: 1 year (Preferred) * 10 Key: 1 year (Preferred) Education: * High school or equivalent (Preferred) Work Location: * North Highlands Benefits: * Health insurance * Dental insurance Schedule: * Monday to Friday * 8AM to 5PM Company Description We are a leading construction company in the area.




We are a leading construction company in the area.
Show less ",1,0,0
60,Management and Manufacturing,Construction,"Project Superintendent A Superintendent at Calcon Constructors, Inc. is charged with the responsibility of planning and executing projects from pre-construction to completion to ensure safe projects and desirable outcomes for our Clients and Company. Since nearly all of our work is negotiated with repeat and referral clients, we must ensure that our projects are well-planned whether they are small or large. General responsibilities include: * Oversee all phases of a construction project from pre-construction through completion. * Monitor project schedules so that they are on track and develop recovery strategies in the event they are needed. * Schedule resources and supervise subcontractors, suppliers and employees to ensure a safe and successful project. * Communicate with Project Manager regarding project status, issues, impacts, etc. * Responsible for site safety and compliance with all OSHA regulations and Calcon safety policies. * Perform project closeout in conformance with the contract and to the Owners satisfaction. * Foresee potential problems and organize the team to avoid/resolve issues before they impact the project(s). * Resolve common project problems to maintain good business relationships and outcomes for Calcon. Qualifications: * Minimum seven (7) years of similar experience in a lead Superintendent Role with a general contractor. * Background in General Contracting consisting of mid & large-size jobs ($15 - $30 million) * Solid computer skills; Proficient in Microsoft Word, Outlook and Excel. * Ground up commercial construction experience required * Project experience on tight zero lot line construction projects * Verifiable work references demonstrating exceptional skills and achievements including: * High level of professionalism; Dependable, results-focused and ethical * History of delivering on projects and commitments and strong communication with internal stakeholders (e.g. Project Managers) and externally with Owner, Architect/Engineer, and Subcontractors * Strong organization, multi-tasking and planning skills * Excellent customer service orientation and verbal written communication skills * Successful completion of post-offer background and drug screens Compensation and Benefits: * Salary: $105,000 to $140,000 commensurate with experience * Project locations are in Colorado * Benefits: Excellent benefit package including medical, dental, vision, and options for life insurance, STD, LTD, 401K, HSA, Section 125, Paid Time Off, and holidays, bonus compensation, service awards, & a fitness program. Company Description ""We do what we say and more."" With each and every endeavor, our employees deliver exceptional performances, consistently going out of their way to exceed expectations. During the course of a project, every employee is empowered to make critical decisions, and is therefore accountable for every related outcome. Ultimately, this sense of ownership, empowerment and responsibility leads to an inspired workforce and successful outcomes. The Calcon way achieves even greater success for our clients, partners and employees.




“We do what we say and more.” With each and every endeavor, our employees deliver exceptional performances, consistently going out of their way to exceed expectations. During the course of a project, every employee is empowered to make critical decisions, and is therefore accountable for every related outcome. Ultimately, this sense of ownership, empowerment and responsibility leads to an inspired workforce and successful outcomes. The Calcon way achieves even greater success for our clients, partners and employees.
Show less ",1,0,0
61,Management and Manufacturing,Construction,"Plumbing Foreman

Plumbing Foreman Summary

The Plumbing Foreman performs as the lead installer on multiple projects simultaneously. The Foreman is capable of leading and empowering individual plumbers and apprentices on their respective teams while communicating directly with the Project Superintendent. The Plumbing Foreman must oversee quality within their plumbing projects and assist in forecasting manpower and materials on the job site.

Plumbing Foreman Qualifications

4+ years of Plumbing installation experience
Ability to perform in a leadership role
Valid Driver's License
Ability to communicate effectively
Ability to travel

Plumbing Foreman Responsibilities

Ability to perform as lead installer on multiple projects simultaneously
Capable of leading and empowering individuals within your respective team
Communicate directly with the project Superintendent
Oversee quality within your project(s)
Assist in the Forecast of manpower and materials
Assist in the communication effectively with Builders, General Contractors, and Project Managers
Build and maintain project schedule to meet deadlines
Having the required tools to perform the work
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice. This position is considered to be a safety sensitive position.

Licensed Plumber Pay & Benefits

Competitive Pay Up to $35/hr
Health coverage with prescription benefits (90% of employee premium paid by company)
Dental and Vision Coverage
Voluntary Life Insurance, paid by Kimbel Mechanical Systems
Short- and Long-Term Disability Insurance
401(k) retirement plan with a match
Six paid holidays, two paid volunteer days per calendar year
Paid Time Off (PTO)
On the job training goes toward your residential/journeyman license
""Pay for Competency"" program provides plan for career advancement
Paid maternity and paternity leave
First 6 months of diapers and wipes provided for newborns

Ready to take your career to the next level?

Kimbel Mechanical Systems, Inc is Arkansas' largest mechanical contractor performing work nationwide. We perform all phases of plumbing, HVAC and electrical work on projects such as single-family homes, apartments, condominiums, hotels, retirement communities and student housing. Kimbel offers employees year-round employment, top pay, and great benefits with opportunities for professional growth, and much more. At Kimbel, your career is our priority. With a structured Career Path laid out in front of you the day you walk in the door, Kimbel dedicates its commitment and resources to ensure you reach your career goals. The people employed here play a significant role in taking the company to the next level.

#INDLIC

Job Posted by ApplicantPro
Show less ",1,0.23,0.23
62,Management and Manufacturing,Construction,"The Erosion Company (TEC) is currently hiring Construction Workers. TEC is the largest and most experienced contractor in providing comprehensive erosion control services, specialty materials, forestry, and other site clean-up services to clients throughout the Southeast. TEC offers excellent pay based on experience and great long-term career potential for top performers!




Responsibilities




Adhere to Company Safety Standards, including the proper use of machinery and equipment.
Load and unload materials.
Follow instructions from crew leaders.
Remove, fill, compact, and prepare the terrain.
Install silt fencing and erosion control blankets using a variety of hand tools.
Assist fellow crew members.
Perform site clean-up and reload leftover materials after the job assignment is complete.
Act as a spotter for vehicles as required.




Required Qualifications




Physically able to walk, bend, squat, and lift to 50 lbs.
Work under inclement weather conditions such as rain, heat, and
At least six months of prior experience in the construction field.
Ability to operate small machinery such as Bobcat, a plus.




Work is available immediately for qualified candidates!




Overtime is available during peak season.




Health Insurance is available.




This organization participates in E-Verify / Equal Opportunity Employer.
Show less ",1,0,0
63,Strategy/Planning and Information Technology,Construction,"True Homes is one of the largest homebuilders in the Carolinas and we're growing! Because of this tremendous growth, we are searching for a Warranty Coordinator or as we call it, a Client Services Coordinator, to join our team in Monroe, NC If you are looking to join a team that values you and want to be part of a company that takes a new approach to home building and workplace culture, please apply now!

This is an on-site position located at our Corporate Office in Monroe.

Text-to-apply please text ""WARRANTY"" to 980-350-TRUE

The Client Services Coordinator is responsible for providing each client with a uniquely exceptional experience and ensures that each client’s experience, during their warranty period and courtesy services on their home, meets or exceeds a uniquely exceptional experience. The Client Services Coordinator efficiently and effectively processes and distributes approved warranty and courtesy services. The Client Services Coordinator acts as an advocate for our clients and represents True Homes with the highest level of integrity, character, professionalism, and ethics.

Responsibilities

Serves our markets where homes under warranty do not exceed 350 closings
Owns the client experience, communications, and expectations from closing through warranty period
Responds to clients, trade partners, and internal team members in a timely manner
Takes part in ongoing training and knowledge-based tasks to ensure that they are providing accurate information to clients as well as trade partners
Triages simple client concerns and directs to appropriate trade partner for repair
Follows up with clients and trades to ensure completion of services is timely, correct, and permanent
Follows all processes and administrative procedures consistently, completely, and accurately
Practices True Lean culture to eliminate waste
Maintains multiple calendars and assists with scheduling
Documents all client requests and concerns
Performs other duties as needed or required

Results/Accountability

Completes required training and assessments by required deadline
Documents and distributes all service requests immediately and consistently
Receives Client Satisfaction ratings that meets or exceed company standards

Qualifications

High school diploma or GED required
One to three years of call center, customer service, and administrative background required
Professional phone etiquette required
Residential construction background preferred

General Requirements

Excellent attention to detail
Strong communication skills, written, and verbal skills
Strong organizational skills
Ability to work in a fast-paced environment
Comply with all company policies and procedures
Demonstrate the qualities and character traits as defined in the Sustainable Competitive Advantage

Physical Requirements

Must be able to remain in a stationary position 75% of the time
Associate needs to occasionally move about the office to access file cabinets, office equipment, etc.
Constantly operates a computer and other office equipment

True Homes offers a highly competitive salary in addition to benefits including health and vision program and company paid dental, Life & AD&D, short-term and long term disability and 18 days of paid time off in your first year.

Employment with True Homes is contingent on the ability to successfully pass a drug screen and background check.

True Homes is an equal opportunity employer.

To learn more about True Homes, visit www.truehomesusa.com

#IND2023
Show less ",1,0,0
64,Other,Construction,"General Laborer PeopleReady of Anderson, IN is now hiring General Laborers!Â As a General Laborer, you will do a variety of work in different industries.Â Â




Apply today and you could start as soon as tomorrow. No resume or interview required â€“ yep, you read that right. As a PeopleReady associate you'll benefit from:




The freedom to work where you want, when you want and as often as you want.
Next-day pay* for many of our open positions.
The ability to choose long-term positions for steady work or short-term positions if you just want some extra cash.
The ability to sign up for jobs right from our mobile app, JobStack! Pay Rate: The pay rate for this job is $12 - $13 / hour What you'll be doing as a General Laborer:
Perform general site clean-upÂ
Move, load, or unload materialsÂ
Assist in light construction if necessaryÂ Â
Remove debris and trash from work siteÂ
Some specialized tasks may require on-the job trainingÂ
Use equipment, depending on the jobsite/assignmentÂ




Available shifts: Shift timings -Â 1st Shift (Day) Job requirements:




Strong work ethicÂ
Able to stand on your feet for long periods of timeÂ
Able to work in all weather conditionsÂ
Able to lift light to heavy objectsÂ Â




Ready to take control of the way you work? Complete our application to join the PeopleReady team today. In case you missed it, no resumes or interviews are required! \#TIER1 PeopleReady is an equal opportunity employer, and we value diversity. We do not discriminate based on race, religious affiliation, color, national origin, gender, age, marital status, sexual orientation, gender identity, veteran status, disability, or any other basis protected by law. We will get to know you and connect you with jobs that match your skills, experience and preferences. We work hard every single day to find jobs so each employee has opportunity and variety in their work.
Show less ",1,0,0
65,Management and Manufacturing,Construction,"We are actively seeking a Warehouse Foreman to join our growing company and supply chain team. The ModernControls Warehouse Specialist position requires that you perform multiple functions to standards regarding vendor relations, purchasing, loading, unloading, shipping, receiving, and inventory control. The Warehouse Specialist focuses on providing key administrative support to ensure the department runs smoothly.




Essential Functions And Responsibilities




Responsible for supervising and coordinating activities of workers engaged in receiving, transporting, stocking, order filling, shipping, and maintaining accurate tool inventory and stock records in warehouse.
Review existing company owned items to fulfill requirements prior to purchasing these items.
Oversee coordinate and expediting of the flow of work and material according to Jobsite schedules.
Responsible for overseeing storage, inventory accuracy, material and supplies stored at the warehouse.
Maintain control of tool and equipment inventories, keeping replacement costs to a minimum.
Ensure proper tracking of tools and tool parts to project sites.
Maintain current data and records on the Tools, Equipment and Vehicles.
Identify and coordinate tool/equipment repair and maintenance.
Ensure all tools distributed to a jobsite are in proper working order and are complete with all accessories and ensure that they are returned in the same condition.
Maintain records and schedule routine maintenance on equipment.
Maintain secured, clean, and organized storage areas and establish warehousing standards.
Design, develop and improve inventory movement and storage systems.
Monitor that deliveries of supplies and equipment arrive at jobsites per schedule.
Safety equipment responsibility, maintain all vehicle safety supplies (PPE, fire extinguishers, etc.)




EDUCATION And/or EXPERIENCE




High School diploma or equivalent.
Must possess a valid driver's license.
Experience in the construction industry a must.
Excellent organizational skills
Excellent Leadership skills and regimented
Knowledge of tools, equipment and supplies required for jobsites
Experienced Forklift Driver
Valid Driver's license and the ability to pass a Motor Vehicle Request
Must be proficient in Microsoft Software (Outlook, Excel, Word)
Excellent Oral and Written communication skills




Physical Standards




Must be able to push and pull up to 75-lbs, as well as lift and transport up to 50-lbs.
Walk, stand, and sit for extended periods of time.
Reach (including above your head), bend, climb, push, pull, twist, squat and kneel.
Vision abilities required include close vision, distance vision, and ability to adjust focus.




What's In It For You




Competitive salary (commensurate with experience)
Medical dental and vision insurance
Health Savings Account (HSA)
401K with company matching.
Opportunities for career growth, training, and development
A family culture built on recognition.
Lots of company fun, community events and more (see hereand here)




We are an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status.




Job Type: Full-time




Salary: $35.00 - $40.00 per hour




Benefits




401(k)
Dental insurance
Flexible schedule
Health insurance
Health savings account
Life insurance
Paid time off
Tuition reimbursement
Vision insurance




Schedule




Monday to Friday
Weekend availability




Ability To Commute/relocate




New Castle, DE 19720: Reliably commute or planning to relocate before starting work (Required)




Education




High school or equivalent (Preferred)




Experience




5 yrs (Preferred)




Shift Availability




Day Shift (Required)




Willingness To Travel




25% (Preferred)




Work Location: One location




Job Type: Full-time




Salary: $35.00 - $40.00 per hour




Benefits




401(k)
Dental insurance
Flexible schedule
Health insurance
Health savings account
Life insurance
Paid time off
Referral program
Tuition reimbursement
Vision insurance




Experience Level




5 years




Schedule




8 hour shift




License/Certification




Driver's License (Preferred)




Work Location: In person
Show less ",1,0,0
66,Management and Manufacturing,Construction,"Construction Superintendent (traveling within Ohio) * Commercial General Contractor seeking superintendent(s) for Cleveland/ Akron areas. * Federal Project experience a plus. * Preferred minimum of 2-year degree in Construction, Construction Management or Engineering or equivalent years of experience. * Minimum of 5 years Commercial Superintendent experience. * Proficient computer skills. * Valid driver's license, ability to pass drug test(s) and the ability to pass Federal Background check. * We offer competitive salary, benefits package and 401K * Individuals willing to travel within Ohio, compensation is increased by $20k while traveling. Company Description Established in 2000 15 Employees Commercial Construction




Established in 2000 15 Employees Commercial Construction
Show less ",1,0,0
67,Project Management and Information Technology,Construction,"AT LEAST 3 YEARS OF PROJECT ADMINISTRATIVE EXPERIENCE FOR A GENERAL CONTRACTOR IS A MUST Job Brief HBI Construction is a multi-state commercial general contractor that values and rewards hard-working, quality-conscious individuals who strive to develop strong relationships with clients and subcontractors. Currently there is a great opportunity for the right individual to join our team as a Project Administrator. Education Level * Associate of Arts or Bachelor's Degree required Technology Skills: * Microsoft Office & Windows * AIA Contracts * Procore Employee Benefits: * Vacation, holiday and sick pay * Medical/Dental insurance coverage * 401K plan Company Description The company was founded in 1978 with the purpose of providing construction services to the Southern California marketplace. Since that time HBI has evolved into a multi-dimensional general contractor, providing construction services in California, Arizona, and Nevada. HBI Construction services many industries including self-storage, industrial tilt-ups, commercial, retail and office. Types of projects completed by the company include core and shell new construction, site development, tenant improvement and renovations of existing facilities. On time quality at the right price is the commitment of HBI. Whether in the field or in the office, this commitment guides every person in the company as they undertake tasks such as project administration, scheduling, quality assurance and cost control. As each of these functions are performed, emphasis is placed on service and professionalism. HBI has successfully completed more than 1,800 projects totaling over 60,000,000 square feet and valued in excess of a billion dollars. This track record combined with financial stability has created one of the strongest companies in the industry. The success of HBI Construction has been the result of professional people dedicated to, and experienced in providing quality pre-construction, construction management and project administrative services.




The company was founded in 1978 with the purpose of providing construction services to the Southern California marketplace. Since that time HBI has evolved into a multi-dimensional general contractor, providing construction services in California, Arizona, and Nevada. HBI Construction services many industries including self-storage, industrial tilt-ups, commercial, retail and office. Types of projects completed by the company include core and shell new construction, site development, tenant improvement and renovations of existing facilities. On time quality at the right price is the commitment of HBI. Whether in the field or in the office, this commitment guides every person in the company as they undertake tasks such as project administration, scheduling, quality assurance and cost control. As each of these functions are performed, emphasis is placed on service and professionalism. HBI has successfully completed more than 1,800 projects totaling over 60,000,000 square feet and valued in excess of a billion dollars. This track record combined with financial stability has created one of the strongest companies in the industry. The success of HBI Construction has been the result of professional people dedicated to, and experienced in providing quality pre-construction, construction management and project administrative services.
Show less ",1,0,0.21
68,"Design, Art/Creative, and Information Technology",Construction,"Create schematic design drawings and greenhouse plan drawings.
Learn engineering dynamics of greenhouses. Calculate heating and cooling loads required and appropriate selection of equipment for a given size of greenhouse.
Prepare the greenhouse drawing set and Bill of Materials and any special instructions, if necessary, ready for installation.
Preparation of shop drawings for guiding the shop team to be able to manufacture the components to the designed/right size with ease.
Improve shop drawings, products, finishes, design approach and organize the drawings.
Technical assistance to the installation team both onsite and offsite.
Integrate greenhouse layout and design into surrounding architecture and aesthetics in keeping with overall project theme, work flow and function.
Remain sensitive to owner/user requirements while adhering to budgetary restraints.
Show less ",1,0,0
