,Job Function,Industry,Job Description
58,Other,Banking,"Love What you do and make a difference . . .




We are looking for a Customer Service Representative (""CSR""). This is an entry level teller position responsible for day-to-day delivery of exceptional service to our clients. As a CSR you serve a valuable role in our branch by providing a positive first impression through friendly and courteous service while performing efficient and accurate banking transactions.




Consider joining our team if you want




An opportunity to work for an employer of choice that provides a highly engaged work environment where value is placed on simply being nice to our clients and one another
To start a professional career with Monday through Friday work hours and weekends off
A career that provides opportunity for growth; promoting from within is our top priority
A comprehensive benefits package including Health, Dental, and life insurance; Vacation and
Sick Leave; generous retirement contributions; and opportunity to earn a bonus




What you will need to succeed




A smile and great attitude
Highly developed sense of integrity and strong work ethic
Personable and outgoing; able to talk with clients and build rapport and relationships
Great attention to detail and providing accurate service
Technically savvy; able to use multiple computer systems and ability to adapt to change
High school diploma or approved equivalent
Previous experience in customer service, handling cash and/or general clerical duties
Excellent communication skills and personable attitude
Ability to use various technical programs and devices; keyboarding, 10-key, Microsoft Office Suite, Smart phone and digital channels




EEO is The Law - click here for more information




Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled




We are committed to Equal Employment Opportunity and Affirmative Action. We recruit, hire, train and promote persons in all job titles and ensure that all other personnel actions are administered without regard to race, religion, color, national origin, citizenship, sex, sexual orientation, gender identity, age, veteran status, disability, genetic information, or any other protected characteristic. WaFd Bank is committed to providing reasonable accommodations to employees and applicants with disabilities to the full extent required by the Americans with Disabilities Act (ADA). If you feel you need a reasonable accommodation pursuant to the ADA, you are encouraged to contact us at 800.324.9375.




Know Your Rights Workplace Discrimination is Illegal - click here for more information




Pay Transparency Nondiscrimination Provision - click here for more information




WaFd Bank Benefits Summary - click here for more information




USD $32,739.20/Yr.




USD $38,000.00/Yr.
Show less "
59,Management and Manufacturing,Financial Services,"JOB PURPOSE




This position’s main responsibility is assisting with the supervision and leadership of the loan operations department in addition to assisting the staff with day-to-day duties as needed. Additionally, this position coordinates activities with the Loan Operations manager and is involved in problem solving with managers of other departments as well as providing support to branch offices. This position must continually look for opportunities to educate staff on changing regulations, seek out efficiencies, and monitor workflow to ensure timely completion of required duties.




Additional responsibilities include assisting the department with process improvements, upkeep of department documentation, providing support on more difficult customer service issues and other administrative duties as outlined below.




Job Duties




Responsible for the leadership and management of direct reports. Duties include recruiting, hiring, training, performance monitoring and overall management and leadership of employees. Responsible for quarterly and annual reviews.
Responsible for the scheduling of department staff.
Will assist Department Manager with completing quarterly and annual reviews of other department associates.
Monitors the workflow of direct reports to ensure timely completion of duties.
Will provide support and resolution to more difficult customer service issues and ensuring the upkeep of department documentation.
Responsible for the review and modification of processes and procedures to meet regulatory requirements.
Responsible for having a thorough understanding of policies and procedures and how they relate to department functionality.
Responsible for the education and training of staff on changing regulations and policies and procedures.
Assists other functional areas with implementation of new products or services and assess the impact of those changes on the department;
Responsible for coordinating and acquiring information for various regulatory agencies or auditors during audits or process walkthroughs.
Will perform special projects as assigned.




Normal departmental hours are 8:00 am to 5:00 pm Monday – Friday, occasional Saturday from 8:00 to noon.




JOB SKILLS AND QUALIFICATIONS REQUIRED:




College Degree in Business Management, Accounting or other business related field or equivalent experience is required.
Prior leadership experience required.
Detailed knowledge of loan servicing and applicable laws and regulations.
Exceptional organizational skills and a high degree of accuracy with close attention to detail.
Extensive knowledge of loan documentation.
Excellent knowledge of Microsoft Word and Excel.
Knowledge of FIS IBS Insight is desired but not required.
Effective communication skills, both oral and written along with solid interpersonal skills.
Ability to problem-solve issues and correct any underlying systematic gaps.
Effectively manage multiple projects with deadlines.
Highly motivated Self Starter.
Ability to problem-solve issues and handle multiple tasks.
Team-player.




Basic Qualifications:




College Degree in Business Management, Accounting or other business related field or equivalent experience is required.
Prior leadership experience required.




Equal Opportunity Employer M/F/Disabled/Vet;

For inquiries regarding employment with Peoples Bank, email humanresources@pebo.com.
Show less "
60,Finance and Sales,Banking,"Description




Primary responsibility is to perform all functions of a Loan Documentation Specialist I together with the additional responsibilities and skills identified below.




Essential Job Functions:




Performs the essential job functions of a Documentation Specialist I with some assistance and lower error ratios.
Demonstrates broader depth of knowledge surrounding the function of various loan documents and fluency with the content of such documents.
Ability to identify situations where systems will not accommodate the documentation request due to limitations or conflicting language in documents. Offers alternatives to accomplish the request.
Consistently processes loans with moderately complex structures, multiple collateral types or entities.
Ability to prepare boarding data and internal checklists for attorney prepared documents with moderate complexity.
Support and mentor other Loan Documentation Specialists
All other job duties as assigned.




All employees are responsible for internal controls in the performance of their assigned duties. Internal Control responsibilities are established in various policies, procedures, and documents, including the Code of Conduct.




Minimum Job Requirements:




High school diploma or equivalent and basic math skills.
Minimum of one year directly related work experience preferred. Basic understanding of loan and collateral transactions.
Basic understanding of financial information and lending regulations.
General LaserPro application experience or other like application experience preferred.
Strong reading comprehension and ability to understand detailed or complex matters.
Research and problem solving capabilities with ability to multitask and manage time effectively.
Attention to detail and ability to retain multiple forms of information.
Adapt quickly to change.
Effective verbal and written communication skill with internal and external clients.
Strong computer skills and proficiency in Microsoft Office Suite.
Ability to work independently and collectively within a team environment
Prior experience in loan documentation required.
Transferrable skills and/or equivalent banking experience in lending transactions with moderate complexity.




Physical and Mental Requirements:




Ability to sit at a desk and use multiple computer monitors for extended periods of time
Ability to perform repetitive finger, hand, and arm movements
Ability to lift up to 15lbs.
Ability to effectively discern information and formulate appropriate action
Ability to reach, squat, bend, and manually manipulate standard office equipment
Ability to think critically and provide appropriate solutions




We offer a competitive total rewards package including base salary and comprehensive benefits. The hourly range for this role is $20.22 - $24.52, and the pay rate for the successful applicant depends on a variety of non-discriminatory factors including, but not limited to, job-related knowledge, skills, and experience. The role may be eligible for performance-based incentive compensation and those details will be provided during the recruitment process.




We offer eligible associates cost-effective benefit options including comprehensive healthcare coverage (medical, dental, and vision plans), a 401(k)-retirement savings plan with employer match for qualifying associate contributions, an employee assistance program, life insurance, disability insurance, tuition assistance, mental health resources, paid time off for vacation, illness, volunteerism, and holidays. Benefit eligibility begins the first day of the month following the date of hire for associates who are regularly scheduled to work at least thirty hours weekly.




To Staffing and Recruiting Agencies:




Our posted job opportunities are only intended for individuals seeking employment at Umpqua Bank. Umpqua Bank does not accept unsolicited resumes or applications from agencies and Umpqua Bank will not be responsible for any fees related to unsolicited resume submissions. Staffing and recruiting agencies are not authorized to submit profiles, applications, or resumes to this site or to any Umpqua Bank employee and any such submissions will be considered unsolicited unless requested directly by a member of the Talent Acquisition team.




Our Commitment to Diversity:




Umpqua Bank is an equal opportunity and affirmative action employer committed to employing, engaging, and developing a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, color, national origin, religion, sex, age, sexual orientation, gender identity, gender expression, protected veteran status, disability, or any other applicable protected status or characteristics. If you require an accommodation to complete the application or interview(s), please let us know by email: [email protected]
Show less "
61,Finance and Sales,Banking,"Bank of England Mortgage

Mortgage Loan Processor

Non-Exempt

Job Description

Typical business work hours are 8:00 A.M. to 5:00 P.M. Monday through Friday, some over-time may be required. As a Mortgage Loan Processor, you will be expected to demonstrate a sense of urgency, willingness to work closely with others, and be part of a team whose primary focus is service to our customers as you will be their main point of contact. This is a non-exempt position.

Purpose

Support one or more high producing Loan Officers and serve as a contact point for all parties including Loan Officer, Borrower, Underwriters and Sales Agents. Gather information needed by Underwriting in order to decision loan applications and forward approved loan files to closers.

Essential Functions/Duties

Validate assets and liabilities listed on the loan application by gathering information from third party resources (examples include obtaining bank statements to verify deposit balances and matching liabilities listed against credit reports). Validate additional information provided by loan applicant on the application (including Verification of Employment, Verification of Deposits, flood certification, HMDA information, etc.).
Gather documentation specifically required by FHA, VA, or USDA Rural Development for prospective customers applying for those loan programs in accordance with policies & procedures, register loans on the origination system.
Issue proper disclosures as required by federal regulatory compliance and review rate locks and point objectives’ for accuracy, ensure overage and underage is approved as well as waiver of any fees. Set up files & order all necessary exhibits for appraisals and credit reports, check alternative documentation for accuracy and potential problems. Review flood and tax certificates and surveys noting all issue’s upon receipt, review all documents thoroughly to ensure they meet Bank of England Mortgage guidelines before submission to Underwriting.
Provide all required information to underwriters for loan decision – if additional information is needed, contact Loan Officer and/or customer to obtain needed information.
For refinance loan applications that are approved, request payoff information for all existing mortgage loans/liens.
Obtain list from underwriters of conditions necessary to close loan and works with customer and Loan Officer to obtain necessary information – submitting it to underwriter.
Verifies that all files receiving “clear to close” approval contain Title Commitment, Proof of Homeowners Insurance, Insured Closing Letter, Wiring Instructions and Tax Report.
Generates documents and maintains logs to ensure complete and accurate compliance with RESPA, Regulation Z, Fair Lending, HMDA, Bank Secrecy Act and other regulations regarding the mortgage application/origination process. Understands and complies with mortgage industry regulations, including the Fair Credit Reporting Act, the Real Estate Settlement Procedures Act, the Community Reinvestment Act, Truth-in-Lending laws, etc.
Protect Company’s reputation and image by maintaining Borrower confidence; deliver a high level of customer service and by keeping mortgage loan information confidential.
Work as directed by Management.

Preferred Education & Experience

High School Diploma or GED equivalent required; some college preferred; College degree desired.
Intermediate to computer proficiency skills with MS Office, Excel and Mortgage Loan Applications/Software) Encompass 360 desired.
A minimum of one (1) year of recent work experience in mortgage loan support or processing is required.
Excellent customer service skills; written and oral communication skills and ability to demonstrate control, flexibility and maintain quality and high productivity when dealing with customers and changing work demand.
Ability to multi-task and operate in a high-volume, fast-paced environment.
Knowledge of federal and state regulatory requirements a plus.
Must be able to perform essential responsibilities with or without reasonable accommodation.

Required Abilities – We are an ADA employer. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential duties of the position.

Ability to occasionally move about inside the office to access files, office machinery, ascend/descend stairs/ladder or to stoop, crouch or kneel to pull boxes from shelving.
Ability to occasionally move about outside the office when visiting potential clients and walking with them to survey various construction work sites.
Position requires person to be able to remain in a stationary position 80% while performing the essential functions of this job. The employee is frequently sitting or standing.
While performing the essential functions of this job, the employee is frequently required to stand, walk, sit, use hands to finger, speak and hear; read and write; keyboard; push, pull and/or lift up to 30 pounds; lift and/or move up to 30 pounds.
Ability to operate office equipment of varying heights, sizes and positions by reaching, handling, fingering, bending, stooping, kneeling and feeling.
Ability to obtain documents, files, and supplies of varying sizes, heights and weights by reaching, handling, stretching, lifting, bending, climbing, stooping, kneeling and feeling.
Ability to effectively exchange information in a verbal, visual and written fashion.
Ability to apply common sense understanding in order to problem solve by analyzing, observing, and prioritizing.
Ability to read materials and identify relevant details; judge accuracy and appropriateness.
Ability to effectively interact with others, including but not limited to internal and/or external customers, members of management and vendors.
Ability to work a regular, predictable schedule
Ability to establish and maintain effective good working relationships with fellow employees, branch management, corporate management, clients and the general public.
Show less "
62,Other,Banking,"Responsible for addressing a wide range of customer questions. Maintains effective customer service and sales skills in order to conform to service standards and measured goals. Will facilitate both inbound and outbound calls. Works to resolve a variety of customer inquires in a timely and complete manner. Complies with all relevant policies and regulations and ensures that all security measures and controls are adhered to.




Education and Experience:




High school diploma or GEDCustomer service and/or sales experience helpful




Skills and Abilities:




PC skills to include MS Word and Excel
Strong communication and interpersonal skills
Basic sales skills
Must have a positive attitude, adaptable to change, and willingness to work in a team environment
Show less "
63,"Accounting/Auditing, Strategy/Planning, and Finance",Financial Services and Accounting,"At KPMG our goal is to be the Clear Choice for our Clients, our People and our Community.




KPMG professionals are individuals who take deep, personal accountability for their work; have a passion for excellence; remain driven to achieve their full potential; and understand the value of building relationships with clients, future clients, their communities, the global firm and each other. A KPMG professional has a strong work ethic, thrives on challenges, and is dedicated to providing outstanding client services.

KPMG in Bermuda serves an international client base. The Advisory team can help businesses address the most complex challenges by drawing on resources and skills across its global network. We are looking for a Manager and Senior Manager to support us in maintaining our reputation as a leader in Advisory services both in Bermuda and globally.




Senior, Assistant Manager and Manager




KPMG Advisory is looking for a Manager and Senior Manager with experience and proven track record in Deal Advisory (Corporate Finance, Transaction Services, Valuations), including, but not limited to, experience in working on a diverse portfolio of engagements with multi-disciplinary teams to deliver the following services:

Financial modelling – project finance and cash flow modelling;
Financial and commercial due diligence and business analysis;
Sell-side and capital raising services;
Business Valuation services; and
Sector-specific research and quantitative analysis




The successful candidate must have the following qualifications, skills and attributes:




A Bachelor’s degree or above;
A minimum of four (Manager), five (Senior Manager) years of experience in an advisory or public accounting business providing related services to a broad range of clients, but preferably clients in the financial service industry;
An accounting or financial analysis qualification is essential to this role;
Strong project management skills;
Good presentation skills as the role requires ability to competently discuss related matters with clients;
Solid business development skills and client relationship skills;
First class written and oral communication skills with the ability to produce and review complex financial reports and proposals;
Exceptional people skills with the ability to work well with staff of all levels, including the ability to coach and develop team members;
Be a strong team player with a proven ability to work effectively with senior management;
A self-motivated individual with the ability to multi-task on a daily basis and maintain high levels of drive and resilience;
A high degree of competence in Microsoft Word, Excel, PowerPoint and Outlook is required;
A willingness and capacity to work overtime at short notice is essential as this is a highly demanding environment often with tight reporting deadlines; and
Previous experience in the insurance and/or broader financial services sectors are beneficial but not essential for this role.

Show less "
64,Customer Service,Banking,"Description




If you are looking for a great place to work, and reach your potential, look toPeoples Security Bank & Trust.We continue to grow and are always looking for the right people to join our team.#TeamPSBT




Our Call Center Representatives play a vital role. They provide telephone and email support for customers and branch staff. Utilizing a full range of Bank products and services, they effectively maximize the Bank's relationship with customers by striving to identify their needs and achieve excellent customer service.




Full Time Position starting at $15 per hour.




Essential Duties




Manages large amounts of inbound and outbound calls in a timely manner. Identifies customers needs, clarifies information, researches issues and provides solutions and appropriate follow-up.
Directs telephone calls to the proper individuals or departments in the Bank where the need can be satisfied.
Provides direct service to the customers as appropriate, i.e., utilizing computer to determine account balance or loan balance, describes and sells products and services of the Bank, etc.
Maintains awareness of various Bank functions in order to provide Call Center assistance to customers in areas of Online Services, Loans, Debit Card, and ATM support.




Benefits Offered To Peoples Security Bank Employees




Medical Plans
Dental Plan
Vision Plan
Life Insurance
Disability Insurance
401(K) Plan
ESOP Plan
Paid Time Off
Paid Holidays
Employee Assistance Program
Banking Classes
College Tuition Reimbursement
Internal Advancement Opportunities




Company Overview




Established in 1905, Peoples Security Bank & Trust Company is headquartered in Scranton, Pennsylvania, and is one of the largest community banks in Eastern Pennsylvania, with a footprint stretching from Binghamton, New York down through the Endless Mountains into the Greater Scranton Area, the Poconos, Lehigh Valley, Greater Delaware Valley, Greater Pittsburgh Region in Pennsylvania to Piscataway, New Jersey.




Peoples Security Bank & Trust is more than a financial institution in the communities we serve; we are a part of them as well. We are always looking at the needs of our customers and how we can exceed their expectations as we continue to make enhancements while maintaining our hometown values. No matter what you do or where you go, Peoples Security Bank will be here to assist you with your financial needs.




Peoples Security Bank and Trust Company is an Equal Opportunity Employer




Requirements




Education/Training: A High school diploma or equivalent required; specialized bank operations training/education preferred.




Skill(s): Must demonstrate excellent customer service, interpersonal relations and communicative skills; good mathematical skills; good time management skills; moderate problem solving and analytical skills; project management skills; moderate PC skills; moderate technical skills including Microsoft Office Excel, Word, One Note and PowerPoint.




Experience: A minimum of one (1) year of related experience normally required.




Physical Requirements: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this position. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the essential job functions of this position, the employee is regularly required to sit, stand, talk, hear, walk, use hands and fingers, handle or feel objects, and reach with hands and arms. At times required to stoop, kneel, bend, crouch and lift up to 25 pounds. This position requires regular use of a computer.




PI210661641
Show less "
65,Finance and Sales,Banking,"4902BR




Full-time Teller, Shaler Drive-Thru




Shaler Drive-Thru




Shaler Drive-Thru




Pittsburgh, PA




Job Description




As a Teller, you are part of a team whose primary focus is to provide exceptional customer service. You are often the first to welcome our customers, while engaging in thoughtful interaction. You will assist customers with banking transactions (deposits, withdrawals, loan payments, etc.) on all retail and business accounts. You will be given the resources needed to identify referral opportunities to expand customer relationships.




Qualifications




High school diploma or GED required.
College degree or a minimum of six months cash handling experience required. Will also consider related administrative experience such as accounts payable, bookkeeping, or budgeting
Professional communication skills and appearance are required
Proficient computer skills and math aptitude required
Ability to travel as needed to training




Address 1




1100 Mt Royal Blvd




City




Pittsburgh




State




PA




Employment Status




Full-time




FLSA




Non-Exempt




Schedule Information




This branch is open Monday through Thursday from 8:30 am - 5:00 pm, Friday 8:30 am - 6:00 pm, and Saturday from 9:00 am - 2:00 pm.




Benefits Information




Full-time employees are eligible for a comprehensive benefits package including medical, dental, vision, 401(k) with immediate vesting, tuition reimbursement, and gym membership reimbursement.




Part-time employees qualify for 401(k) with immediate vesting, tuition reimbursement, and gym reimbursement.




For more information, please visit http://www.dollar.bank/company/careers/benefits .




EEO Statement




Dollar Bank is an Equal Opportunity Employer.




Minority/Female/Veteran/Disabled
Show less "
66,"Research, Analyst, and Information Technology",Financial Services,"Job Description

MORE ABOUT THIS SKILLSET

Providing timely, key research to the investment teams and giving them the information they need to make investment decisions.

Investment Research teams work closely with investing teams around the firm to provide market and security research and help them make informed decisions that minimize the firm’s risk and exposure.

If you apply to this skillset, you will be considered for multiple roles across the firm that require this skillset. Please note business and function examples below are representative of opportunities common for this skill-set. The list is not exhaustive, and availability of open roles is determined based on business need. Specific roles will be confirmed through the interview process.

Businesses And Job Functions

Global Investment Research Division delivers value-added research to clients in the equity, fixed income, currency and commodities markets. Goldman Sachs develops global client-focused research in economics, portfolio strategy, derivatives and equity and credit securities. Our clients use these insights and investment ideas to develop their strategies.

We produce original, fundamental research and analysis of industries, companies and economies. Our research teams continually identify and analyze financial information, strategic issues and trends that affect companies, industries and markets on a regional and global scale.

Basic Qualifications

Bachelor’s degree (2019 – June 2023)
0-3 years of prior work experience in a relevant field.
Proficient to advanced skills with MS Office (Excel, PowerPoint, Word, Outlook)
Highly organized with exceptional attention to detail and follow-through
Strong ability to manage multiple projects with competing deadlines
Team player with positive attitude and strong work ethic
Strong communication skills (written and verbal)
Ability to work in a fast-paced environment
Ability to adapt quickly to a variety of industries and businesses
Ability to self-direct, analyze and evaluate and form independent judgments
Ability to effectively interact and build relationships with senior management and global stakeholders
Commercially savvy with ability to exercise discretion with respect to highly confidential/sensitive information
Integrity, ethical standards and sound judgment

About Goldman Sachs

At Goldman Sachs, we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, we are a leading global investment banking, securities and investment management firm. Headquartered in New York, we maintain offices around the world.

We believe who you are makes you better at what you do. We're committed to fostering and advancing diversity and inclusion in our own workplace and beyond by ensuring every individual within our firm has a number of opportunities to grow professionally and personally, from our training and development opportunities and firmwide networks to benefits, wellness and personal finance offerings and mindfulness programs. Learn more about our culture, benefits, and people at GS.com/careers.

We’re committed to finding reasonable accommodations for candidates with special needs or disabilities during our recruiting process. Learn more: https://www.goldmansachs.com/careers/footer/disability-statement.html

© The Goldman Sachs Group, Inc., 2021. All rights reserved.

Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Veteran/Sexual Orientation/Gender Identity
Show less "
67,Human Resources,"Banking, Financial Services, and Investment Banking","Our client, a financial services firm, is seeking a Human Resources Specialist for a long term contract opportunity in their Alpharetta, GA location:

Responsibilities:

-Working with employees, managers and HR Business Partners on a range of sensitive employee matters, including medical accommodations, leaves of absence, work arrangements, background check escalations, and visa/immigration

-Partnering closely with Employment Law and Employee Relations teams on developing consistent solutions across all businesses

-Collaborating with HR Process Optimization team and HR Business Partner teams across the Firm to develop consistent practices on HR generalist processes

-Documenting appropriate case notes in a centralized system and escalating matters when needed




Qualifications:

-Bachelor's degree required with at least 5 years of HR generalist experience

-Excellent interpersonal skills with demonstrated patience, tact, and respect

-Ability to quickly evaluate alternatives and decide on a plan of action

-Excellent judgement; knows when the escalate

-Ability to navigate multiple stakeholders

-Experience dealing with sensitive matters

Show less "
68,Administrative,Financial Services,"Description




POSITION OVERVIEW:




Provides administrative support at a high level.




ESSENTIAL DUTIES and RESPONSIBILITIES, includes the following responsibilities, but not limited to :




Answers and screens telephone calls in a professional and timely manner; takes accurate messages with a high degree of professionalism and courtesy.
Arranges and schedules conference calls. Exercises considerable judgment and discretion in handling requests for appointments and telephone calls.
Reviews and may respond to daily internal/external mail dependent on instructions. Prioritizes mail and responds based on urgency in subject matter.
Demonstrates a high level of professionalism in dealing with confidential and sensitive issues.
Performs general clerical duties including but not limited to filing, photocopying, faxing, and mailing.
Composes and distributes professional correspondence and memoranda, e-mails and faxes, using individual initiative and as assigned.
Coordinates meetings including but not limited to preparing and distributing agendas and other meeting materials, reserving and preparing facilities, and recording and transcribing meeting minutes.
Coordinates calendar and schedules appointments, ensuring all parties are informed of and kept abreast of schedule awareness.
Proactively establishes and maintains highly organized filing system; files correspondence and other records.
Coordinates travel arrangements; completes expense reports and processes invoices; ensures that correct account codes are used and required signatures obtained.
Conducts research; compiles and types statistical reports. Research will include utilizing internal software and systems and may need to contact vendors.
Attends meetings and other functions as needed.
Other projects and duties as assigned.




Preferred Qualifications And Experience




Bachelors Degree (BA) or equivalent, three (3)+ related experience, or equivalent combination of education and experience.
Professional appearance and demeanor.
Excellent verbal and written communication skills.
Proficient in Microsoft Programs.
Advanced Excel knowledge.
Versatility and flexibility within an ever-changing environment.
Acute attention to detail.
Commitment to excellence and high standards.
Ability to work on complex projects with general direction and minimal guidance.
Ability to deal effectively with a diversity of individuals at all organizational levels.
Good judgment with the ability to make timely and sound decisions
Creative, flexible, and innovative team player
Strong organizational, problem-solving, and analytical skills; able to manage priorities and workflow.
Ability to work independently and as a member of various teams and committees.
Demonstrated ability to plan and organize projects.




SUPERVISORY RESPONSIBILITIES: N/A




PHYSICAL and ENVIRONMENTAL CONDITIONS




Standard office environment, equipment and tasks, including work at a computer terminal. Requires partial sitting and walking throughout the day. Candidate must be open to work overtime to complete assigned tasks.




Base Compensation Information– For CA residents.




Please note: This position is on-site in Coronado, CA.




The base wage for this position ranges between $20.00 and $24.00 per hour. Factors that may affect base wages include: Previous experience as admin support.




CMG MORTGAGE, INC. NMLS #1820 If you are a recruiter or placement agency, please do not submit resumes to any person or email address at CMG Financial prior to having a signed agreement . CMG Financial is not liable for and will not pay placement fees for candidates submitted by any agency other than its approved recruitment partners. Furthermore, any resumes sent to us without an agreement in place will be considered your company’s gift to CMG Financial and may be forwarded to our recruiters for their attention.
Show less "
69,Finance and Sales,Banking,"Description




Primary responsibility is to perform all functions of a Loan Documentation Specialist I together with the additional responsibilities and skills identified below.




Essential Job Functions:




Performs the essential job functions of a Documentation Specialist I with some assistance and lower error ratios.
Demonstrates broader depth of knowledge surrounding the function of various loan documents and fluency with the content of such documents.
Ability to identify situations where systems will not accommodate the documentation request due to limitations or conflicting language in documents. Offers alternatives to accomplish the request.
Consistently processes loans with moderately complex structures, multiple collateral types or entities.
Ability to prepare boarding data and internal checklists for attorney prepared documents with moderate complexity.
Support and mentor other Loan Documentation Specialists
All other job duties as assigned.




All employees are responsible for internal controls in the performance of their assigned duties. Internal Control responsibilities are established in various policies, procedures, and documents, including the Code of Conduct.




Minimum Job Requirements:




High school diploma or equivalent and basic math skills.
Minimum of one year directly related work experience preferred. Basic understanding of loan and collateral transactions.
Basic understanding of financial information and lending regulations.
General LaserPro application experience or other like application experience preferred.
Strong reading comprehension and ability to understand detailed or complex matters.
Research and problem solving capabilities with ability to multitask and manage time effectively.
Attention to detail and ability to retain multiple forms of information.
Adapt quickly to change.
Effective verbal and written communication skill with internal and external clients.
Strong computer skills and proficiency in Microsoft Office Suite.
Ability to work independently and collectively within a team environment
Prior experience in loan documentation required.
Transferrable skills and/or equivalent banking experience in lending transactions with moderate complexity.




Physical and Mental Requirements:




Ability to sit at a desk and use multiple computer monitors for extended periods of time
Ability to perform repetitive finger, hand, and arm movements
Ability to lift up to 15lbs.
Ability to effectively discern information and formulate appropriate action
Ability to reach, squat, bend, and manually manipulate standard office equipment
Ability to think critically and provide appropriate solutions




Values and Behaviors:




Build enduring RELATIONSHIPS with clients and each other.
Drive INNOVATION that simplifies life and work.
Seek continuous GROWTH in your personal and professional development.
Commit with HEART to serve others.
Extend TRUST in order to receive it.




We offer a competitive total rewards package including base salary and comprehensive benefits. The hourly range for this role is $22.72 - $29.81, and the pay rate for the successful applicant depends on a variety of non-discriminatory factors including, but not limited to, job-related knowledge, skills, and experience. The role may be eligible for performance-based incentive compensation and those details will be provided during the recruitment process.




We offer eligible associates cost-effective benefit options including comprehensive healthcare coverage (medical, dental, and vision plans), a 401(k)-retirement savings plan with employer match for qualifying associate contributions, an employee assistance program, life insurance, disability insurance, tuition assistance, mental health resources, paid time off for vacation, illness, volunteerism, and holidays. Benefit eligibility begins the first day of the month following the date of hire for associates who are regularly scheduled to work at least thirty hours weekly.




Notice to Agency and Search Firm Representatives:




We do not accept unsolicited resumes from agencies and/or search firms. Agencies must obtain advance written approval from Columbia Bank’s Talent Acquisition team to submit resumes, and then only in conjunction with a valid fully-executed written requisition contract for service and in response to a specific job opening. Resumes submitted to any Columbia Bank employee by a third party agency and/or search firm without a valid written and signed requisition search agreement, will become the sole property of Columbia Bank. Columbia Bank will not pay a fee to any Agency that does not have such agreement in place. No employee outside of Columbia Bank’s Talent Acquisition team has the authority to enter into a requisition search agreement.
Show less "
