,Job Function,Industry,Seniority,Job Description
48,Management and Manufacturing,Construction,Entry level,"Are you looking to continue developing your electrical contracting leadership expertise?
Are you hungry for access to challenging verticals like bioscience, medical, data centers, industrial, and more?
Do you want to work for a place consistently voted into the “Top Places to Work”, where we actually live our values?
Are you looking for a company with growth opportunities that focus on development and career pathing?


If you answered ""YES"" to those questions, then an Electrical Foreman role at Weifield Group Contracting may be perfect for you!

What You Will Do

While continuing to hone your craft, you will

Provide leadership, organization, and field management of teams ranging from 5-25 journeymen and apprentices on a wide variety of electrical construction projects ranging from $250K-$5M
Start and manage projects including Controlled Take-Offs, material and labor budgets, correct phasing, time reporting, daily logs, and scheduled meetings
Continuously train and develop your teams to ensure employee retention and company effectiveness and efficiency
Manage daily production, safe installation methods, quality control, and high morale of your journeyman and apprentices
Strengthen existing client, vendor, and team relationships, and build new ones
Demonstrate and embrace our company values, our PACT: People, Advance Process, Community, and Trusting Relationships


What You Will Bring

In addition to holding yourself to the highest standards and having a passion for being the best, you will

Have a minimum of 6 years’ electrical experience, and 2-4 years managing high dollar commercial or industrial electrical projects and large teams
Possess a growth-focused mindset and a passion for teaching and developing your teams
Possess a current Colorado State electrical journeyman license
Be willing to get LEED and NICET Leve 2 certifications with commensurate compensation increases
Be willing to travel with incentives


What Weifield Is All About

Weifield is a national leader in cutting-edge construction with nearly 700 employees across all our regions. We are a non-union shop, our purpose is to make the next generation better than us, and our niche is to provide best-in-class electrical solutions. We live our values, and because People is our #1 value, we show our appreciation with much more than a competitive salary. Successful electricians at Weifield can become foreman, supervisor, estimators, project managers, and move into upper management positions. Your drive and abilities determine how far you go!

If all this sounds great to you, please apply today to join our team!

Weifield Group Contracting is an Equal Opportunity Employer.

Benefits Summary:

Weifield team members enjoy a wide variety of benefits including employee-portion paid Health Insurance, Dental/Vision Insurance, Disability & Accident Insurance, Life Insurance/ADD, Flexible or Paid Time Off, Paid Holidays, 401K w/match, Employee Assistance Program, TeleDoc services, Tuition Reimbursement, and others, depending upon your role.
Show less "
49,Management and Manufacturing,Construction,Mid-Senior level,"Mears Installation, A Quanta Services Company

At Mears Installation, we believe in developing and retaining the best people in the industry and providing best value services to our customers in the natural gas and electric industries. We take pride in developing the infrastructure of our country by connecting people and resources. As an industry leader, we have built our reputation as a premier provider of services with a solid track record of performance, integrity and – above all – a commitment to safety, quality and our people.

Foreman

The Foreman is a field management role, responsible for organizing and supervising the safe daily operations of utility construction projects. The foreman will manage construction activities to ensure company procedures are followed and includes physically demanding work.

What Do You Offer Us?

Supervise and monitor daily operations by planning and managing to job specifications
Maintain all necessary paperwork and documentation
Oversee safety by modeling behaviors and providing corrective action when appropriate
Support crew by operating equipment and doing labor as needed
Pre-survey job location and ensure utility locates have been performed
Manage and develop effective customer and employee relations
Ability to analyze and resolve work challenges.
Secure work site to ensure public safety and safety of equipment and materials
Coach, train, and evaluate employees’ and guide towards goal achievement
Perform miscellaneous duties as assigned

What We Offer You

Paid on-the-job technical and professional training
Defined career path for future growth
Weekly Payroll

What is Required?

High school Diploma or equivalent
3-5 Years field experience or Military equivalent
Must hold a valid Driver’s License
DOT Medical Card – If driving company vehicle
Pass Pre-Employment drug screen and background check
Computer Skills
Must be able to stand or walk for long periods with repeated lifting (Up to 50 lbs.), kneeling, crawling, climbing and reaching

This position is subject to the Federal Department of Transportation (DOT) drug & alcohol testing regulations as outlined in 49 CFR Part 382 and/or 49 CFR Part 199.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.
Show less "
50,Project Management and Information Technology,Construction,Mid-Senior level,"Interested in an outstanding opportunity to become part of a team with a stellar reputation as a community engaged Employer of Choice?

Established in 1905, Consigli has grown over the last 100 years from a local fourth generation family business into one of the largest construction managers and general contractors in the Northeast and Mid-Atlantic regions. In 2018, we transitioned to 100-percent employee-ownership.

Nationally ranked as one of Forbes Best Midsize Employers in 2021 and 2022 and as one of the Best Places to Work by the Boston Globe, the Washington Post, the Hartford Business Journal, and MaineBiz, our culture draws raw talent from college interns to seasoned veterans with substantial years of experience in their field. We credit empowerment, innovation and “thinking great” for our continual growth and success. Most important, we are thankful for our employees and are proud to have one of the most exciting project portfolios in the business.

Assistant Project Manager

Salary Range: $100,000-$125,000

The Assistant Project Manager (APM) will serve as a vital team member while assisting the Senior Project Manager and/or Project Manager on all aspects of a project. APM’s will be expected to take on central roles for the oversight of the Project Engineer with a specific focus on document control (RFIs, submittals, material delivery, etc.), subcontractor coordination, design team communication, project reporting and overall representation of Consigli throughout the entirety of the project.  

Required Skills

Serve as a main point of contact for communication with Owners, OPMs and Design Teams members.
Coordinate and provide input during weekly meetings with subcontractors, design teams, and owner representatives to resolve field conflicts and drive resolution. 
Support project cost and change management process: prepare reports for review with other team members and present at both Owner and internal meetings.
Assist in development of estimates and bid proposals for both lump sum and GMP projects.
Oversight/Management of Project Engineer and associated responsibilities including document Control, RFIs, Submittals, Material Delivery Tracking and Meeting Minutes.
Mentor: support, develop, and train supporting team members, including Project Engineers.
Maintain close relations with subcontractors, including early notification of submittal & material delivery schedule expectations. 
Monitor executed subcontracts and insurance certificates; verify contracts and insurance are in place prior to commencing work. 
Coordinate with Project Scheduler to update and distribute project master schedule with input from Superintendent and project team. 
Assist the project Superintendent and other team members in the resolution of all critical issues, RFI’s, etc. with a focus on quality, cost and schedule; provide documentation as necessary.
Take ownership of the closeout process: complete and implement project closeout checklist.
Manage close-out documentation (as-builts, O&Ms, warranties, test reports, etc.) for submission to Design Team and Owner.
Manage financial closeout process with subcontractors and Owner.
Punch List: Upload and distribute the punch list through Procore to subcontractors. Assist with coordinating work completion as required and maintain an accurate log of items to be completed.
Observations and Field Reports: work with project team to conduct field walks as necessary and compile any corresponding documentation accordingly.
Review Design Team field reports and work with required parties to resolve open items and drive to resolutions. 
Safety: perform regular safety walks with field and safety staff and record observations. 

Required Experience

A bachelor’s degree in Engineering, Construction Management, or similar.
3-5 years’ experience within the construction field in project management, or similar role.
Proficiency in Microsoft Office.
Familiarity with Procore Software.
Knowledge of industry safety standards.

An Affirmative Action / Equal Opportunity Employer

Consigli provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.
Show less "
51,Management and Manufacturing,Construction,Entry level,"Expanding disaster Restoration Company is seeking a Construction Estimator for immediate hire. We are seeking to fill positions at our Wheeling, WV Office.

Duties include:

Inspecting the property damage (onsite). Damages include: fire, water, wind and hail claims and any other construction related damage.
Prepare an estimate for the job.
Negotiate with the insurance company.
Sell the job to the property owner.
Estimating and selling reconstruction jobs for properties damaged by fire or water for both residential and commercial properties.


Qualifications:

The individual should have experience in estimating all types of jobs and has used the industry estimating software.
Experience in the restoration industry a plus.
Must have ability to use computer estimating software and computer skills and construction knowledge is a must.
Experience in the industry is a plus.


Benefits include:

Salary with bonus capabilities
Company Vehicle
Laptop Computer
Cell Phone
401K with Benefits, And More!
Show less "
52,Management and Manufacturing,Construction,Entry level,"Since its foundation in 1986, Thompson Construction Group, Inc. has grown from a small, local company into one of the largest privately held companies based in South Carolina. Our diverse services portfolio includes capital projects, power services, maintenance services, disaster recovery, hydro consulting and commercial construction. We believe in investing in our employees to help them reach their professional goals, as well as their personal goals. Thompson promotes a work environment that fosters learning, leadership, and development along with a safety culture that never waivers. Thompson is headquartered in Sumter, South Carolina with offices spanning the United States, primarily southeast and central United States.




Position Description




Assist with the lay out, assembly, installation, and maintaining of pipe systems, pipe supports, and related hydraulic and pneumatic equipment for steam, hot water, heating, cooling, lubricating, sprinkling, and industrial production and processing systems, applying knowledge of system operation, and following blueprints.




Job Responsibilities




Select type and size of pipe, and related materials and equipment, such as supports, hangers, and hydraulic cylinders, according to specifications.
Plan installation or repair to avoid obstructions and to avoid interfering with activities of other workers.
Cut pipe using saws, pipe cutter, hammer and chisel, cutting torch, and pipe-cutting machine.
Thread pipe, using pipe-threading machine.
Bend pipe, using pipe-bending tools and pipe-bending machine.
Assemble and installs variety of metal and nonmetal pipes, using threaded caulked, soldering, brazen, fused, or cemented joints, and hand tools.
Secure pipes to structure with bracket, clamps, and hangers, using hand tools and power tools.
Install and maintain hydraulic and pneumatic components or machines and equipment, such as pumps and cylinders using hand tools.
Install and maintain compressors, pumps, meters, pneumatic and hydraulic controls, and piping, using hand tools and power tools, and following specifications and blueprints.
Increase pressure in pipe system and observes connected pressure gauge to test system.
May weld pipe supports to structural steel members.
May observe production machines in assigned area of manufacturing facility to detect machinery malfunctions.
May operate machinery to verify repair.
Respiratory protection is common and may be required.
Responsible for observing and complying with all safety and project rules.
Other duties may be assigned




Job Qualifications




Must be at least 18 years of age.
Must pass written Pipe Fitter Helper test.
Must be able to read, write and communicate clearly with supervisor/co-workers and understand direction from supervisor.
Utilize basic math and a calculator to solve geometric problems associated with Pipe Fitting.
Must be able to lift up to 50 pounds, climb, bend, twist, stand and reach repetitively, operate moving equipment and work in hot/cold/damp/cramped environments.
Must be willing to work outside of craft.
Candidate may be required to pass a drug test and criminal background check based on job location/requirements.




Benefits




We strive to provide a competitive compensation and benefits package. This includes but is not limited to medical, dental, vision, life insurance, 401(k), wellness programs and career development.




Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Show less "
53,Administrative,Civil Engineering,Entry level,"Morrison-Maierle Systems (Systems) growing team of information technology consultants has an exciting full-time opportunity for an Administrative Assistant in our Helena, Montana office.

Established in 1982, we have built our reputation on applying knowledge, creativity, and information technology to enhance our client’s businesses. Systems is an employee-owned company.

Opportunity: Full-time position responsible for a variety of administrative duties for the leadership team and technical team as well as assisting the sales team with quoting.

Qualifications

Minimum of 3 years of proven work experience as a secretary or administrative assistant, office manager, or related experience.
Must be exceptionally service-oriented and be excited to work in a client-service atmosphere.
The ability to monitor and prioritize work to meet demanding deadlines.
Must provide exceptional customer service to both our internal team and external clients.
Positive attitude and professional bearing.
Strong organizational skills and aptitude for detail.

Preferred Qualifications include an Associate Degree in accounting, management and/or business administration.

Must have a valid driver's license and an insurable driving record.

Salary: $20 - $23 per hour

Benefits

Employee Stock Ownership Program
Medical, Dental, and Vision Insurance
Health Savings Account contributions
Paid Personal & Holiday Leave
401K matching contribution

Morrison-Maierle is an equal-opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other legally protected characteristics.

Apply online at www.m-m.net .
Show less "
54,Management and Manufacturing,Construction,Entry level,"PC is seeking Carpenters to work in Portland, Maine. Candidates should be well-rounded, work as part of a team, complete work independently, be highly motivated, and be focused on excellence in all aspects of the work. Responsibilities include rough carpentry, doors, frames, and hardware install, miscellaneous trim install, installation of blocking, and general construction cleaning. Commercial construction experience is preferred, but willing to train. Long-term opportunities are available with PC’s commitment to personal career growth. Help PC build some of Vermont’s most exciting projects.




Superior Benefits Package Including




401(k) with a generous company match
Employee stock ownership plan
Health, dental, disability, and life insurance
Paid time off and holidays
Employee profit sharing




100% EMPLOYEE-OWNED




PC Construction is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. We recognize that diversity and inclusion are driving forces in the success of our company.




About PC Construction: PC offers general contracting, construction management, and design-build services to private and public clients across the country. The company manages projects along the eastern seaboard of the United States from its headquarters in Vermont and a network of locations in Florida, Georgia, Maine, Maryland, New Hampshire, New York, and North Carolina. A construction industry leader for over 60 years, PC Construction, is guided to success by its team of dedicated employee-owners
Show less "
55,Management and Manufacturing,Construction,Entry level,"Originally founded as a small construction company in 1949, Nabholz is now a team of more than 1200 industry leading professionals working together to serve our clients, communities, and each other. Over the last 70+ years, we've grown into a national multi-service contractor offering a full range of construction, industrial, civil, and environmental services.

We Are Proud To Offer You

Medical, Dental and Vision Care
401(k) Retirement Savings Plan with Company Matching Contributions
Long-Term Disability Insurance
Company-Paid Life Insurance
Supplemental Voluntary Life and Accidental Death and Dismemberment Insurance
Dependent Voluntary Life Insurance
Accident Recovery
Flexible Spending Accounts
Paid Holidays and Vacation
Direct Deposit
Wellness Program with Incentives

Summary

Constructs, erects, installs, repairs structures and fixtures of wood, plywood, and wallboard, using carpenter’s hand tools and power tools, and conforming to local building codes.

Essential Duties And Responsibilities

Studies blueprints, sketches, or building plans for information pertaining to type of material required and dimensions of structure or fixture to be fabricated.
Builds/constructs footings, walls, columns, and decks using a variety of hand tools and power tools and materials, including aluminum joists, adjustable joists, shoring, and lumber.
Sets and anchor bolts and metal studs for door and window frames and installs metal frames for doors and windows.
Builds stairs, lays out and installs partitions, and cabinet work.
Constructs forms and chutes for pouring concrete.
Erects scaffolding and ladders for assembling structures above ground level.
Performs miscellaneous duties as requested, including installation of safety cables and railing.
This job is safety sensitive for medical marijuana purposes.
All other tasks as assigned.

Education/Skill Requirements

Workers should be able to work within precise limits or standards of accuracy.
Apply shop mathematics to solve problems.
Plan work and select proper tools.
Compare and see differences in the size, shape, and form of lines, figures, and objects.
Physically, workers must be able to:
Climb and maintain balance on scaffolds and ladders.
Reach for, handle, and manipulate objects and materials.
Lift and carry objects weighing up to 100 pounds.

Physical Demands

Climb and maintain balance on scaffolds and ladders.
Reach for, handle, and manipulate objects and materials.
Lift and carry objects weighing up to 50 pounds.
Stoop, kneel, crouch, crawl, and see well (either naturally or with correction).

Work Environment

Office, cubicle, workstation, or jobsite.

AA/EOE. Women, Minorities, Veterans, and Disabled People Encouraged to Apply

Nabholz is an Equal Opportunity Employer and does not discriminate on the basis of sex, race, color, religion, sexual orientation, national origin, cultural heritage, ancestry, political belief, age, marital status, pregnancy, physical or mental disability, protected veteran status or any other characteristic protected by federal, state or local laws .

Employment at Nabholz is subject to post offer, pre-employment drug testing. Nabholz is a drug-free workplace and an E-Verify employer. The above description covers the principal duties and responsibilities of the job. The description shall not, however, be construed as a complete listing of all miscellaneous, incidental, or similar duties which may be required from day-to-day.
Show less "
56,Management and Manufacturing,Construction,Entry level,"General Description

The Carpenter will build, erect, install, and repair forms, structures, and other fixtures made from wood and other materials as needed to assist with various types of construction projects.

Position Requirements

Minimum 3 years of construction experience.
Fluency in Spanish is a plus, but not required.
Daily attendance and punctuality
Ability to solve mathematical problems quickly and accurately.
Ability to properly care for and use tools of the trade.
Thorough understanding of carpentry principles and methods.
Ability to operate a tracked skid steer
Ability to operate a forklift/lull.
Available to work 5/6 days a week, 8/10-hour days as jobsite requires
Flagging and rigging certification preferred

Essential Duties And Responsibilities

Measure, mark, and arrange materials to established layout based on plans or instructions from supervisors.
Cut and shape structures, forms, or other fixtures from wood, to support concrete formwork installation.
Use various hand and power tools to securely build assigned projects.
Join materials with the most appropriate nail, screw, staple, or adhesive.
Ensure the accuracy of work by checking completed projects with tools such as levels, surveying equipment, or framing squares; corrects problems as needed.
Adhere to local building and safety codes and guidelines.
Erect and install formwork from the contract documents with minimal supervision.
Strip formwork in a safe manner in accordance with industry standards.
Measure distances and perform calculation for cutting materials.
Ability to place and float concrete materials in footings.
Rig and flag for crane hoists
Complete tasks as assigned by supervisor.
Performs other related duties as assigned.

Personal Tools Required

Tool belt
Hammer
Tape Measure
Square
Wire snips
Pliers
100ft measuring tape
Chalk Box and String

Physical Demands

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.

Must be able to stand, sit, feel, twist, walk, talk, hear, see, bend, drive, crouch, grasp, squeeze, crawl, kneel, squat, push, pull, apply pressure, reach overhead. Ability to focus for extended periods of time. Ability to lift and carry 60 lbs. regularly if required, steady hands to obtain and meet required quality. Must be able to safely operate all required machinery. Ability to work outdoors subject to local weather conditions.

Reports To

Concrete Superintenden t/Concrete Foreman
Show less "
57,Other,Wholesale Building Materials,Entry level,"General Labor ' Doswell, VA

The General Labor must be highly flexible individuals and possess solid interpersonal skills allowing them to work effectively in a diverse, team, working environment. You will work in our manufacturing operations with other employees focusing on workplace efficiency and product quality, while maintaining a clean and environmentally safe work area through the implementation of 5S procedures. A knowledge of machinery and maintenance, plus an understanding of optimization and quality guidelines is a plus. Through a dedication to continuous improvements with special emphasis on safety, quality, environment, production, and cost, you will be an essential member of the Weaber, Inc. Team.

Why Choose Weaber, Inc.?

Weaber, Inc. offers a comprehensive benefits package for full-time team members, including:

Full medical, dental, and vision coverage
401(k) with 4% match
Weekly pay
Paid vacations and holidays
$250 Sign on Bonus
$350 Referral Bonus
$1.00 diff rates for 2nd and 3rd shifts
FREE shuttle bus from Lebanon to our site locations
Monthly bonus eligibility
Investment and complete buy-in to your career progress, through trainings, mentorships and advancement

Who We Are and What We Do?

Weaber, Inc. is one of the nation's leading hardwood manufactures. The combination of advanced technology and strict standards help our state-of-the-art facility produce High Quality Hardwood Products. It is this quality that our customers have come to rely on.

Requirements

Previous general labor or manufacturing experience preferred
18 years of age

If you are passionate about the work you do and want to join an amazing team that will invest in your future, we want you here! For more information regarding our open position please visit our website at Weaber.com or call (717) 867-4694 ext. 290

Weaber, Inc. is an equal opportunity employer and considers all qualified applicants equally without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, or disability status.
Show less "
58,Management and Manufacturing,Construction,Entry level,"Since 1947, Crowder has built a legacy of success in the construction industry. We work throughout the Southeast on heavy construction infrastructure projects ranging from bridges, dams, water and wastewater treatment facilities, power plants and other energy facilities. We are a general contractor who self performs civil, electrical and mechanical trades on both traditional and more complex alternative delivery projects.




Crowder Is Building America And Proud Of It ® As Reflected In Our Mission Statement




As a family and employee-owned company, it is the spirit of not only doing the right things, but doing things the right way that is the true legacy of our founders and our people.




We are dedicated to superior performance and committed to making a positive difference for our clients, for our communities, and in the lives of our employees.




If you are looking for a career, not just a job, with a company committed to your future, apply today.




CROWDER IS PROUD TO BE AN EQUAL OPPORTUNITY (EOE) AFFIRMATIVE ACTION (AA) EMPLOYER

All Qualified Candidates including Minorities, Females, Individuals with Disabilities and Veterans are encouraged to apply.

Crowder is a Drug Free Workplace and E-Verify Employer

REQUIREMENTS: ALL Applicants must be:

18 years of Age
Able to Pass a Drug Test
Legally Eligible to Work in the US

Primary function of a Form Carpenter: Build and set forms to pour concrete.

Typical Duties Include But Are Not Limited To

Select specified type of lumber or other materials.
Prepare layout, using a rule or measuring tape and framing square.
Mark cutting and assembly lines on materials, using a pencil, chalk, and marking gauge.
Shape materials to prescribed measurements, using saws, chisels, and planes.
Assemble cut and shaped materials and fasten them together with nails, dowel pins, or glue.
Construct forms and chutes for pouring concrete.
Erect scaffolding and ladders for assembling structures above the ground level.
Saw lumber to blueprint dimensions, using a handsaw or power saw, and nail lumber together to make form panels.
Erect built-in-place forms or assemble and install prefabricated forms.
Anchor and brace forms to fixed objects, using nails, bolts, anchor rods, and steel cables.
Some assembly of forms may be required by bolt up connections.
Layout and install embeds in concrete form-work.
Proficient in rigging and flagging cranes.
Must be safety minded and adhere to all safety policies.
Complete all additional duties as directed by supervisor.

Skills, Knowledge, Qualifications & Experience

Must have a minimum 3 years experience in heavy construction, specifically with knowledge of Symons and gang form systems.
Work within precise standards of accuracy
Must have basic carpenter tools
Rate information using standards, which can be measured or checked
Compare and see differences in the size, shape, and forms of lines, figures, and objects
Must follow policies and procedures and support Crowder’s goals and values

Benefits

Crowder’s Mission Statement is to “make a positive difference in the lives of our employees.” Our comprehensive benefits package is designed to achieve that goal through access to the following competitive benefits:

Health Plans, including Medical, Dental and Vision
Tax-Advantaged Spending Accounts (HSA and FSA)
Wellness Program with Incentives
401k Savings Plan
Life/AD&D and Disability Insurance
Company Paid Holiday, Vacation and Sick Leave
Crowder YOUniversity Career-Based Training
Educational Assistance

Benefits may vary based on position and length of employment.




**APLICAR DIRECTAMENTE EN NUESTRA PAGINA DE INTERNET: http://www.crowderusa.com/ **

Para preguntas contáctenos al: 919-272-2957**

La función principal de un Carpintero de Forma: Construir y establecer formas para colar el cemento .

Funciones Típicas Incluyen Pero No Se Limitan a

Seleccionar el tipo específico de madera y otros materiales.
Preparar el diseño, utilizando una regla o una cinta métrica y enmarcando cuadrado.
Cortar y montar materiales, usando un lápiz, tiza, y gramil.
Formar materiales a las medidas prescritas, usando sierras, cincel, y nivel.
Cortar y montar materiales y fijarlos juntos con clavos, clavijas, o pegamento.
Construir formas y rampas para colar el cemento.
Montar andamios y escaleras para ensamblar las estructuras por encima del nivel del suelo.
Hacer paneles de formas con sierra de madera para el nivel, con serrucho o moto sierra, y la madera de unas juntos.
Establecer formas incorporadas y montaje de instalación con formas prefabricadas.
Anclar y reforzar las formas a objetos fijos, utilizando clavos, tornillos, varillas de anclaje, y cables de acero.
Algunas de las formas de montaje requieren conexiones de atornillado.
Disposición e instalaciones enclavadas en trabajos de formas de concreto.
Competente en el aparejo y grúas decaídas.
Debe de tener en cuenta la seguridad y adherirse a todas los procedimientos de seguridad.
Cumplir con todos los deberes adicionales dirigidos por el Supervisor.

Habilidades, Conocimientos, Cualificaciones & Experiencia

Debe tener mínimo de 3 años de experiencia en la construcción pesada, específicamente con conocimiento de sistemas de forma Symons y de banda.
Trabajar dentro de las normas precisas de precisión
Debe tener herramientas básicas de carpintería
Información de proporción utilizando estándares, que se pueden medir o verificar
Comparar y ver las diferencias de tamaño, forma, y formas de las líneas, cifras, y objetos
Debe seguir las pólizas y procedimientos, y también apoyar los objetivos y valores de Crowder

Beneficios

En el corazón del estado de la misión de Crowder está el compromiso “de hacer una diferencia positiva en la vida de nuestros empleados.” Nuestro amplio paquete de beneficios está diseñado a la medida para lograr el objetivo a través del acceso a los siguientes beneficios:

Seguro Médico, incluyendo Planes de Salud, Dental y Visión
Ahorro de Salud y Cuentas de Gastos Flexibles
Programa de Bienestar con Incentivos
401k Ahorro y Plan de Participación en las Ganancias con Contribuciones Paralelas
Seguro de Vida/AD&D
Suplementario Voluntario y Seguro de Vida de Dependientes
Discapacidad a Corto Plazo y Largo
Indemnización de Hospital y Por Enfermedad Grave
Días Feriados de la Compañía, Vacaciones y Días de Enfermedad
Crowder Universidad Entrenamiento basado en la Carrera
Asistencia Educacional
Depósito Directo
Show less "
59,,,Full-time,"We are recruiting for a full-time Recruiter to join our company. You will be the face of our company connecting with candidates and matching them to open positions within our company. The ideal candidate for this person is someone that can build quick rapport with candidates through conversations, organized, and committed to achieving personal and company goals. This position will also be involved in other HR functions within the business, with the primary focus of recruiting.




Responsibilities

· Create a great candidate experience through positive and timely communication with candidates

· Source candidates using recruitment platforms, social media, and referrals

· Follow and suggest effective recruiting methods and strategies based on the available role, industry standards, and the needs of the organization.

· Collaborates with department managers to create job postings that meet the hiring criteria.

· Screens applications and selects qualified candidates.

· Schedules interviews; oversees preparation of interview questions and other hiring and selection materials.

· Responsible for the full pre-hire process including sending information to candidates, entering data into any software, ensuring receipt of all required information, etc.

· Ensures compliance with federal, state, and local employment laws and regulations, and company policies.

· Attends and participates in recruiting sessions.

· Proactive in changing and communicating the recruitment approaches based on company, departmental, industry, or market needs

· Act as a role model of company core values as you are the face of the company

· Conduct a first touch with all technician candidates within 24; any applicants over the weekend must be communicated with by the next business day

· Utilize all resources effectively to communicate to candidates (recruiting platforms, text platform, phone, etc.)

· Conduct new hire orientation

· This position may assist in other departmental or company tasks, projects, or initiatives as assigned or required




Position Requirements

· Excellent verbal and written communication skills.

· Ability to adapt to changing priorities quickly.

· Proactive and independent with the ability to take initiative.

· Excellent time management skills with a proven ability to meet deadlines.

· Familiarity with laws, regulations, and best practices applicable to hiring and recruitment.

· Proficient with or the ability to quickly learn applicant-tracking software or other recruitment systems

· Proficient with Microsoft Office Suite or related software




Education and/or Experience

High school diploma or general education degree
One to three years related experience and/or training or equivalent combination of education and experience
Previous sales experience or customer facing positions preferred
Show less "
60,Other,Wholesale Building Materials,Entry level,"2nd Shift General Laborer

Port Wentworth, GA

Salary: $18.00 per hour + Benefits

Shift: Monday - Friday 4pm - 12:30am

POSITION SCOPE:

Value-Add Associates perform a variety of general labor tasks in order to meet varying business needs, including but not limited to product inspection, cleaning received goods, re-packing damaged pallets, sorting, palletizing and general housekeeping duties.

KEY ACCOUNTABILITIES:

Inspecting product for quality control issues
Packing, sorting, or re-packing of tile and stone products
Strapping/re-skidding tile and stone as required
Palletizing materials, inverting pallets, and repairing pallets as required
Performing various housekeeping activities within the warehouse and building perimeter as required
May perform activities related to counting, organizing and/or relocating materials
May use power walkie equipment (once trained)
Perform other duties as required


QUALIFICATIONS:

High school diploma or equivalent required
At least 6 months experience from a similar environment preferred
Demonstrated ability to work with broad job-related instructions as duties are straightforward, repetitive and involve different but related processes and methods
Ability to work overtime as required
Demonstrated accountability for quality, accuracy and adherence to work instructions with occasional checking
Demonstrated ability to follow established standards and processes
Ability to work collaboratively as a team and independently as required to execute production targets and departmental goals
Ability to perform manual tasks with a steady hand and strong attention to detail
Ability to work under tight deadlines
Ability to work effectively while making improvements to work more efficiently
Good communications skills
Comfortable working in a fast-paced, physically demanding warehouse/assembly environment


WORKING CONDITIONS:

Work is performed in a warehouse/assembly environment with exposure to: (a) fluctuating heat and cold due temperatures; (b) some noise associated with tile cutting activities and occasional forklift traffic; (c) WHMIS chemicals
PPE safety equipment must be worn and precautions exercised
Position requires a high level of sustained visual attention, high manual dexterity on a regular basis performing physical and demanding job tasks
Work requires the ability to stand for long periods of time and carry up to 50 lbs
Work requires the ability to bend, twist, lift, reach and stretch frequently


APPLY NOW!!!

Diversity and inclusion have always been at the core of our values at Anatolia. A diverse workforce with wide perspectives and creative ideas benefits our clients, the communities where we operate and all of us as colleagues. We welcome applications from qualified individuals from all backgrounds.

The preceding job description has been designed to indicate the general nature and level of work performed by employees within this classification. Anatolia is a C-TPAT facility, and as such, successful candidates who receive an offer of employment are subject to applicable background checks (criminal, credit, references and employment verification). Anatolia is committed to providing accommodations for people with disabilities in all parts of the hiring process. Anatolia will work with applicants to meet accommodation needs that are made known in advance. Interested applicants should submit their updated resume and application form on or before the posting deadline closes.

At Anatolia we strive to create a flexible work environment where our employees are empowered to do their best work. We thank all applicants for their interest however only those meeting the minimum qualifications will be interviewed.
Show less "
